"","cell.type","anatomy.group","pnt","tract","type","skeleton.type","coreLH","id","skeleton.type_pnt"
"Gad1-F-000340","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-000340","FlyCircuit_mALT"
"Gad1-F-000391","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-000391","FlyCircuit_mALT"
"Gad1-F-000432","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-000432","FlyCircuit_mALT"
"Gad1-F-100146","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-100146","FlyCircuit_mALT"
"Gad1-F-100324","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-100324","FlyCircuit_mALT"
"Gad1-F-200328","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-200328","FlyCircuit_mALT"
"Gad1-F-300227","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-300227","FlyCircuit_mALT"
"Gad1-F-300322","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-300322","FlyCircuit_mALT"
"Gad1-F-300392","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-300392","FlyCircuit_mALT"
"Gad1-F-400168","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400168","FlyCircuit_mALT"
"Gad1-F-400173","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400173","FlyCircuit_mALT"
"Gad1-F-400353","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400353","FlyCircuit_mALT"
"Gad1-F-400401","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400401","FlyCircuit_mALT"
"Gad1-F-500115","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-500115","FlyCircuit_mALT"
"Gad1-F-500158","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-500158","FlyCircuit_mALT"
"Gad1-F-500167","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-500167","FlyCircuit_mALT"
"Gad1-F-500298","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-500298","FlyCircuit_mALT"
"Gad1-F-600219","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-600219","FlyCircuit_mALT"
"Gad1-F-600296","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-600296","FlyCircuit_mALT"
"Gad1-F-600446","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-600446","FlyCircuit_mALT"
"Gad1-F-800180","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-800180","FlyCircuit_mALT"
"Gad1-F-900083","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-900083","FlyCircuit_mALT"
"npf-F-000006","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-000006","FlyCircuit_mALT"
"npf-F-100000","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100000","FlyCircuit_mALT"
"npf-F-100002","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100002","FlyCircuit_mALT"
"npf-F-100006","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100006","FlyCircuit_mALT"
"npf-F-100012","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100012","FlyCircuit_mALT"
"npf-F-200000","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200000","FlyCircuit_mALT"
"npf-F-200005","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200005","FlyCircuit_mALT"
"npf-F-200007","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200007","FlyCircuit_mALT"
"npf-F-200009","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200009","FlyCircuit_mALT"
"npf-F-200012","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200012","FlyCircuit_mALT"
"npf-F-200013","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200013","FlyCircuit_mALT"
"npf-F-200031","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200031","FlyCircuit_mALT"
"npf-F-200034","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200034","FlyCircuit_mALT"
"npf-F-200035","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200035","FlyCircuit_mALT"
"npf-F-200041","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200041","FlyCircuit_mALT"
"npf-F-200042","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200042","FlyCircuit_mALT"
"npf-F-300030","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300030","FlyCircuit_mALT"
"npf-F-300042","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300042","FlyCircuit_mALT"
"npf-M-100001","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100001","FlyCircuit_mALT"
"npf-M-100004","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100004","FlyCircuit_mALT"
"npf-M-100006","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100006","FlyCircuit_mALT"
"npf-M-100007","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100007","FlyCircuit_mALT"
"npf-M-100009","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100009","FlyCircuit_mALT"
"npf-M-100010","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100010","FlyCircuit_mALT"
"npf-M-100011","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100011","FlyCircuit_mALT"
"npf-M-100012","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100012","FlyCircuit_mALT"
"npf-M-100014","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100014","FlyCircuit_mALT"
"npf-M-100016","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100016","FlyCircuit_mALT"
"npf-M-100017","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100017","FlyCircuit_mALT"
"npf-M-100022","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100022","FlyCircuit_mALT"
"npf-M-100025","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100025","FlyCircuit_mALT"
"npf-M-200019","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200019","FlyCircuit_mALT"
"npf-M-200021","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200021","FlyCircuit_mALT"
"npf-M-200022","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200022","FlyCircuit_mALT"
"npf-M-200031","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200031","FlyCircuit_mALT"
"npf-M-200032","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200032","FlyCircuit_mALT"
"npf-M-200045","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200045","FlyCircuit_mALT"
"npf-M-200046","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200046","FlyCircuit_mALT"
"npf-M-200047","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200047","FlyCircuit_mALT"
"npf-M-200049","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200049","FlyCircuit_mALT"
"npf-M-200050","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200050","FlyCircuit_mALT"
"npf-M-200055","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200055","FlyCircuit_mALT"
"npf-M-200065","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200065","FlyCircuit_mALT"
"npf-M-300008","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300008","FlyCircuit_mALT"
"npf-M-300027","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300027","FlyCircuit_mALT"
"npf-M-300035","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300035","FlyCircuit_mALT"
"npf-M-300041","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300041","FlyCircuit_mALT"
"npf-M-300047","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300047","FlyCircuit_mALT"
"npf-M-300049","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300049","FlyCircuit_mALT"
"npf-M-300052","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300052","FlyCircuit_mALT"
"npf-M-400017","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-400017","FlyCircuit_mALT"
"npf-M-400023","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-400023","FlyCircuit_mALT"
"VGlut-F-400730","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-400730","FlyCircuit_mALT"
"VGlut-F-500828","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500828","FlyCircuit_mALT"
"VGlut-F-700331","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700331","FlyCircuit_mALT"
"VGlut-F-800143","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-800143","FlyCircuit_mALT"
"fru-F-700187","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-700187","FlyCircuit_mALT"
"fru-M-400381","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400381","FlyCircuit_mALT"
"Cha-F-200397","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Cha-F-200397","FlyCircuit_mALT"
"fru-F-400235","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400235","FlyCircuit_mALT"
"fru-F-400276","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400276","FlyCircuit_mALT"
"fru-F-400363","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400363","FlyCircuit_mALT"
"fru-F-400367","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400367","FlyCircuit_mALT"
"fru-F-400416","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400416","FlyCircuit_mALT"
"fru-F-400444","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400444","FlyCircuit_mALT"
"fru-F-400547","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-400547","FlyCircuit_mALT"
"fru-F-500368","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-500368","FlyCircuit_mALT"
"fru-F-500413","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-500413","FlyCircuit_mALT"
"fru-F-500442","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-500442","FlyCircuit_mALT"
"fru-F-500463","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-500463","FlyCircuit_mALT"
"fru-F-500512","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-500512","FlyCircuit_mALT"
"fru-F-600245","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-600245","FlyCircuit_mALT"
"fru-F-600263","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-600263","FlyCircuit_mALT"
"fru-F-700239","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-F-700239","FlyCircuit_mALT"
"fru-M-000266","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-000266","FlyCircuit_mALT"
"fru-M-000325","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-000325","FlyCircuit_mALT"
"fru-M-100396","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-100396","FlyCircuit_mALT"
"fru-M-300369","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-300369","FlyCircuit_mALT"
"fru-M-400285","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400285","FlyCircuit_mALT"
"fru-M-400355","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400355","FlyCircuit_mALT"
"fru-M-400375","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400375","FlyCircuit_mALT"
"fru-M-400387","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-400387","FlyCircuit_mALT"
"fru-M-500341","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-500341","FlyCircuit_mALT"
"fru-M-600178","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-600178","FlyCircuit_mALT"
"fru-M-600215","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-600215","FlyCircuit_mALT"
"fru-M-700196","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","fru-M-700196","FlyCircuit_mALT"
"Gad1-F-000167","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-000167","FlyCircuit_mALT"
"Gad1-F-000192","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-000192","FlyCircuit_mALT"
"Gad1-F-100134","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-100134","FlyCircuit_mALT"
"Gad1-F-100197","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-100197","FlyCircuit_mALT"
"Gad1-F-300144","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-300144","FlyCircuit_mALT"
"Gad1-F-300381","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-300381","FlyCircuit_mALT"
"Gad1-F-400129","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400129","FlyCircuit_mALT"
"Gad1-F-400171","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400171","FlyCircuit_mALT"
"Gad1-F-400346","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-400346","FlyCircuit_mALT"
"Gad1-F-500217","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-500217","FlyCircuit_mALT"
"Gad1-F-700150","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-700150","FlyCircuit_mALT"
"Gad1-F-700275","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-700275","FlyCircuit_mALT"
"Gad1-F-800115","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-800115","FlyCircuit_mALT"
"Gad1-F-800136","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-800136","FlyCircuit_mALT"
"Gad1-F-800206","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Gad1-F-800206","FlyCircuit_mALT"
"npf-F-100003","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100003","FlyCircuit_mALT"
"npf-F-100004","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100004","FlyCircuit_mALT"
"npf-F-100007","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100007","FlyCircuit_mALT"
"npf-F-100008","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100008","FlyCircuit_mALT"
"npf-F-100009","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100009","FlyCircuit_mALT"
"npf-F-100010","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100010","FlyCircuit_mALT"
"npf-F-100011","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-100011","FlyCircuit_mALT"
"npf-F-200001","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200001","FlyCircuit_mALT"
"npf-F-200003","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200003","FlyCircuit_mALT"
"npf-F-200008","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200008","FlyCircuit_mALT"
"npf-F-200018","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200018","FlyCircuit_mALT"
"npf-F-200019","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200019","FlyCircuit_mALT"
"npf-F-200020","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200020","FlyCircuit_mALT"
"npf-F-200022","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200022","FlyCircuit_mALT"
"npf-F-200023","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200023","FlyCircuit_mALT"
"npf-F-200026","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200026","FlyCircuit_mALT"
"npf-F-200027","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200027","FlyCircuit_mALT"
"npf-F-200028","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200028","FlyCircuit_mALT"
"npf-F-200029","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200029","FlyCircuit_mALT"
"npf-F-200030","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200030","FlyCircuit_mALT"
"npf-F-200032","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200032","FlyCircuit_mALT"
"npf-F-200043","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200043","FlyCircuit_mALT"
"npf-F-200044","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-200044","FlyCircuit_mALT"
"npf-F-300020","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300020","FlyCircuit_mALT"
"npf-F-300029","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300029","FlyCircuit_mALT"
"npf-F-300040","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300040","FlyCircuit_mALT"
"npf-F-300045","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-F-300045","FlyCircuit_mALT"
"npf-M-100002","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100002","FlyCircuit_mALT"
"npf-M-100003","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100003","FlyCircuit_mALT"
"npf-M-100005","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100005","FlyCircuit_mALT"
"npf-M-100008","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100008","FlyCircuit_mALT"
"npf-M-100013","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100013","FlyCircuit_mALT"
"npf-M-100018","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100018","FlyCircuit_mALT"
"npf-M-100021","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100021","FlyCircuit_mALT"
"npf-M-100026","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100026","FlyCircuit_mALT"
"npf-M-100027","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100027","FlyCircuit_mALT"
"npf-M-100028","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-100028","FlyCircuit_mALT"
"npf-M-200011","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200011","FlyCircuit_mALT"
"npf-M-200018","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200018","FlyCircuit_mALT"
"npf-M-200023","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200023","FlyCircuit_mALT"
"npf-M-200024","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200024","FlyCircuit_mALT"
"npf-M-200025","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200025","FlyCircuit_mALT"
"npf-M-200038","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200038","FlyCircuit_mALT"
"npf-M-200042","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200042","FlyCircuit_mALT"
"npf-M-200048","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200048","FlyCircuit_mALT"
"npf-M-200051","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200051","FlyCircuit_mALT"
"npf-M-200053","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200053","FlyCircuit_mALT"
"npf-M-200054","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200054","FlyCircuit_mALT"
"npf-M-200057","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200057","FlyCircuit_mALT"
"npf-M-200059","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200059","FlyCircuit_mALT"
"npf-M-200066","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-200066","FlyCircuit_mALT"
"npf-M-300028","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300028","FlyCircuit_mALT"
"npf-M-300046","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300046","FlyCircuit_mALT"
"npf-M-300048","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300048","FlyCircuit_mALT"
"npf-M-300050","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-300050","FlyCircuit_mALT"
"npf-M-400000","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-400000","FlyCircuit_mALT"
"npf-M-400018","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-400018","FlyCircuit_mALT"
"npf-M-400020","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","npf-M-400020","FlyCircuit_mALT"
"VGlut-F-500057","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500057","FlyCircuit_mALT"
"VGlut-F-500626","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-500626","FlyCircuit_mALT"
"VGlut-F-600671","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-600671","FlyCircuit_mALT"
"VGlut-F-700434","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","VGlut-F-700434","FlyCircuit_mALT"
"Cha-F-300415","AL-mALT-PN1","AL-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","Cha-F-300415","FlyCircuit_mALT"
