"","cell.type","anatomy.group","pnt","tract","type","skeleton.type","coreLH","id","skeleton.type_pnt"
"TH-F-000003","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-000003","FlyCircuit_Uncertain"
"TH-F-100045","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-100045","FlyCircuit_Uncertain"
"TH-F-100065","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-100065","FlyCircuit_Uncertain"
"TH-F-100073","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-100073","FlyCircuit_Uncertain"
"TH-F-100097","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-100097","FlyCircuit_Uncertain"
"TH-F-100105","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-100105","FlyCircuit_Uncertain"
"TH-F-200113","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-200113","FlyCircuit_Uncertain"
"TH-F-300048","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-F-300048","FlyCircuit_Uncertain"
"TH-M-000001","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-000001","FlyCircuit_Uncertain"
"TH-M-000064","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-000064","FlyCircuit_Uncertain"
"TH-M-100000","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-100000","FlyCircuit_Uncertain"
"TH-M-100080","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-100080","FlyCircuit_Uncertain"
"TH-M-200025","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-200025","FlyCircuit_Uncertain"
"TH-M-200047","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-200047","FlyCircuit_Uncertain"
"TH-M-200053","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-200053","FlyCircuit_Uncertain"
"TH-M-200055","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-200055","FlyCircuit_Uncertain"
"TH-M-300036","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","TH-M-300036","FlyCircuit_Uncertain"
"VGlut-F-000200","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","VGlut-F-000200","FlyCircuit_Uncertain"
"VGlut-F-400519","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","VGlut-F-400519","FlyCircuit_Uncertain"
"VGlut-F-800203","Expansive-Putative","Expansive-Putative","Uncertain","Uncertain","IN","FlyCircuit"," ","VGlut-F-800203","FlyCircuit_Uncertain"
"fru-M-300314","GNG-Central-PN1","GNG-Central-PN1","Central","Central","IN","FlyCircuit"," ","fru-M-300314","FlyCircuit_Central"
"fru-M-800005","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-800005","FlyCircuit_lALT"
"fru-F-000219","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-F-000219","FlyCircuit_lALT"
"fru-M-800155","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-800155","FlyCircuit_lALT"
"fru-M-300287","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-300287","FlyCircuit_lALT"
"fru-M-300451","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-300451","FlyCircuit_lALT"
"fru-M-600165","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-600165","FlyCircuit_lALT"
"fru-M-200364","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-200364","FlyCircuit_lALT"
"fru-M-100062","GNG-lALT-PN1","GNG-lALT-PN1","lALT","lALT","IN","FlyCircuit"," ","fru-M-100062","FlyCircuit_lALT"
"5HT1A-F-400025","GNG-mALT-PN1","GNG-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","5HT1A-F-400025","FlyCircuit_mALT"
"5HT1A-F-800022","GNG-mALT-PN1","GNG-mALT-PN1","mALT","mALT","IN","FlyCircuit"," ","5HT1A-F-800022","FlyCircuit_mALT"
"Cha-F-400018","GNG-t3ALT-PN1","GNG-t3ALT-PN1","t3ALT","t3ALT","IN","FlyCircuit"," ","Cha-F-400018","FlyCircuit_t3ALT"
"VGlut-F-000295","GNG-t3ALT-PN1","GNG-t3ALT-PN1","t3ALT","t3ALT","IN","FlyCircuit"," ","VGlut-F-000295","FlyCircuit_t3ALT"
"VGlut-F-100128","GNG-t3ALT-PN1","GNG-t3ALT-PN1","t3ALT","t3ALT","IN","FlyCircuit"," ","VGlut-F-100128","FlyCircuit_t3ALT"
"VGlut-F-300341","GNG-t3ALT-PN1","GNG-t3ALT-PN1","t3ALT","t3ALT","IN","FlyCircuit"," ","VGlut-F-300341","FlyCircuit_t3ALT"
"VGlut-F-500260","GNG-t3ALT-PN1","GNG-t3ALT-PN1","t3ALT","t3ALT","IN","FlyCircuit"," ","VGlut-F-500260","FlyCircuit_t3ALT"
"fru-M-600142","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-600142","FlyCircuit_mAL"
"fru-M-500247","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-500247","FlyCircuit_mAL"
"fru-M-500159","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-500159","FlyCircuit_mAL"
"fru-M-400140","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-400140","FlyCircuit_mAL"
"fru-M-000152","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-000152","FlyCircuit_mAL"
"Gad1-F-600213","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","Gad1-F-600213","FlyCircuit_mAL"
"Gad1-F-400450","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","Gad1-F-400450","FlyCircuit_mAL"
"fru-F-600207","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-F-600207","FlyCircuit_mAL"
"fru-M-700040","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-700040","FlyCircuit_mAL"
"fru-M-000273","mAL-PN","mAL-PN","mAL","mAL","IN","FlyCircuit"," ","fru-M-000273","FlyCircuit_mAL"
"Gad1-F-500004","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","FlyCircuit"," ","Gad1-F-500004","FlyCircuit_PV1"
"TH-M-200079","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","FlyCircuit"," ","TH-M-200079","FlyCircuit_PV1"
"TH-M-300048","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","FlyCircuit"," ","TH-M-300048","FlyCircuit_PV1"
"TH-M-000042","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","FlyCircuit"," ","TH-M-000042","FlyCircuit_PV1"
"TH-M-200033","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","FlyCircuit"," ","TH-M-200033","FlyCircuit_PV1"
"TH-M-200035","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","FlyCircuit"," ","TH-M-200035","FlyCircuit_PV1"
"MB583B#1","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","MCFO"," ","MB583B#1","MCFO_PV1"
"MB583B#2","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","MCFO"," ","MB583B#2","MCFO_PV1"
"MB583B#3","PPL2ab-PN1","PPL2ab-PN1","PV1","Uncertain","IN","MCFO"," ","MB583B#3","MCFO_PV1"
"Gad1-F-100133","WED-PN1","WED-PN1","WEDT","WEDT","IN","FlyCircuit"," ","Gad1-F-100133","FlyCircuit_WEDT"
"fru-M-300059","WED-PN1","WED-PN1","WEDT","WEDT","IN","FlyCircuit"," ","fru-M-300059","FlyCircuit_WEDT"
"VGlut-F-500810","WED-PN1","WED-PN1","WEDT","WEDT","IN","FlyCircuit"," ","VGlut-F-500810","FlyCircuit_WEDT"
"VGlut-F-100375","WED-PN1","WED-PN1","WEDT","WEDT","IN","FlyCircuit"," ","VGlut-F-100375","FlyCircuit_WEDT"
"VGlut-F-600117","WED-PN1","WED-PN1","WEDT","WEDT","IN","FlyCircuit"," ","VGlut-F-600117","FlyCircuit_WEDT"
"L112#1","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L112#1","MCFO_WEDT"
"L112#2","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L112#2","MCFO_WEDT"
"L112#3","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L112#3","MCFO_WEDT"
"L112#4","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L112#4","MCFO_WEDT"
"L770#1","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L770#1","MCFO_WEDT"
"L770#2","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L770#2","MCFO_WEDT"
"L772#1","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L772#1","MCFO_WEDT"
"L772#2","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L772#2","MCFO_WEDT"
"L984#1","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#1","MCFO_WEDT"
"L984#2","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#2","MCFO_WEDT"
"L984#3","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#3","MCFO_WEDT"
"L984#4","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#4","MCFO_WEDT"
"L984#5","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#5","MCFO_WEDT"
"L984#6","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#6","MCFO_WEDT"
"L984#7","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#7","MCFO_WEDT"
"L984#8","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#8","MCFO_WEDT"
"L984#9","WED-PN1","WED-PN1","WEDT","WEDT","IN","MCFO"," ","L984#9","MCFO_WEDT"
"Cha-F-000514","WED-PN2","WED-PN2","WEDT","WEDT","IN","FlyCircuit"," ","Cha-F-000514","FlyCircuit_WEDT"
"Cha-F-600036","WED-PN2","WED-PN2","WEDT","WEDT","IN","FlyCircuit"," ","Cha-F-600036","FlyCircuit_WEDT"
"L1524#1","WED-PN2","WED-PN2","WEDT","WEDT","IN","MCFO"," ","L1524#1","MCFO_WEDT"
"L1524#2","WED-PN2","WED-PN2","WEDT","WEDT","IN","MCFO"," ","L1524#2","MCFO_WEDT"
"L1524#3","WED-PN2","WED-PN2","WEDT","WEDT","IN","MCFO"," ","L1524#3","MCFO_WEDT"
"L1524#4","WED-PN2","WED-PN2","WEDT","WEDT","IN","MCFO"," ","L1524#4","MCFO_WEDT"
"L1337#1","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#1","MCFO_WEDT"
"L1337#2","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#2","MCFO_WEDT"
"L1337#3","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#3","MCFO_WEDT"
"L1337#4","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#4","MCFO_WEDT"
"L1337#5","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#5","MCFO_WEDT"
"L1337#6","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#6","MCFO_WEDT"
"L1337#7","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#7","MCFO_WEDT"
"L1337#8","WED-PN5","WED-PN5","WEDT","WEDT","IN","MCFO"," ","L1337#8","MCFO_WEDT"
"Cha-F-000086","WED-PN6","WED-PN6","WEDT","LPT","IN","FlyCircuit"," ","Cha-F-000086","FlyCircuit_WEDT"
"L85#1","WED-PN6","WED-PN6","WEDT","LPT","IN","MCFO"," ","L85#1","MCFO_WEDT"
"L85#2","WED-PN6","WED-PN6","WEDT","LPT","IN","MCFO"," ","L85#2","MCFO_WEDT"
"L85#3","WED-PN6","WED-PN6","WEDT","LPT","IN","MCFO"," ","L85#3","MCFO_WEDT"
"L85#4","WED-PN6","WED-PN6","WEDT","LPT","IN","MCFO"," ","L85#4","MCFO_WEDT"
"L85#5","WED-PN6","WED-PN6","WEDT","LPT","IN","MCFO"," ","L85#5","MCFO_WEDT"
"LO15R","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LO15R","FijiTracing_mALT"
"LO2R","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LO2R","FijiTracing_mALT"
"TK6L","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TK6L","FijiTracing_mALT"
"TL6L","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TL6L","FijiTracing_mALT"
"TM25R","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TM25R","FijiTracing_mALT"
"TN6R","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TN6R","FijiTracing_mALT"
"TO12L","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TO12L","FijiTracing_mALT"
"TP15L","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TP15L","FijiTracing_mALT"
"TP19L","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TP19L","FijiTracing_mALT"
"TP4L","1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TP4L","FijiTracing_mALT"
"EBS32R","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBS32R","FijiTracing_mALT"
"EBS53R","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBS53R","FijiTracing_mALT"
"LF28R","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LF28R","FijiTracing_mALT"
"LHD5R","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LHD5R","FijiTracing_mALT"
"LP5L","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LP5L","FijiTracing_mALT"
"MC18L","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","MC18L","FijiTracing_mALT"
"OR13L","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","OR13L","FijiTracing_mALT"
"OT23R","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","OT23R","FijiTracing_mALT"
"VD14R","D iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","VD14R","FijiTracing_mALT"
"EBH11R","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBH11R","FijiTracing_mALT"
"EBH20R","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBH20R","FijiTracing_mALT"
"EBI12L","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBI12L","FijiTracing_mALT"
"LI23L","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LI23L","FijiTracing_mALT"
"MM14L","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","MM14L","FijiTracing_mALT"
"NA7L","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NA7L","FijiTracing_mALT"
"SH21L","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","SH21L","FijiTracing_mALT"
"TT27R","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TT27R","FijiTracing_mALT"
"VA15R","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","VA15R","FijiTracing_mALT"
"VA20R","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","VA20R","FijiTracing_mALT"
"VB58L","DA1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","VB58L","FijiTracing_mALT"
"JBE1R","DA3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","JBE1R","FijiTracing_mALT"
"LHC6R","DA3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LHC6R","FijiTracing_mALT"
"NBA6R","DA3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NBA6R","FijiTracing_mALT"
"NPC2L","DC1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NPC2L","FijiTracing_mALT"
"OFC3R","DC1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","OFC3R","FijiTracing_mALT"
"SEC2R","DC1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","SEC2R","FijiTracing_mALT"
"EBS11R","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBS11R","FijiTracing_mALT"
"EBS99L","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBS99L","FijiTracing_mALT"
"EEA33R","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EEA33R","FijiTracing_mALT"
"KLA5L","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","KLA5L","FijiTracing_mALT"
"LE2L","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LE2L","FijiTracing_mALT"
"LE9L","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LE9L","FijiTracing_mALT"
"LF25R","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LF25R","FijiTracing_mALT"
"LG6T","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LG6T","FijiTracing_mALT"
"LR16R","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LR16R","FijiTracing_mALT"
"NCB8R","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NCB8R","FijiTracing_mALT"
"NCC10R","DC2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NCC10R","FijiTracing_mALT"
"EBN1L","DC3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBN1L","FijiTracing_mALT"
"LHC1L","DC3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LHC1L","FijiTracing_mALT"
"NIB1R","DC3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NIB1R","FijiTracing_mALT"
"NRC4R","DC3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NRC4R","FijiTracing_mALT"
"EBE14L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBE14L","FijiTracing_mALT"
"EBE21R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBE21R","FijiTracing_mALT"
"EBE22R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBE22R","FijiTracing_mALT"
"EBG10L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBG10L","FijiTracing_mALT"
"EBG2R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBG2R","FijiTracing_mALT"
"KGA2L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","KGA2L","FijiTracing_mALT"
"KJA6L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","KJA6L","FijiTracing_mALT"
"LE17R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LE17R","FijiTracing_mALT"
"LF4L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LF4L","FijiTracing_mALT"
"LG17L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LG17L","FijiTracing_mALT"
"OT15R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","OT15R","FijiTracing_mALT"
"SC5R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","SC5R","FijiTracing_mALT"
"TKC1R","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TKC1R","FijiTracing_mALT"
"TMB2L","DL1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TMB2L","FijiTracing_mALT"
"EBH20L","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBH20L","FijiTracing_mALT"
"EBI22R","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBI22R","FijiTracing_mALT"
"EBJ23L","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBJ23L","FijiTracing_mALT"
"LIC2R","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LIC2R","FijiTracing_mALT"
"MH16L","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","MH16L","FijiTracing_mALT"
"NIA8L","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NIA8L","FijiTracing_mALT"
"SL20L","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","SL20L","FijiTracing_mALT"
"TKC8R","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TKC8R","FijiTracing_mALT"
"TL4R","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","TL4R","FijiTracing_mALT"
"VB37L","DL3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","VB37L","FijiTracing_mALT"
"CT12T","DL5 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","CT12T","FijiTracing_mALT"
"GG2L","DL5 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","GG2L","FijiTracing_mALT"
"DB12L","DL6 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","DB12L","FijiTracing_mALT"
"DR18B","DL6 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","DR18B","FijiTracing_mALT"
"GO44T","DL6 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","GO44T","FijiTracing_mALT"
"YG14R","DL6 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","YG14R","FijiTracing_mALT"
"NCB7R","DM1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NCB7R","FijiTracing_mALT"
"NCC10L","DM1 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NCC10L","FijiTracing_mALT"
"EBS37L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBS37L","FijiTracing_mALT"
"EBT112L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBT112L","FijiTracing_mALT"
"EBT53L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBT53L","FijiTracing_mALT"
"EBT7R","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBT7R","FijiTracing_mALT"
"EBT83L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","EBT83L","FijiTracing_mALT"
"JBA3R","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","JBA3R","FijiTracing_mALT"
"JBC4L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","JBC4L","FijiTracing_mALT"
"JBD5L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","JBD5L","FijiTracing_mALT"
"JCA7R","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","JCA7R","FijiTracing_mALT"
"LHB9L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LHB9L","FijiTracing_mALT"
"NCE9L","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NCE9L","FijiTracing_mALT"
"NHC2R","DM2 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","NHC2R","FijiTracing_mALT"
"LKE8R","DM3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","LKE8R","FijiTracing_mALT"
"PA10L","DM3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","PA10L","FijiTracing_mALT"
"PC24L","DM3 iPN","AL_mALT","mALT","mALT","IN","FijiTracing"," ","PC24L","FijiTracing_mALT"
