,batch_name,group,time,activation_original,manipulated_idx,manipulated_ctype,manipulate_layer,little_added,activation_manipulated,activation_diff
262,ethanol,102611,0,0.0,67516,M_adPNm5,2,1e-06,0.0,0.0
263,ethanol,102611,0,0.0,67516,M_adPNm5,3,1e-06,0.0,0.0
264,ethanol,102611,0,0.0,67516,M_adPNm5,4,1e-06,0.0,0.0
265,ethanol,102611,0,0.0,85650,M_adPNm5,0,1e-06,0.0,0.0
266,ethanol,102611,0,0.0,85650,M_adPNm5,1,1e-06,0.0,0.0
267,ethanol,102611,0,0.0,85650,M_adPNm5,2,1e-06,0.0,0.0
268,ethanol,102611,0,0.0,85650,M_adPNm5,3,1e-06,0.0,0.0
269,ethanol,102611,0,0.0,85650,M_adPNm5,4,1e-06,0.0,0.0
270,ethanol,102611,0,0.0,35975,M_l2PNl21,0,1e-06,0.0,0.0
271,ethanol,102611,0,0.0,35975,M_l2PNl21,1,1e-06,0.0,0.0
272,ethanol,102611,0,0.0,35975,M_l2PNl21,2,1e-06,0.0,0.0
273,ethanol,102611,0,0.0,35975,M_l2PNl21,3,1e-06,0.0,0.0
274,ethanol,102611,0,0.0,35975,M_l2PNl21,4,1e-06,0.0,0.0
275,ethanol,102611,0,0.0,87096,M_l2PNl21,0,1e-06,0.0,0.0
276,ethanol,102611,0,0.0,87096,M_l2PNl21,1,1e-06,0.0,0.0
277,ethanol,102611,0,0.0,87096,M_l2PNl21,2,1e-06,0.0,0.0
278,ethanol,102611,0,0.0,87096,M_l2PNl21,3,1e-06,0.0,0.0
279,ethanol,102611,0,0.0,87096,M_l2PNl21,4,1e-06,0.0,0.0
280,ethanol,102611,0,0.0,15030,M_l2PNl22,0,1e-06,0.0,0.0
281,ethanol,102611,0,0.0,15030,M_l2PNl22,1,1e-06,0.0,0.0
282,ethanol,102611,0,0.0,15030,M_l2PNl22,2,1e-06,0.0,0.0
283,ethanol,102611,0,0.0,15030,M_l2PNl22,3,1e-06,0.0,0.0
284,ethanol,102611,0,0.0,15030,M_l2PNl22,4,1e-06,0.0,0.0
285,ethanol,102611,0,0.0,5386,M_l2PNl22,0,1e-06,0.0,0.0
286,ethanol,102611,0,0.0,5386,M_l2PNl22,1,1e-06,0.0,0.0
287,ethanol,102611,0,0.0,5386,M_l2PNl22,2,1e-06,0.0,0.0
288,ethanol,102611,0,0.0,5386,M_l2PNl22,3,1e-06,0.0,0.0
289,ethanol,102611,0,0.0,5386,M_l2PNl22,4,1e-06,0.0,0.0
290,ethanol,102611,0,0.0,26791,M_lvPNm24,0,1e-06,0.0,0.0
291,ethanol,102611,0,0.0,26791,M_lvPNm24,1,1e-06,0.0,0.0
292,ethanol,102611,0,0.0,26791,M_lvPNm24,2,1e-06,0.0,0.0
293,ethanol,102611,0,0.0,26791,M_lvPNm24,3,1e-06,0.0,0.0
294,ethanol,102611,0,0.0,26791,M_lvPNm24,4,1e-06,0.0,0.0
295,ethanol,102611,0,0.0,3822,M_lvPNm24,0,1e-06,0.0,0.0
296,ethanol,102611,0,0.0,3822,M_lvPNm24,1,1e-06,0.0,0.0
297,ethanol,102611,0,0.0,3822,M_lvPNm24,2,1e-06,0.0,0.0
298,ethanol,102611,0,0.0,3822,M_lvPNm24,3,1e-06,0.0,0.0
299,ethanol,102611,0,0.0,3822,M_lvPNm24,4,1e-06,0.0,0.0
300,ethanol,102611,0,0.0,84040,M_lvPNm24,0,1e-06,0.0,0.0
301,ethanol,102611,0,0.0,84040,M_lvPNm24,1,1e-06,0.0,0.0
302,ethanol,102611,0,0.0,84040,M_lvPNm24,2,1e-06,0.0,0.0
303,ethanol,102611,0,0.0,84040,M_lvPNm24,3,1e-06,0.0,0.0
304,ethanol,102611,0,0.0,84040,M_lvPNm24,4,1e-06,0.0,0.0
305,ethanol,102611,0,0.0,130145,M_lvPNm24,0,1e-06,0.0,0.0
306,ethanol,102611,0,0.0,130145,M_lvPNm24,1,1e-06,0.0,0.0
307,ethanol,102611,0,0.0,130145,M_lvPNm24,2,1e-06,0.0,0.0
308,ethanol,102611,0,0.0,130145,M_lvPNm24,3,1e-06,0.0,0.0
309,ethanol,102611,0,0.0,130145,M_lvPNm24,4,1e-06,0.0,0.0
310,ethanol,102611,0,0.0,105693,M_lvPNm25,0,1e-06,0.0,0.0
311,ethanol,102611,0,0.0,105693,M_lvPNm25,1,1e-06,0.0,0.0
312,ethanol,102611,0,0.0,105693,M_lvPNm25,2,1e-06,0.0,0.0
313,ethanol,102611,0,0.0,105693,M_lvPNm25,3,1e-06,0.0,0.0
314,ethanol,102611,0,0.0,105693,M_lvPNm25,4,1e-06,0.0,0.0
315,ethanol,102611,0,0.0,88480,M_lvPNm25,0,1e-06,0.0,0.0
316,ethanol,102611,0,0.0,88480,M_lvPNm25,1,1e-06,0.0,0.0
317,ethanol,102611,0,0.0,88480,M_lvPNm25,2,1e-06,0.0,0.0
318,ethanol,102611,0,0.0,88480,M_lvPNm25,3,1e-06,0.0,0.0
319,ethanol,102611,0,0.0,88480,M_lvPNm25,4,1e-06,0.0,0.0
320,ethanol,102611,0,0.0,57227,M_lvPNm25,0,1e-06,0.0,0.0
321,ethanol,102611,0,0.0,57227,M_lvPNm25,1,1e-06,0.0,0.0
322,ethanol,102611,0,0.0,57227,M_lvPNm25,2,1e-06,0.0,0.0
323,ethanol,102611,0,0.0,57227,M_lvPNm25,3,1e-06,0.0,0.0
324,ethanol,102611,0,0.0,57227,M_lvPNm25,4,1e-06,0.0,0.0
325,ethanol,102611,0,0.0,53801,M_lvPNm25,0,1e-06,0.0,0.0
326,ethanol,102611,0,0.0,53801,M_lvPNm25,1,1e-06,0.0,0.0
327,ethanol,102611,0,0.0,53801,M_lvPNm25,2,1e-06,0.0,0.0
328,ethanol,102611,0,0.0,53801,M_lvPNm25,3,1e-06,0.0,0.0
329,ethanol,102611,0,0.0,53801,M_lvPNm25,4,1e-06,0.0,0.0
330,ethanol,102611,0,0.0,36939,M_lvPNm25,0,1e-06,0.0,0.0
331,ethanol,102611,0,0.0,36939,M_lvPNm25,1,1e-06,0.0,0.0
332,ethanol,102611,0,0.0,36939,M_lvPNm25,2,1e-06,0.0,0.0
333,ethanol,102611,0,0.0,36939,M_lvPNm25,3,1e-06,0.0,0.0
334,ethanol,102611,0,0.0,36939,M_lvPNm25,4,1e-06,0.0,0.0
335,ethanol,102611,0,0.0,3848,M_vPNml57,0,1e-06,0.0,0.0
