bodyId,cell_type,side,idx
359598627,PAM10,right,1019
359628017,SIP008,right,1020
359637824,FB6T,right,1021
359744514,pC1a,left,1022
359891881,LHCENT12,right,1023
359892436,LHAV5a2_a,right,1024
359892669,SLP132,right,1025
359897288,SLP241,right,1026
359897526,SLP200,right,1027
359900300,SLP103,right,1028
359901157,LHAD1i1,right,1029
359905678,LHAD1i1,right,1030
359913281,SLP160,right,1031
359913782,LHAD3a9,right,1032
359917896,SLP431,right,1033
359918228,SLP198,right,1034
359926718,SLP025,right,1035
359926731,SLP023,right,1036
359926787,SLP008,right,1037
359926923,SLP015_c,right,1038
359931311,SLP212,right,1039
359944162,SLP405_a,right,1040
359974171,SIP084,right,1041
360236724,LHAV4l1,right,1042
360236750,LHAD3b1_e,right,1043
360237353,LHAV2k4,right,1044
360237650,SLP185,right,1045
360238069,LHAD3f1_a,right,1046
360242173,SLP127,right,1047
360245971,SLP017,right,1048
360246734,LHAD3a2_a,right,1049
360246848,SLP240_b,right,1050
360254108,SMP334,right,1051
360254511,LHAV6a9,right,1052
360254994,LHPV5c1_b,right,1053
360255138,LHAV3m1,right,1054
360259013,SLP425,right,1055
360259229,LHAV3h1,right,1056
360263797,SLP008,right,1057
360268385,SLP433,right,1058
360284300,LHCENT8,right,1059
360310976,SMP060,right,1060
360314997,LHAD1d2,right,1061
360315461,SLP102,right,1062
360319284,SIP047,right,1063
360319323,FB6Q,right,1064
360349882,SMP193,right,1065
360466268,FB8F_a,left,1066
360573708,LHAV5a4_c,right,1067
360578457,LHAV6a3_a,right,1068
360578625,LHAV6a1_b,right,1069
360578907,LHAD3a6,right,1070
360583021,LHAD3a7_a,right,1071
360587642,SLP369,right,1072
360591860,SLP279,right,1073
360595711,LHAV2k3,right,1074
360596183,LHPV6a5,right,1075
360660371,SIP030,right,1076
360673271,SMP136,left,1077
360677632,SMP251,right,1078
360690414,SMP162,right,1079
360698817,SMP105_b,right,1080
360759031,SMP102,right,1081
360764170,SMP125,right,1082
360773196,SMP109,left,1083
360914546,SLP240_a,right,1084
360914617,LHAD3a5,right,1085
360927799,LHAV5a5,right,1086
360928792,LHAV3b10,right,1087
360932188,LHAD1a4_b,right,1088
360941147,PAM09,right,1089
360950551,LHAV5b2,right,1090
360954739,SLP015_e,right,1091
360958913,mAL1,left,1092
361005850,SMP199,right,1093
361040812,SMP081,left,1094
361108721,SMP049,left,1095
361114148,SMP553,left,1096
361259770,LHAV1d2_a,right,1097
361260110,SLP241,right,1098
361264970,SLP128,right,1099
361269751,LHPV5c1_b,right,1100
361269864,LHAD3b1_g,right,1101
361273559,SLP327,right,1102
361298637,SMP105_a,right,1103
361312146,SMP103,right,1104
361312808,SMP503,right,1105
361341837,CRE083,right,1106
361351171,SMP028,right,1107
361355033,SMP259,right,1108
361364000,FB7E,right,1109
361376643,CRE025,right,1110
361445621,SMP108,left,1111
361614914,CL077,right,1112
361636071,SMP105_a,right,1113
361640697,SLP261,right,1114
361700223,SMP170,right,1115
361700674,SIP075,right,1116
361704572,SMP453,right,1117
361722354,SMP081,right,1118
361787030,SMP041,left,1119
361955066,SLP450,right,1120
361955275,LHAD3a1,right,1121
361959852,LHAV1d2_a,right,1122
361964228,SLP103,right,1123
361964245,SLP369,right,1124
361968122,LHAD2e3,right,1125
362007054,SLP424,right,1126
362019898,SIP066,right,1127
362020664,SIP030,right,1128
362041442,SIP019,right,1129
362045855,SMP449,right,1130
362299997,SMP032,right,1131
362369976,SMP215,right,1132
362394990,SLP408,right,1133
362395402,SMP172,right,1134
362473525,AstA1,left,1135
362507326,FB6M,left,1136
362689128,KCab-s,right,1137
362693077,KCab-m,right,1138
362693473,KCab-m,right,1139
362697657,KCab-s,right,1140
362701764,KCab-s,right,1141
362701875,KCab-s,right,1142
362701895,KCab-m,right,1143
362701969,KCab-s,right,1144
362715189,FB5H,right,1145
362719326,SMP464,right,1146
362814519,SMP088,left,1147
362866879,CRE083,left,1148
363029976,KCab-m,right,1149
363030024,KCab-m,right,1150
363030040,KCab-s,right,1151
363034174,KCab-m,right,1152
363034211,KCab-m,right,1153
363034407,KCab-m,right,1154
363034501,KCab-c,right,1155
363038752,KCab-c,right,1156
363038831,KCab-m,right,1157
363042781,KCab-m,right,1158
363047222,KCab-s,right,1159
363370708,KCab-c,right,1160
363370913,KCab-m,right,1161
363371001,KCab-m,right,1162
363375247,KCab-c,right,1163
363375408,KCab-c,right,1164
363375475,KCab-c,right,1165
363379387,KCab-c,right,1166
363384083,KCab-m,right,1167
363384090,KCab-m,right,1168
363384138,KCab-m,right,1169
363387921,KCab-m,right,1170
363716151,KCab-c,right,1171
363716303,KCab-m,right,1172
363716362,KCab-m,right,1173
363724985,KCab-c,right,1174
363724996,KCab-c,right,1175
363725096,KCab-c,right,1176
363725201,KCab-m,right,1177
363725228,KCab-m,right,1178
363729312,KCab-m,right,1179
363729314,KCab-m,right,1180
363733406,KCab-s,right,1181
364061776,KCab-m,right,1182
364066029,KCab-c,right,1183
364070309,KCab-c,right,1184
364070517,KCab-m,right,1185
364156501,SMP134,left,1186
364407023,KCab-m,right,1187
364411143,KCab-s,right,1188
385132611,KCg-m,right,1189
385158577,KCg-m,right,1190
386191185,SLP293,right,1191
386280932,FC2B,right,1192
386506469,SMP296,right,1193
386821054,LHPD3a2_a,right,1194
386821081,LHPD3a2_c,right,1195
386825553,LHPD3a1,right,1196
386825636,LHPD3a3_a,right,1197
386825720,LHPD3a4_c,right,1198
386825792,LHPD3a3_b,right,1199
386833812,LHPV4c4_a,right,1200
386833850,SMP529,right,1201
386834269,DN1pB,right,1202
386838513,LHPV6i1_a,right,1203
386838814,LHPV4c2,right,1204
386842280,SLP171,right,1205
386847799,SMP225,right,1206
386877197,SMP424,right,1207
387023620,PEN_b(PEN2),noside,1208
387166379,DN1pA,right,1209
387170738,SLP324,right,1210
387180418,SLP308,right,1211
387180498,LHPV6h1_a,right,1212
387215056,LHPV6f6,right,1213
387227028,CL172,right,1214
387364605,EPG,noside,1215
387503511,SLP324,right,1216
387507495,SLP323,right,1217
387512128,CL132,right,1218
387516191,SLP312,right,1219
387538632,LHAV3c2,right,1220
387556524,SLP109,right,1221
387568523,LHPD5d1,right,1222
387809633,SIP051,right,1223
387870860,LHPV6c1,right,1224
387878711,SLP096,right,1225
387913101,FS4C,left,1226
387913933,FS4C,left,1227
387939094,CL196,right,1228
387939267,CL198_b,right,1229
387943673,SLP462,right,1230
387944118,DN1pA,right,1231
387952104,LHPV10a1,right,1232
388012215,hDeltaD,noside,1233
388208592,SLP285,right,1234
388211850,SLP284,right,1235
388246273,SAF,right,1236
388267095,SMP359_b,right,1237
388280029,CL184,right,1238
388280137,CL198_a,right,1239
388280200,CL193,right,1240
388280249,CL194,right,1241
388280268,CL189,right,1242
388280286,CL189,right,1243
388280297,SMP453,right,1244
388280322,SMP448,right,1245
388280333,CL198_a,right,1246
388280381,CL269,right,1247
388280529,SMP453,right,1248
388280541,SMP451,right,1249
388280610,CL194,right,1250
388284324,SLP032,right,1251
388293131,SMP464,right,1252
388513242,SLP110,right,1253
388513464,LHAV4d2_a,right,1254
388553520,SLP094,right,1255
388565572,SLP284,right,1256
388605118,SMP167,right,1257
388608485,FS4A,left,1258
388612388,FS4A,left,1259
388629465,SLP407,right,1260
388638672,SMP161,right,1261
388854495,LHPV4h2,right,1262
388859011,SLP349,right,1263
388863775,LHPV6a3_b,right,1264
388877336,SLP466,right,1265
388881226,LHPV6m1,right,1266
388885518,SLP468,right,1267
388898076,LHAV3c2,right,1268
388898102,SLP289,right,1269
388898107,SLP288,right,1270
388898135,SLP288,right,1271
388898152,SLP289,right,1272
388898153,SLP288,right,1273
388898174,SLP288,right,1274
388898182,SLP282,right,1275
388902666,SLP289,right,1276
388902705,SLP287,right,1277
388902751,SLP284,right,1278
388924424,LHPD2d2,right,1279
388954086,SMP184,right,1280
388975834,SMP462,right,1281
388984132,SMP532,right,1282
389195896,SLP304,right,1283
389199391,CL085,right,1284
389199936,SLP304,right,1285
389200241,SLP224,right,1286
389204888,SLP111_b,right,1287
389204929,SLP065,right,1288
389205204,SLP221,right,1289
389210230,SLP366,right,1290
389217959,SLP065,right,1291
389239243,SLP288,right,1292
389247395,SLP183,right,1293
389303772,SLP263,right,1294
389307767,SMP354,right,1295
389311717,SMP188,right,1296
389325067,SMP440,right,1297
389527383,SLP348,right,1298
389536816,SLP111_b,right,1299
389536926,SLP360,right,1300
389541075,CL085,right,1301
389545760,SLP206,right,1302
389546522,SLP311,right,1303
389559112,SLP088,right,1304
389563849,SMP294,right,1305
389568268,SLP139,right,1306
389575937,SLP176,right,1307
389589423,SLP343,right,1308
389657555,SMP530,right,1309
389687699,SMP295,right,1310
389909109,SLP037,right,1311
389917104,LHPV4d5,right,1312
389920846,SLP275,right,1313
389929872,SLP163,right,1314
389934175,SLP178,right,1315
389951232,SLP260,right,1316
389972823,SMP434,right,1317
389976940,SMP430,right,1318
390003153,SMP354,right,1319
390024952,SMP261,right,1320
390223560,LHPD3b3,right,1321
390245740,LHAV5a7_c,right,1322
390254536,LHAV3b8_b,right,1323
390258187,SLP198,right,1324
390271033,LHAV1e1,right,1325
390271275,SLP070,right,1326
390275105,SLP175,right,1327
390279522,SLP198,right,1328
390279635,SLP171,right,1329
390280026,SLP135,right,1330
390330983,SMP046,right,1331
390331214,PLP121,right,1332
390331583,SMP368,right,1333
390344260,SMP452,right,1334
390344371,SMP230,right,1335
390352384,SMP027,right,1336
390356988,SMP217,right,1337
390361224,SMP347,right,1338
390378650,SMP534,right,1339
390486371,SMP147,left,1340
390560212,LHAV3e3,right,1341
390564245,SLP163,right,1342
390579059,SLP112,right,1343
390586752,LHAV3b2_a,right,1344
390586997,LHAV2k10_b,right,1345
390589591,SLP113,right,1346
390590450,SMP531,right,1347
390590590,SLP015_b,right,1348
390593931,SLP044_c,right,1349
390594712,SLP241,right,1350
390598284,SLP045,right,1351
390599010,SLP156,right,1352
390599254,LHPV5h2,right,1353
390603428,LHAV3e7,right,1354
390607680,SLP027,right,1355
390612328,SLP157,right,1356
390616420,AVLP026,right,1357
390616496,mAL1,left,1358
390628719,SLP193_b,right,1359
390629106,SLP041,right,1360
390641835,SIP051,right,1361
390667603,FB1A,right,1362
390706983,SMP231,right,1363
390818643,SMP188,left,1364
390909624,SLP166,right,1365
390910102,SLP224,right,1366
390918452,SLP168,right,1367
390919468,SLP177_b,right,1368
390919685,LHAV3a6,right,1369
390931864,LHAV3b1_b,right,1370
390935343,LHAV3b6_b,right,1371
390935535,LHAV5a3_b,right,1372
390947722,SLP162,right,1373
390948259,LHAV6b1_a,right,1374
390948580,LHAV6b1_a,right,1375
390948675,SLP464,right,1376
390952738,LHAD2e1,right,1377
390953189,LHAD1f3_a,right,1378
390961490,SLP071,right,1379
390969969,SLP176,right,1380
391021712,SIP047,right,1381
391026123,SMP344,right,1382
391034580,SMP518,right,1383
391155063,FB2G_b,left,1384
391155165,FB7G,left,1385
391273276,LHPV5c1_a,right,1386
391276906,LHAV2k7,right,1387
391289383,SLP015_a,right,1388
391289810,SLP044_d,right,1389
391297978,SLP179_b,right,1390
391310849,SLP180,right,1391
391311186,SLP179_b,right,1392
391328156,LHPD2a8,right,1393
391362634,SMP344,right,1394
391496898,SIP066,left,1395
391599963,SLP103,right,1396
391600399,SLP380,right,1397
391604389,SLP240_a,right,1398
391604407,LHAV3b1_a,right,1399
391608263,SLP044_c,right,1400
391609333,LHAV6a3_b,right,1401
391610069,SMP420,right,1402
391617921,SLP155,right,1403
391618398,SLP432_b,right,1404
391625677,LHAV5a1,right,1405
391630222,SLP101,right,1406
391631218,LHAV6b4,right,1407
391643292,SLP044_a,right,1408
391652073,SLP160,right,1409
391716661,LHAD1d2,right,1410
391945237,LHAV2k4,right,1411
391949576,SLP240_a,right,1412
391954490,LHAV6a9,right,1413
391954889,SLP185,right,1414
391958263,SLP158,right,1415
391958379,LHAD3b1_b,right,1416
391963473,SLP292,right,1417
391971839,SLP328,right,1418
391971977,SLP021,right,1419
391976125,SLP161,right,1420
392002352,SLP409,right,1421
392057736,SMP130,left,1422
392130578,SMP084,left,1423
392285973,SLP030,right,1424
392299403,LHAD3b1_f,right,1425
392304239,AVLP065,right,1426
392307898,LHAD1f1,right,1427
392308518,LHPV6d1,right,1428
392325540,SLP012,right,1429
392325925,SMP103,right,1430
392368893,LHPD2d1,right,1431
392389970,SMP153,right,1432
392399005,SMP132,left,1433
392411222,SMP120,left,1434
392445880,PI1_b,noside,1435
392636270,LHPV6p1,right,1436
392640591,LHAV6a1_b,right,1437
392645419,SLP129_b,right,1438
392645639,LHPV7a1,right,1439
392735903,SMP465,right,1440
392757094,SMP551,left,1441
392821837,pC1b,left,1442
392985492,LHAV5a5,right,1443
393003572,SLP429,right,1444
393051378,SIP037,right,1445
393055504,SIP036,right,1446
393063351,SMP272,right,1447
393171256,SMP172,left,1448
393210919,SMP133,right,1449
393215048,FB6Q,left,1450
393340402,SLP015_e,right,1451
393383025,KCab-s,right,1452
393387426,KCab-s,right,1453
393404592,SMP127,right,1454
393499533,SMP548,left,1455
393736822,KCab-m,right,1456
393766777,PPL101,right,1457
393776005,SMP085,right,1458
393883499,SIP064,left,1459
393888286,FB6S,left,1460
394060556,KCab-s,right,1461
394060620,KCab-s,right,1462
394064790,KCab-m,right,1463
394069210,KCab-m,right,1464
394073547,KCab-m,right,1465
394077610,KCab-m,right,1466
394081878,KCab-s,right,1467
394095053,SMP133,left,1468
394225044,MBON14,left,1469
394397189,KCab-s,right,1470
394401778,KCab-m,right,1471
394414724,KCab-m,right,1472
394414783,KCab-m,right,1473
394418743,KCab-m,right,1474
394427392,KCab-s,right,1475
394755376,KCab-m,right,1476
394755632,KCab-c,right,1477
394755645,KCab-c,right,1478
394755742,KCab-c,right,1479
394755782,KCab-c,right,1480
394759626,KCab-c,right,1481
394759837,KCab-m,right,1482
394764082,KCab-m,right,1483
394768379,KCab-s,right,1484
395105113,KCab-m,right,1485
415494049,KCg-m,right,1486
415511327,KCg-m,right,1487
415835070,KCg-m,right,1488
415835178,KCg-m,right,1489
415848195,KCg-m,right,1490
415848228,KCg-m,right,1491
415852518,KCg-m,right,1492
415908516,KCg-m,right,1493
416189410,KCg-m,right,1494
416189500,KCg-m,right,1495
416508862,KCg-m,right,1496
416642425,EPG,noside,1497
416837168,KCg-m,right,1498
416876055,SLP278,right,1499
417143726,SMP223,right,1500
417186612,LHPD3a5,right,1501
417186656,LHPD3a1,right,1502
417190793,SLP309,right,1503
417199910,M_lvPNm36,right,1504
417204164,SLP324,right,1505
417204354,LHPV4c4_a,right,1506
417221397,SMP238,right,1507
417536905,SMP225,right,1508
417540543,SLP337,right,1509
417550216,CL135,right,1510
417554241,LHPV4g2,right,1511
417558532,SMP421,right,1512
417834021,LHPD2a4_a,right,1513
417869138,LHPV6f6,right,1514
417882515,SMP227,right,1515
417890128,LHPV4c4_b,right,1516
417908800,SMP320,right,1517
417998204,PFNv,noside,1518
418175238,SIP060,right,1519
418205694,LHPV6f4_b,right,1520
418214549,SLP171,right,1521
418224106,SLP326,right,1522
418224293,LHPV6h1_a,right,1523
418224351,SLP323,right,1524
418261858,SMP427,right,1525
418503161,SMP245,right,1526
418511983,SIP048,right,1527
418516266,LHPD2c2,right,1528
418516470,SMP205,right,1529
418552044,LHPV6h2,right,1530
418556051,SLP171,right,1531
418585726,SLP095,right,1532
418607079,AVLP590,right,1533
418607328,SMP433,right,1534
418607477,SMP437,right,1535
418611695,SMP438,right,1536
418641700,SMP537,right,1537
418645869,DNES3,right,1538
418861761,LHAV3n1,right,1539
418865948,LHPD3a1,right,1540
418870503,SLP087,right,1541
418875451,LHPV6a9_b,right,1542
418888180,SLP342,right,1543
418888552,SLP314,right,1544
418892691,SLP314,right,1545
418897332,SLP312,right,1546
418922937,SLP285,right,1547
418969927,CL182,right,1548
418969956,CL196,right,1549
418970095,CL194,right,1550
418970102,CL192,right,1551
418970112,CL191,right,1552
418970123,CL193,right,1553
418970128,CL198_b,right,1554
418970154,CL185,right,1555
418970196,CL182,right,1556
418987009,SMP464,right,1557
419060083,PFGs,noside,1558
419207462,LHAV5a7_b,right,1559
419216386,LHPV5h3,right,1560
419230063,SLP275,right,1561
419234116,LHAV3b6_a,right,1562
419337157,SMP260,right,1563
419345606,SMP202,right,1564
419543946,LHAV5a7_c,right,1565
419548541,LHAV4g17,right,1566
419548748,LHAV5a2_a,right,1567
419557747,LHPV6a3_b,right,1568
419575044,SLP208,right,1569
419578845,LHAV3b8_a,right,1570
419588136,SLP176,right,1571
419596232,SLP291,right,1572
419596540,SLP287,right,1573
419639581,FS4C,left,1574
419639583,FS4C,left,1575
419669180,SMP518,right,1576
419669547,SMP261,right,1577
419880359,LHAV2i4,right,1578
419880385,LHAV5a2_a,right,1579
419880519,LHAV5a8,right,1580
419884905,LHAV5a8,right,1581
419884922,LHAV5a3_a,right,1582
419884971,LHAV5a2_d,right,1583
419885042,LHAV5a4_b,right,1584
419889682,LHAV5a2_a,right,1585
419889751,LHAV5a9_a,right,1586
419907780,SLP453,right,1587
419908058,SLP448,right,1588
419919816,SLP083,right,1589
419929377,LHAV3a1_a,right,1590
419980081,ATL013,right,1591
420010739,SMP356,right,1592
420027427,SMP219,right,1593
420221276,SLP374,right,1594
420226410,LHAV5a6_b,right,1595
420230547,LHAV5a4_c,right,1596
420235118,LHAV5a9_b,right,1597
420235167,SLP051,right,1598
420239937,SLP311,right,1599
420252614,SLP038,right,1600
420274150,SLP236,right,1601
420325753,SMP387,right,1602
420347360,SMP306,right,1603
420351087,SMP401,right,1604
420386244,SMP519,right,1605
420567894,SLP088,right,1606
420571563,SLP367,right,1607
420572095,SLP087,right,1608
420581268,SLP088,right,1609
420586101,SMP249,right,1610
420594200,LHAV5a7_c,right,1611
420598392,SLP039,right,1612
420614725,SLP291,right,1613
420615275,LHAD1a4_a,right,1614
420623873,SLP179_b,right,1615
420627152,SLP012,right,1616
420666689,SMP436,right,1617
420671166,SMP499,right,1618
420688241,SMP131,left,1619
420688294,SMP453,right,1620
420696828,SMP411,right,1621
420723066,SMP036,right,1622
420842989,FB7K,left,1623
420904348,SLP226,right,1624
420908078,CL027,right,1625
420952125,SLP176,right,1626
420956213,LHAD1f1,right,1627
420956527,LHAV6b3,right,1628
420965117,AVLP024,right,1629
420973599,SLP191,right,1630
420973612,AVLP443,right,1631
420977956,SLP262,right,1632
421003580,SLP354,right,1633
421041565,SMP157,right,1634
421054850,SMP224,right,1635
