,root_id,cell_type,side,top_nt,super_class,cell_class,cell_sub_class,idx,sign
59579,720575940626148185,TmY5a,right,glutamate,optic,ME>LO.LOP,,25946,-1
59580,720575940631687761,Y1,right,glutamate,optic,LOP>ME.LO,,36450,-1
59583,720575940620227749,TmY3,right,acetylcholine,optic,ME>LO.LOP,,14579,1
59585,720575940617478374,720575940617478374,right,acetylcholine,optic,ME>LO,,10657,1
59586,720575940631227690,CB3817,right,gaba,optic,ME,,35669,-1
59587,720575940612949427,Pm1,right,gaba,optic,ME,tangential,5345,-1
59589,720575940635204250,Tm3,right,acetylcholine,optic,ME>LO,,40761,1
59592,720575940636803696,CB3819,right,glutamate,optic,LO,,42140,-1
59593,720575940640847704,Mi4,right,gaba,optic,ME,columnar,45326,-1
59594,720575940628494076,720575940628494076,right,gaba,optic,LO,,30801,-1
59596,720575940617020870,CB3832,right,acetylcholine,optic,ME,tangential,10050,1
59597,720575940614896571,Mi10,right,acetylcholine,optic,ME,,7509,1
59598,720575940620992176,720575940620992176,right,glutamate,optic,LOP,,16140,-1
59600,720575940620048148,Tm2,right,acetylcholine,optic,ME>LO,,14304,1
59601,720575940636474286,Tm9,right,acetylcholine,optic,ME>LO,,41870,1
59602,720575940618537373,720575940618537373,right,glutamate,optic,LOP,,12249,-1
59604,720575940611378274,Y4,right,glutamate,optic,LOP>ME.LO,,3753,-1
59608,720575940610932466,720575940610932466,right,glutamate,optic,LOP>LO.ME,,3435,-1
59610,720575940627749016,CB3848,right,acetylcholine,optic,LO,,29203,1
59611,720575940616486587,Y4,right,glutamate,optic,LOP>ME.LO,,9355,-1
59613,720575940637309412,CB3822,right,gaba,optic,LO>ME,,42527,-1
59614,720575940633050285,Mi4,right,gaba,optic,ME,columnar,38581,-1
59616,720575940634673855,TmY11,right,acetylcholine,optic,ME>LO.LOP,,40263,1
59617,720575940617244603,720575940617244603,right,acetylcholine,optic,ME>LO,,10316,1
59618,720575940622447971,Dm10,right,gaba,optic,ME,,19139,-1
59619,720575940647678260,CB3819,right,glutamate,optic,LO,,47515,-1
59621,720575940624523824,Mi4,right,gaba,optic,ME,columnar,23237,-1
59622,720575940610862298,720575940610862298,right,gaba,optic,LO,,3386,-1
59623,720575940619562816,Pm1,right,gaba,optic,ME,tangential,13535,-1
59624,720575940622063913,720575940622063913,right,glutamate,optic,LOP,,18365,-1
59625,720575940617927883,Dm15,right,glutamate,optic,ME,,11289,-1
59626,720575940619942128,CB3828,right,gaba,optic,LO,,14125,-1
59627,720575940637505966,Y3,right,acetylcholine,optic,LOP>ME.LO,,42666,1
59629,720575940635034905,CB3837,right,gaba,optic,LO,,40576,-1
59630,720575940625997244,CB3819,right,glutamate,optic,LO,,25690,-1
59632,720575940633061527,Li13,right,gaba,optic,LO,,38595,-1
59633,720575940631258565,720575940631258565,right,gaba,optic,LO,,35741,-1
59634,720575940626189133,CB3832,right,acetylcholine,optic,ME,tangential,26008,1
59635,720575940633913707,720575940633913707,right,acetylcholine,optic,ME,,39655,1
59636,720575940627054595,Mi4,right,gaba,optic,ME,columnar,27670,-1
59638,720575940622005068,TmYem1,right,acetylcholine,optic,ME>LO.LOP,,18234,1
59639,720575940612862131,Pm1,right,gaba,optic,ME,tangential,5226,-1
59641,720575940625484984,720575940625484984,right,acetylcholine,optic,ME>LO,,24838,1
59643,720575940625749777,CB3864,right,glutamate,optic,ME>LO,,25259,-1
59645,720575940630987468,T1,right,acetylcholine,optic,ME>LA,,35249,1
59646,720575940630300012,Y3,right,acetylcholine,optic,LOP>ME.LO,,33957,1
59647,720575940633557355,Mi4,right,gaba,optic,ME,columnar,39221,-1
59649,720575940631627320,720575940631627320,right,gaba,optic,LOP,,36355,-1
59652,720575940625841808,720575940625841808,right,glutamate,optic,ME>LO,,25426,-1
59654,720575940628615055,Pm1,right,gaba,optic,ME,tangential,31034,-1
59656,720575940626841106,Y3,right,acetylcholine,optic,LOP>ME.LO,,27168,1
59658,720575940608814531,Y3,right,acetylcholine,optic,LOP>ME.LO,,2191,1
59662,720575940629196487,CB3819,right,glutamate,optic,LO,,32096,-1
59663,720575940629149804,Tm2,right,acetylcholine,optic,ME>LO,,32019,1
59666,720575940629182716,Tm2,right,acetylcholine,optic,ME>LO,,32079,1
59667,720575940617915938,Tm1,right,acetylcholine,optic,ME>LO,,11275,1
59668,720575940610646882,Tlp4,right,glutamate,optic,LOP>LO,,3232,-1
59669,720575940615702726,Pm1,right,gaba,optic,ME,tangential,8454,-1
59672,720575940639087942,720575940639087942,right,acetylcholine,optic,ME,,43968,1
59673,720575940639453429,CB3828,right,gaba,optic,LO,,44244,-1
59674,720575940622518477,CB3828,right,gaba,optic,LO,,19283,-1
59675,720575940612902874,Pm1,right,gaba,optic,ME,tangential,5271,-1
59676,720575940611827698,Y3,right,acetylcholine,optic,LOP>ME.LO,,4123,1
59677,720575940613802090,TmY5a,right,glutamate,optic,ME>LO.LOP,,6304,-1
59680,720575940622757119,Y1,right,glutamate,optic,LOP>ME.LO,,19742,-1
59682,720575940620972453,CB3828,right,gaba,optic,LO,,16101,-1
59683,720575940639845795,720575940639845795,right,glutamate,optic,LOP,,44567,-1
59685,720575940621147668,Y3,right,acetylcholine,optic,LOP>ME.LO,,16464,1
59686,720575940627233380,Mi10,right,acetylcholine,optic,ME,,28132,1
59688,720575940624626922,CB3819,right,glutamate,optic,LO,,23415,-1
59689,720575940645200932,CB3864,right,glutamate,optic,ME>LO,,46800,-1
59691,720575940614063587,CB3846,right,glutamate,optic,LOP>ME.LO,,6530,-1
59694,720575940638782261,Y4,right,glutamate,optic,LOP>ME.LO,,43721,-1
59695,720575940627377427,720575940627377427,right,glutamate,optic,LOP,,28481,-1
59696,720575940624016522,720575940624016522,right,glutamate,optic,LOP,,22196,-1
59699,720575940609513225,CB3822,right,gaba,optic,LO>ME,,2600,-1
59700,720575940628963279,Tm2,right,acetylcholine,optic,ME>LO,,31696,1
59701,720575940616176652,720575940616176652,right,acetylcholine,optic,ME>LO,,8989,1
59706,720575940615803660,Y3,right,acetylcholine,optic,LOP>ME.LO,,8578,1
59708,720575940619632566,Mi4,right,gaba,optic,ME,columnar,13639,-1
59713,720575940650942841,Y4,right,glutamate,optic,LOP>ME.LO,,47844,-1
59714,720575940636492151,720575940636492151,right,glutamate,optic,LOP>LO.ME,,41885,-1
59715,720575940628090156,Mi4,right,gaba,optic,ME,columnar,29965,-1
59717,720575940606721545,Y3,right,acetylcholine,optic,LOP>ME.LO,,1250,1
59718,720575940611231096,Y4,right,glutamate,optic,LOP>ME.LO,,3659,-1
59719,720575940617588061,CB3848,right,acetylcholine,optic,LO,,10796,1
59722,720575940626861449,720575940626861449,right,glutamate,optic,LOP,,27226,-1
59723,720575940617969053,Tm1,right,acetylcholine,optic,ME>LO,,11344,1
59724,720575940643437728,CB3848,right,acetylcholine,optic,LO,,46168,1
59728,720575940633859885,CB3822,right,gaba,optic,LO>ME,,39585,-1
59729,720575940647192196,720575940647192196,right,glutamate,optic,LOP,,47403,-1
59730,720575940640184717,CB3819,right,glutamate,optic,LO,,44849,-1
59732,720575940618898715,CB3846,right,glutamate,optic,LOP>ME.LO,,12763,-1
59734,720575940612182312,Mi4,right,gaba,optic,ME,columnar,4425,-1
59735,720575940626348889,Y4,right,glutamate,optic,LOP>ME.LO,,26244,-1
59736,720575940615600607,Y1,right,glutamate,optic,LOP>ME.LO,,8321,-1
59737,720575940628171141,720575940628171141,right,glutamate,optic,LOP>LO.ME,,30142,-1
59738,720575940632370024,720575940632370024,right,acetylcholine,optic,ME>LO,,37500,1
59739,720575940627115266,Y3,right,acetylcholine,optic,LOP>ME.LO,,27824,1
59740,720575940635212280,Tm3,right,acetylcholine,optic,ME>LO,,40773,1
59741,720575940629075559,Tlp1,right,glutamate,optic,LOP>LO,,31883,-1
59742,720575940606681692,CB3819,right,glutamate,optic,LO,,1230,-1
59743,720575940618323234,CB3822,right,gaba,optic,LO>ME,,11933,-1
59744,720575940629945091,CB3819,right,glutamate,optic,LO,,33331,-1
59745,720575940630819778,Mi14,right,glutamate,optic,ME,,34917,-1
59747,720575940622109772,Tlp4,right,glutamate,optic,LOP>LO,,18464,-1
59749,720575940627177491,Mi1,right,acetylcholine,optic,ME,columnar,27993,1
59750,720575940631632658,720575940631632658,right,glutamate,optic,LOP,,36362,-1
59752,720575940614412434,Pm1,right,gaba,optic,ME,tangential,6912,-1
59753,720575940621292016,Y1,right,glutamate,optic,LOP>ME.LO,,16749,-1
59754,720575940635575135,CB3819,right,glutamate,optic,LO,,41117,-1
59756,720575940625809556,720575940625809556,right,glutamate,optic,ME,,25358,-1
59760,720575940636383600,Tm3,right,acetylcholine,optic,ME>LO,,41824,1
59761,720575940625365396,Y3,right,acetylcholine,optic,LOP>ME.LO,,24660,1
59762,720575940614268847,720575940614268847,right,glutamate,optic,LOP,,6721,-1
59763,720575940632537145,Y1,right,glutamate,optic,LOP>ME.LO,,37827,-1
59764,720575940635112628,Y1,right,glutamate,optic,LOP>ME.LO,,40652,-1
59769,720575940643792584,720575940643792584,right,gaba,optic,ME,,46291,-1
59771,720575940637342534,Mi9,right,glutamate,optic,ME,,42550,-1
59772,720575940641515728,CB3832,right,acetylcholine,optic,ME,tangential,45609,1
59773,720575940615314498,C3,right,gaba,optic,ME>LA,,8015,-1
59774,720575940612903898,Mi10,right,acetylcholine,optic,ME,,5275,1
59775,720575940610484834,Tlp1,right,glutamate,optic,LOP>LO,,3130,-1
59776,720575940648095353,CB3819,right,glutamate,optic,LO,,47589,-1
59777,720575940604024934,TmYem1,right,acetylcholine,optic,ME>LO.LOP,,139,1
59778,720575940618177846,Tlp4,right,glutamate,optic,LOP>LO,,11692,-1
59779,720575940630990383,Pm1,right,gaba,optic,ME,tangential,35260,-1
59780,720575940618753565,Tm4,right,acetylcholine,optic,ME>LO,,12588,1
59782,720575940619946879,CB3831,right,gaba,optic,LO,tangential,14134,-1
59783,720575940625224892,720575940625224892,right,gaba,optic,LOP>ME,,24459,-1
59784,720575940629403639,CB3846,right,glutamate,optic,LOP>ME.LO,,32403,-1
59785,720575940616087711,Pm1,right,gaba,optic,ME,tangential,8862,-1
59786,720575940632734637,T5b,right,acetylcholine,optic,LO>LOP,,38122,1
59787,720575940637872105,Y1,right,glutamate,optic,LOP>ME.LO,,43007,-1
59788,720575940621127302,720575940621127302,right,gaba,optic,ME,,16417,-1
59791,720575940637367012,Y4,right,glutamate,optic,LOP>ME.LO,,42568,-1
59794,720575940624246247,Tlp4,right,glutamate,optic,LOP>LO,,22691,-1
59795,720575940613479074,Tm9,right,acetylcholine,optic,ME>LO,,5930,1
59796,720575940637499625,CB3846,right,glutamate,optic,LOP>ME.LO,,42661,-1
59798,720575940620927982,TmY9,right,acetylcholine,optic,ME>LO.LOP,,16006,1
59800,720575940616192373,Tm2,right,acetylcholine,optic,ME>LO,,9007,1
59801,720575940627005071,CB3853,right,glutamate,optic,ME,,27546,-1
59802,720575940621437737,Dm15,right,glutamate,optic,ME,,17063,-1
59803,720575940622031201,CB3819,right,glutamate,optic,LO,,18291,-1
59804,720575940620870465,CB3848,right,acetylcholine,optic,LO,,15868,1
59805,720575940619655444,Pm1,right,gaba,optic,ME,tangential,13675,-1
59806,720575940612766873,Tm4,right,acetylcholine,optic,ME>LO,,5114,1
59807,720575940622622796,TmY11,right,acetylcholine,optic,ME>LO.LOP,,19455,1
59808,720575940645451799,CB3848,right,acetylcholine,optic,LO,,46888,1
59811,720575940629684535,Y3,right,acetylcholine,optic,LOP>ME.LO,,32859,1
59813,720575940625718676,Pm1,right,gaba,optic,ME,tangential,25223,-1
59816,720575940616458299,720575940616458299,right,glutamate,optic,LOP,,9324,-1
59818,720575940632988973,720575940632988973,right,gaba,optic,LO,,38525,-1
59819,720575940612523669,Mi1,right,acetylcholine,optic,ME,columnar,4815,1
59824,720575940611312789,Pm1,right,gaba,optic,ME,tangential,3710,-1
59825,720575940609601486,Tm2,right,acetylcholine,optic,ME>LO,,2641,1
59826,720575940631724306,Y4,right,glutamate,optic,LOP>ME.LO,,36508,-1
59828,720575940626179844,CB3848,right,acetylcholine,optic,LO,,25994,1
59831,720575940623463923,CB3846,right,glutamate,optic,LOP>ME.LO,,21136,-1
59832,720575940621365440,CB3834,right,glutamate,optic,LO>ME,tangential,16922,-1
59833,720575940626671449,Tm3,right,acetylcholine,optic,ME>LO,,26823,1
59835,720575940618077899,CB3819,right,glutamate,optic,LO,,11526,-1
59837,720575940647820676,720575940647820676,right,glutamate,optic,LOP,,47542,-1
59839,720575940607022281,Mi14,right,glutamate,optic,ME,,1393,-1
59840,720575940653168886,720575940653168886,right,acetylcholine,optic,ME>LO,,47974,1
59842,720575940609849298,720575940609849298,right,gaba,optic,LO,,2787,-1
59844,720575940617404731,720575940617404731,right,acetylcholine,optic,ME,,10556,1
59845,720575940615014486,CB3819,right,glutamate,optic,LO,,7654,-1
59846,720575940636140407,C3,right,gaba,optic,ME>LA,,41642,-1
59848,720575940620222299,720575940620222299,right,glutamate,optic,LOP,,14568,-1
59851,720575940637949503,Y3,right,acetylcholine,optic,LOP>ME.LO,,43055,1
59854,720575940627126856,CB3822,right,gaba,optic,LO>ME,,27848,-1
59855,720575940635203320,720575940635203320,right,gaba,optic,ME>LO,,40757,-1
59856,720575940631846341,720575940631846341,right,glutamate,optic,LO,,36661,-1
59858,720575940640587392,CB3845,right,gaba,optic,LOP,,45173,-1
59859,720575940630717046,Y3,right,acetylcholine,optic,LOP>ME.LO,,34697,1
59860,720575940637918286,CB3829,right,gaba,optic,LO,tangential,43033,-1
59861,720575940629653865,Pm1,right,gaba,optic,ME,tangential,32798,-1
59864,720575940606903682,Y1,right,glutamate,optic,LOP>ME.LO,,1351,-1
59866,720575940619333467,Y4,right,glutamate,optic,LOP>ME.LO,,13296,-1
59867,720575940629961472,CB3845,right,gaba,optic,LOP,,33365,-1
59868,720575940621733770,Pm1,right,gaba,optic,ME,tangential,17695,-1
59869,720575940626572157,Tlp4,right,glutamate,optic,LOP>LO,,26648,-1
59870,720575940619709793,CB3846,right,glutamate,optic,LOP>ME.LO,,13761,-1
59872,720575940638268835,Tm2,right,acetylcholine,optic,ME>LO,,43331,1
59874,720575940631585900,720575940631585900,right,glutamate,optic,LOP,,36294,-1
59875,720575940632284386,CB3837,right,gaba,optic,LO,,37369,-1
59878,720575940618224669,720575940618224669,right,gaba,optic,LO,,11767,-1
59879,720575940659645313,Y3,right,acetylcholine,optic,LOP>ME.LO,,48271,1
59880,720575940635974263,Tm5c,right,glutamate,optic,ME>LO,,41492,-1
59881,720575940628358652,Tlp1,right,glutamate,optic,LOP>LO,,30515,-1
59886,720575940617724299,720575940617724299,right,glutamate,optic,LOP,,10994,-1
59887,720575940636124664,Li19,right,gaba,optic,LO,,41633,-1
59890,720575940630127932,Tm3,right,acetylcholine,optic,ME>LO,,33629,1
59891,720575940640900304,Tm3,right,acetylcholine,optic,ME>LO,,45368,1
59892,720575940620083335,Y3,right,acetylcholine,optic,LOP>ME.LO,,14365,1
59894,720575940633461023,CB3819,right,glutamate,optic,LO,,39109,-1
59897,720575940632069657,Mi4,right,gaba,optic,ME,columnar,37036,-1
59898,720575940622368589,Tm1,right,acetylcholine,optic,ME>LO,,18988,1
59899,720575940604087230,CB3864,right,glutamate,optic,ME>LO,,147,-1
59900,720575940628762280,CB3841,right,gaba,optic,ME,tangential,31303,-1
59901,720575940620417739,720575940620417739,right,gaba,optic,ME>LO,,14919,-1
59902,720575940612519934,Y3,right,acetylcholine,optic,LOP>ME.LO,,4807,1
59904,720575940614370531,CB3834,right,glutamate,optic,LO>ME,tangential,6856,-1
59906,720575940616971449,TmY3,right,acetylcholine,optic,ME>LO.LOP,,9968,1
59908,720575940623794154,TmY5a,right,glutamate,optic,ME>LO.LOP,,21732,-1
59909,720575940632288083,Tm3,right,acetylcholine,optic,ME>LO,,37376,1
59910,720575940622333353,720575940622333353,right,acetylcholine,optic,ME>LO,,18915,1
59912,720575940621930060,Y3,right,acetylcholine,optic,LOP>ME.LO,,18098,1
59914,720575940605816498,CB3828,right,gaba,optic,LO,,746,-1
59915,720575940624820938,Pm1,right,gaba,optic,ME,tangential,23776,-1
59916,720575940623088678,CB3832,right,acetylcholine,optic,ME,tangential,20364,1
59917,720575940615502846,720575940615502846,right,glutamate,optic,LOP,,8231,-1
59918,720575940641046773,CB3822,right,gaba,optic,LO>ME,,45425,-1
59919,720575940630535564,Mi1,right,acetylcholine,optic,ME,columnar,34371,1
59920,720575940618603456,Tlp4,right,glutamate,optic,LOP>LO,,12364,-1
59922,720575940605115936,Tlp4,right,glutamate,optic,LOP>LO,,386,-1
59923,720575940618242384,Tm3,right,acetylcholine,optic,ME>LO,,11808,1
59924,720575940640228771,CB3846,right,glutamate,optic,LOP>LO,,44887,-1
59925,720575940623405865,CB3846,right,glutamate,optic,LOP>LO,,21014,-1
59927,720575940620554886,Tm8,right,acetylcholine,optic,ME>LO,,15162,1
59928,720575940636695141,720575940636695141,right,acetylcholine,optic,ME>LO,,42050,1
59932,720575940628673796,Pm1,right,gaba,optic,ME,tangential,31151,-1
59933,720575940629586929,CB3815,right,glutamate,optic,LO,,32711,-1
59935,720575940636376750,Tm2,right,acetylcholine,optic,ME>LO,,41817,1
59936,720575940622837245,Mi4,right,gaba,optic,ME,columnar,19884,-1
59937,720575940622711757,Y1,right,glutamate,optic,LOP>ME.LO,,19633,-1
59938,720575940613905645,Pm1,right,gaba,optic,ME,tangential,6390,-1
59940,720575940618859521,TmY5a,right,glutamate,optic,ME>LO,,12717,-1
59941,720575940630352066,Tlp4,right,glutamate,optic,LOP>LO,,34055,-1
59942,720575940610905202,Mi4,right,gaba,optic,ME,columnar,3420,-1
59944,720575940616148074,Pm1,right,gaba,optic,ME,tangential,8942,-1
59945,720575940620544750,CB3817,right,gaba,optic,ME,,15139,-1
59947,720575940606043308,CB3848,right,acetylcholine,optic,LO,,885,1
59948,720575940614958888,720575940614958888,right,acetylcholine,optic,ME>LO,,7588,1
59949,720575940613945128,CB3849,right,gaba,optic,ME,,6428,-1
59950,720575940623340983,720575940623340983,right,glutamate,optic,LOP,,20912,-1
59951,720575940630457303,Tm2,right,acetylcholine,optic,ME>LO,,34240,1
59952,720575940623867406,Tlp4,right,glutamate,optic,LOP>LO,,21862,-1
59953,720575940631659475,Tm2,right,acetylcholine,optic,ME>LO,,36406,1
59954,720575940643136456,T4a,right,acetylcholine,optic,ME>LOP,,46106,1
59955,720575940617755019,Dm8,right,glutamate,optic,ME,,11051,-1
59956,720575940624776380,Tm3,right,acetylcholine,optic,ME>LO,,23697,1
59958,720575940622241461,CB3819,right,glutamate,optic,LO,,18727,-1
59959,720575940611569893,CB3848,right,acetylcholine,optic,LO,,3907,1
59960,720575940621853862,Dm8,right,glutamate,optic,ME,,17974,-1
59962,720575940628513542,CB3836,right,acetylcholine,optic,ME>LO,,30827,1
59963,720575940632211596,Tm3,right,acetylcholine,optic,ME>LO,,37249,1
59964,720575940614895010,720575940614895010,right,gaba,optic,ME,,7508,-1
59965,720575940608492757,Pm1,right,gaba,optic,ME,tangential,2051,-1
59967,720575940632750136,CB3832,right,acetylcholine,optic,ME,tangential,38156,1
59968,720575940616359180,720575940616359180,right,glutamate,optic,LOP,,9207,-1
59970,720575940638105968,720575940638105968,right,glutamate,optic,LOP,,43173,-1
59971,720575940608739630,CB3828,right,gaba,optic,LO,,2162,-1
59975,720575940635254368,Y1,right,glutamate,optic,LOP>ME.LO,,40833,-1
59980,720575940646559540,720575940646559540,right,gaba,optic,ME,,47225,-1
59981,720575940615232766,720575940615232766,right,glutamate,optic,LO,,7927,-1
59983,720575940626671633,Tm2,right,acetylcholine,optic,ME>LO,,26824,1
59984,720575940616901718,Pm1,right,gaba,optic,ME,tangential,9873,-1
59985,720575940641441525,TmY5a,right,glutamate,optic,ME>LO.LOP,,45581,-1
59987,720575940633528109,720575940633528109,right,gaba,optic,LO,,39189,-1
59988,720575940621325232,720575940621325232,right,gaba,optic,LO,,16819,-1
59990,720575940629522302,Mi2,right,glutamate,optic,ME,,32606,-1
59991,720575940614701743,CB3834,right,glutamate,optic,LO>ME,tangential,7256,-1
59993,720575940624195071,Pm1,right,gaba,optic,ME,tangential,22589,-1
59995,720575940636875895,TmY11,right,acetylcholine,optic,ME>LO.LOP,,42192,1
59996,720575940634613273,CB3822,right,gaba,optic,LO>ME,,40211,-1
