,cell_type_side,idx,cell_type,super_class,cell_class,cell_sub_class,nt,sign,side
4236,CB0356_left,4236,CB0356,central,,,acetylcholine,1,left
4237,CB0356_right,4237,CB0356,central,,,acetylcholine,1,right
4238,CB0357_left,4238,CB0357,central,,,gaba,-1,left
4239,CB0357_right,4239,CB0357,central,,,gaba,-1,right
4240,CB0358_left,4240,CB0358,central,,,gaba,-1,left
4241,CB0358_right,4241,CB0358,central,,,gaba,-1,right
4242,CB0359_left,4242,CB0359,central,,,acetylcholine,1,left
4243,CB0359_right,4243,CB0359,central,,,acetylcholine,1,right
4244,CB0360_left,4244,CB0360,central,,,acetylcholine,1,left
4245,CB0360_right,4245,CB0360,central,,,acetylcholine,1,right
4246,CB0361_left,4246,CB0361,central,,,acetylcholine,1,left
4247,CB0361_right,4247,CB0361,central,,,acetylcholine,1,right
4248,CB0362_left,4248,CB0362,central,,,acetylcholine,1,left
4249,CB0362_right,4249,CB0362,central,,,acetylcholine,1,right
4250,CB0363_left,4250,CB0363,central,,,gaba,-1,left
4251,CB0363_right,4251,CB0363,central,,,gaba,-1,right
4252,CB0364_left,4252,CB0364,central,,,serotonin,1,left
4253,CB0364_right,4253,CB0364,central,,,serotonin,1,right
4254,CB0366_left,4254,CB0366,central,,,acetylcholine,1,left
4255,CB0366_right,4255,CB0366,central,,,acetylcholine,1,right
4256,CB0367_left,4256,CB0367,central,LHLN,,glutamate,-1,left
4257,CB0367_right,4257,CB0367,central,LHLN,,glutamate,-1,right
4258,CB0368_left,4258,CB0368,central,,,acetylcholine,1,left
4259,CB0368_right,4259,CB0368,central,,,acetylcholine,1,right
4260,CB0369_left,4260,CB0369,central,,,glutamate,-1,left
4261,CB0369_right,4261,CB0369,central,,,glutamate,-1,right
4262,CB0370_left,4262,CB0370,central,,,gaba,-1,left
4263,CB0370_right,4263,CB0370,central,,,gaba,-1,right
4264,CB0373_left,4264,CB0373,central,,,glutamate,-1,left
4265,CB0373_right,4265,CB0373,central,,,glutamate,-1,right
4266,CB0374_left,4266,CB0374,central,,,glutamate,-1,left
4267,CB0374_right,4267,CB0374,central,,,glutamate,-1,right
4268,CB0376_left,4268,CB0376,central,,,glutamate,-1,left
4269,CB0376_right,4269,CB0376,central,,,glutamate,-1,right
4270,CB0377_left,4270,CB0377,central,,,gaba,-1,left
4271,CB0377_right,4271,CB0377,central,,,gaba,-1,right
4272,CB0378_left,4272,CB0378,central,,,gaba,-1,left
4273,CB0378_right,4273,CB0378,central,,,gaba,-1,right
4274,CB0379_left,4274,CB0379,central,,,acetylcholine,1,left
4275,CB0379_right,4275,CB0379,central,,,acetylcholine,1,right
4276,CB0380_left,4276,CB0380,central,,,acetylcholine,1,left
4277,CB0380_right,4277,CB0380,central,,,acetylcholine,1,right
4278,CB0381_left,4278,CB0381,central,,,acetylcholine,1,left
4279,CB0381_right,4279,CB0381,central,,,acetylcholine,1,right
4280,CB0382_left,4280,CB0382,central,,,acetylcholine,1,left
4281,CB0382_right,4281,CB0382,central,,,acetylcholine,1,right
4282,CB0385_left,4282,CB0385,central,,,gaba,-1,left
4283,CB0385_right,4283,CB0385,central,,,gaba,-1,right
4284,CB0386_left,4284,CB0386,central,,,glutamate,-1,left
4285,CB0386_right,4285,CB0386,central,,,glutamate,-1,right
4286,CB0387_left,4286,CB0387,central,,,gaba,-1,left
4287,CB0387_right,4287,CB0387,central,,,gaba,-1,right
4288,CB0390_left,4288,CB0390,central,,,gaba,-1,left
4289,CB0390_right,4289,CB0390,central,,,gaba,-1,right
4290,CB0391_left,4290,CB0391,central,,,acetylcholine,1,left
4291,CB0391_right,4291,CB0391,central,,,acetylcholine,1,right
4292,CB0392_left,4292,CB0392,central,,,glutamate,-1,left
4293,CB0392_right,4293,CB0392,central,,,glutamate,-1,right
4294,CB0393_left,4294,CB0393,central,,,acetylcholine,1,left
4295,CB0393_right,4295,CB0393,central,,,acetylcholine,1,right
4296,CB0394_left,4296,CB0394,central,,,glutamate,-1,left
4297,CB0394_right,4297,CB0394,central,,,glutamate,-1,right
4298,CB0396_left,4298,CB0396,central,,,glutamate,-1,left
4299,CB0396_right,4299,CB0396,central,,,glutamate,-1,right
4300,CB0397_left,4300,CB0397,central,,,gaba,-1,left
4301,CB0397_right,4301,CB0397,central,,,gaba,-1,right
4302,CB0398_left,4302,CB0398,central,,,gaba,-1,left
4303,CB0398_right,4303,CB0398,central,,,gaba,-1,right
4304,CB0399_left,4304,CB0399,central,,,gaba,-1,left
4305,CB0399_right,4305,CB0399,central,,,gaba,-1,right
4306,CB0400_left,4306,CB0400,central,,,acetylcholine,1,left
4307,CB0400_right,4307,CB0400,central,,,acetylcholine,1,right
4308,CB0402_left,4308,CB0402,central,,,glutamate,-1,left
4309,CB0402_right,4309,CB0402,central,,,glutamate,-1,right
4310,CB0404_left,4310,CB0404,central,,,acetylcholine,1,left
4311,CB0404_right,4311,CB0404,central,,,acetylcholine,1,right
4312,CB0405_left,4312,CB0405,central,,,gaba,-1,left
4313,CB0405_right,4313,CB0405,central,,,gaba,-1,right
4314,CB0406_left,4314,CB0406,central,,,acetylcholine,1,left
4315,CB0406_right,4315,CB0406,central,,,acetylcholine,1,right
4316,CB0407_left,4316,CB0407,central,,,acetylcholine,1,left
4317,CB0407_right,4317,CB0407,central,,,acetylcholine,1,right
4318,CB0408_left,4318,CB0408,central,,,gaba,-1,left
4319,CB0408_right,4319,CB0408,central,,,gaba,-1,right
4320,CB0409_left,4320,CB0409,central,,,acetylcholine,1,left
4321,CB0409_right,4321,CB0409,central,,,acetylcholine,1,right
4322,CB0410_left,4322,CB0410,central,,,gaba,-1,left
4323,CB0410_right,4323,CB0410,central,,,gaba,-1,right
4324,CB0413_left,4324,CB0413,central,,,gaba,-1,left
4325,CB0413_right,4325,CB0413,central,,,gaba,-1,right
4326,CB0414_left,4326,CB0414,central,,,gaba,-1,left
4327,CB0414_right,4327,CB0414,central,,,gaba,-1,right
4328,CB0415_left,4328,CB0415,central,,,acetylcholine,1,left
4329,CB0415_right,4329,CB0415,central,,,acetylcholine,1,right
4330,CB0416_left,4330,CB0416,central,,,acetylcholine,1,left
4331,CB0416_right,4331,CB0416,central,,,acetylcholine,1,right
4332,CB0417_left,4332,CB0417,central,,,gaba,-1,left
4333,CB0417_right,4333,CB0417,central,,,gaba,-1,right
4334,CB0418_left,4334,CB0418,central,,,acetylcholine,1,left
4335,CB0418_right,4335,CB0418,central,,,acetylcholine,1,right
4336,CB0419_left,4336,CB0419,central,,,gaba,-1,left
4337,CB0419_right,4337,CB0419,central,,,gaba,-1,right
4338,CB0420_left,4338,CB0420,central,,,glutamate,-1,left
4339,CB0420_right,4339,CB0420,central,,,glutamate,-1,right
4340,CB0421_left,4340,CB0421,central,,,acetylcholine,1,left
4341,CB0421_right,4341,CB0421,central,,,acetylcholine,1,right
4342,CB0422_left,4342,CB0422,central,,,gaba,-1,left
4343,CB0422_right,4343,CB0422,central,,,gaba,-1,right
4344,CB0423_left,4344,CB0423,central,,,glutamate,-1,left
4345,CB0423_right,4345,CB0423,central,,,glutamate,-1,right
4346,CB0424_left,4346,CB0424,central,,,glutamate,-1,left
4347,CB0424_right,4347,CB0424,central,,,glutamate,-1,right
4348,CB0426_left,4348,CB0426,central,,,gaba,-1,left
4349,CB0426_right,4349,CB0426,central,,,gaba,-1,right
4350,CB0429_left,4350,CB0429,central,,,acetylcholine,1,left
4351,CB0429_right,4351,CB0429,central,,,acetylcholine,1,right
4352,CB0430_left,4352,CB0430,central,,,acetylcholine,1,left
4353,CB0430_right,4353,CB0430,central,,,acetylcholine,1,right
4354,CB0431_left,4354,CB0431,central,,,acetylcholine,1,left
4355,CB0431_right,4355,CB0431,central,,,acetylcholine,1,right
4356,CB0432_left,4356,CB0432,central,,,glutamate,-1,left
4357,CB0432_right,4357,CB0432,central,,,glutamate,-1,right
4358,CB0433_left,4358,CB0433,central,,,glutamate,-1,left
4359,CB0433_right,4359,CB0433,central,,,glutamate,-1,right
4360,CB0434_left,4360,CB0434,central,,,acetylcholine,1,left
4361,CB0434_right,4361,CB0434,central,,,acetylcholine,1,right
4362,CB0435_left,4362,CB0435,central,,,glutamate,-1,left
4363,CB0435_right,4363,CB0435,central,,,glutamate,-1,right
4364,CB0436_left,4364,CB0436,central,,,gaba,-1,left
4365,CB0436_right,4365,CB0436,central,,,gaba,-1,right
4366,CB0437_left,4366,CB0437,central,,,acetylcholine,1,left
4367,CB0437_right,4367,CB0437,central,,,acetylcholine,1,right
4368,CB0438_left,4368,CB0438,central,,,gaba,-1,left
4369,CB0438_right,4369,CB0438,central,,,gaba,-1,right
4370,CB0440_left,4370,CB0440,central,,,acetylcholine,1,left
4371,CB0440_right,4371,CB0440,central,,,acetylcholine,1,right
4372,CB0441_left,4372,CB0441,central,,,acetylcholine,1,left
4373,CB0441_right,4373,CB0441,central,,,acetylcholine,1,right
4374,CB0442_left,4374,CB0442,central,,,gaba,-1,left
4375,CB0442_right,4375,CB0442,central,,,gaba,-1,right
4376,CB0443_left,4376,CB0443,central,,,gaba,-1,left
4377,CB0443_right,4377,CB0443,central,,,gaba,-1,right
4378,CB0444_left,4378,CB0444,central,,,gaba,-1,left
4379,CB0444_right,4379,CB0444,central,,,gaba,-1,right
4380,CB0445_left,4380,CB0445,central,,,acetylcholine,1,left
4381,CB0445_right,4381,CB0445,central,,,acetylcholine,1,right
4382,CB0446_left,4382,CB0446,central,,,acetylcholine,1,left
4383,CB0446_right,4383,CB0446,central,,,acetylcholine,1,right
4384,CB0448_left,4384,CB0448,central,,,acetylcholine,1,left
4385,CB0448_right,4385,CB0448,central,,,acetylcholine,1,right
4386,CB0449_left,4386,CB0449,central,,,gaba,-1,left
4387,CB0449_right,4387,CB0449,central,,,gaba,-1,right
4388,CB0450_left,4388,CB0450,central,,,acetylcholine,1,left
4389,CB0450_right,4389,CB0450,central,,,acetylcholine,1,right
4390,CB0451_left,4390,CB0451,central,,,glutamate,-1,left
4391,CB0451_right,4391,CB0451,central,,,glutamate,-1,right
4392,CB0452_left,4392,CB0452,central,,,dopamine,1,left
4393,CB0452_right,4393,CB0452,central,,,dopamine,1,right
4394,CB0453_left,4394,CB0453,central,,,glutamate,-1,left
4395,CB0453_right,4395,CB0453,central,,,glutamate,-1,right
4396,CB0454_left,4396,CB0454,central,,,gaba,-1,left
4397,CB0454_right,4397,CB0454,central,,,gaba,-1,right
4398,CB0455_left,4398,CB0455,central,,,gaba,-1,left
4399,CB0455_right,4399,CB0455,central,,,gaba,-1,right
4400,CB0456_left,4400,CB0456,central,,,glutamate,-1,left
4401,CB0456_right,4401,CB0456,central,,,glutamate,-1,right
4402,CB0457_left,4402,CB0457,central,,,acetylcholine,1,left
4403,CB0457_right,4403,CB0457,central,,,acetylcholine,1,right
4404,CB0458_left,4404,CB0458,central,,,acetylcholine,1,left
4405,CB0458_right,4405,CB0458,central,,,acetylcholine,1,right
4406,CB0459_left,4406,CB0459,central,,,gaba,-1,left
4407,CB0459_right,4407,CB0459,central,,,gaba,-1,right
4408,CB0460_left,4408,CB0460,central,,,gaba,-1,left
4409,CB0460_right,4409,CB0460,central,,,gaba,-1,right
4410,CB0461_left,4410,CB0461,central,,,dopamine,1,left
4411,CB0461_right,4411,CB0461,central,,,dopamine,1,right
4412,CB0462_left,4412,CB0462,central,,,glutamate,-1,left
4413,CB0462_right,4413,CB0462,central,,,glutamate,-1,right
4414,CB0463_left,4414,CB0463,central,,,acetylcholine,1,left
4415,CB0463_right,4415,CB0463,central,,,acetylcholine,1,right
4416,CB0465_left,4416,CB0465,central,,,gaba,-1,left
4417,CB0465_right,4417,CB0465,central,,,gaba,-1,right
4418,CB0466_left,4418,CB0466,central,,,gaba,-1,left
4419,CB0466_right,4419,CB0466,central,,,gaba,-1,right
4420,CB0467_left,4420,CB0467,central,,,acetylcholine,1,left
4421,CB0467_right,4421,CB0467,central,,,acetylcholine,1,right
4422,CB0468_left,4422,CB0468,central,,,acetylcholine,1,left
4423,CB0468_right,4423,CB0468,central,,,acetylcholine,1,right
4424,CB0469_left,4424,CB0469,central,,,gaba,-1,left
4425,CB0469_right,4425,CB0469,central,,,gaba,-1,right
4426,CB0473_left,4426,CB0473,central,,,acetylcholine,1,left
4427,CB0473_right,4427,CB0473,central,,,acetylcholine,1,right
4428,CB0475_left,4428,CB0475,central,,,acetylcholine,1,left
4429,CB0475_right,4429,CB0475,central,,,acetylcholine,1,right
4430,CB0477_left,4430,CB0477,central,,,acetylcholine,1,left
4431,CB0477_right,4431,CB0477,central,,,acetylcholine,1,right
4432,CB0478_left,4432,CB0478,central,,,acetylcholine,1,left
4433,CB0478_right,4433,CB0478,central,,,acetylcholine,1,right
4434,CB0479_left,4434,CB0479,central,,,acetylcholine,1,left
4435,CB0479_right,4435,CB0479,central,,,acetylcholine,1,right
4436,CB0480_left,4436,CB0480,central,,,gaba,-1,left
4437,CB0480_right,4437,CB0480,central,,,gaba,-1,right
4438,CB0481_left,4438,CB0481,central,,,gaba,-1,left
4439,CB0481_right,4439,CB0481,central,,,gaba,-1,right
4440,CB0483_left,4440,CB0483,central,,,acetylcholine,1,left
4441,CB0483_right,4441,CB0483,central,,,acetylcholine,1,right
4442,CB0484_left,4442,CB0484,central,,,gaba,-1,left
4443,CB0484_right,4443,CB0484,central,,,gaba,-1,right
4444,CB0485_left,4444,CB0485,central,,,acetylcholine,1,left
4445,CB0485_right,4445,CB0485,central,,,acetylcholine,1,right
4446,CB0486_left,4446,CB0486,central,,,gaba,-1,left
4447,CB0486_right,4447,CB0486,central,,,gaba,-1,right
4448,CB0487_left,4448,CB0487,central,,,gaba,-1,left
4449,CB0487_right,4449,CB0487,central,,,gaba,-1,right
4450,CB0488_left,4450,CB0488,central,,,acetylcholine,1,left
4451,CB0488_right,4451,CB0488,central,,,acetylcholine,1,right
4452,CB0489_left,4452,CB0489,central,,,acetylcholine,1,left
4453,CB0489_right,4453,CB0489,central,,,acetylcholine,1,right
4454,CB0491_left,4454,CB0491,central,,,gaba,-1,left
4455,CB0491_right,4455,CB0491,central,,,gaba,-1,right
4456,CB0492_left,4456,CB0492,central,,,gaba,-1,left
4457,CB0492_right,4457,CB0492,central,,,gaba,-1,right
4458,CB0493_left,4458,CB0493,central,,,acetylcholine,1,left
4459,CB0493_right,4459,CB0493,central,,,acetylcholine,1,right
4460,CB0494_left,4460,CB0494,central,,,dopamine,1,left
4461,CB0494_right,4461,CB0494,central,,,dopamine,1,right
4462,CB0495_left,4462,CB0495,central,,,gaba,-1,left
4463,CB0495_right,4463,CB0495,central,,,gaba,-1,right
4464,CB0496_left,4464,CB0496,central,,,gaba,-1,left
4465,CB0496_right,4465,CB0496,central,,,gaba,-1,right
4466,CB0497_left,4466,CB0497,central,,,gaba,-1,left
4467,CB0497_right,4467,CB0497,central,,,gaba,-1,right
4468,CB0498_left,4468,CB0498,central,,,gaba,-1,left
4469,CB0498_right,4469,CB0498,central,,,gaba,-1,right
4470,CB0499_left,4470,CB0499,central,,,acetylcholine,1,left
4471,CB0499_right,4471,CB0499,central,,,acetylcholine,1,right
4472,CB0500_left,4472,CB0500,central,,,acetylcholine,1,left
4473,CB0500_right,4473,CB0500,central,,,acetylcholine,1,right
4474,CB0501_left,4474,CB0501,central,,,acetylcholine,1,left
4475,CB0501_right,4475,CB0501,central,,,acetylcholine,1,right
4476,CB0502_left,4476,CB0502,central,,,acetylcholine,1,left
4477,CB0502_right,4477,CB0502,central,,,acetylcholine,1,right
4478,CB0503_left,4478,CB0503,central,,,gaba,-1,left
4479,CB0503_right,4479,CB0503,central,,,gaba,-1,right
4480,CB0504_left,4480,CB0504,central,,,glutamate,-1,left
4481,CB0504_right,4481,CB0504,central,,,glutamate,-1,right
4482,CB0507_left,4482,CB0507,central,,,acetylcholine,1,left
4483,CB0507_right,4483,CB0507,central,,,acetylcholine,1,right
4484,CB0508_left,4484,CB0508,central,,,acetylcholine,1,left
4485,CB0508_right,4485,CB0508,central,,,acetylcholine,1,right
4486,CB0509_left,4486,CB0509,central,,,acetylcholine,1,left
4487,CB0509_right,4487,CB0509,central,,,acetylcholine,1,right
4488,CB0510_left,4488,CB0510,central,,,glutamate,-1,left
4489,CB0510_right,4489,CB0510,central,,,glutamate,-1,right
4490,CB0512_left,4490,CB0512,central,,,acetylcholine,1,left
4491,CB0512_right,4491,CB0512,central,,,acetylcholine,1,right
4492,CB0514_left,4492,CB0514,central,,,gaba,-1,left
4493,CB0514_right,4493,CB0514,central,,,gaba,-1,right
4494,CB0515_left,4494,CB0515,central,,,acetylcholine,1,left
4495,CB0515_right,4495,CB0515,central,,,acetylcholine,1,right
4496,CB0516_left,4496,CB0516,central,,,gaba,-1,left
4497,CB0516_right,4497,CB0516,central,,,gaba,-1,right
4498,CB0517_left,4498,CB0517,central,,,glutamate,-1,left
4499,CB0517_right,4499,CB0517,central,,,glutamate,-1,right
4500,CB0518_left,4500,CB0518,central,,,acetylcholine,1,left
4501,CB0518_right,4501,CB0518,central,,,acetylcholine,1,right
4502,CB0519_left,4502,CB0519,central,,,acetylcholine,1,left
4503,CB0519_right,4503,CB0519,central,,,acetylcholine,1,right
4504,CB0521_left,4504,CB0521,central,,,acetylcholine,1,left
