,cell_type_side,idx,cell_type,super_class,cell_class,cell_sub_class,nt,sign,side
13642,LTe52b_left,13642,LTe52b,visual_projection,,,acetylcholine,1,left
13643,LTe52b_right,13643,LTe52b,visual_projection,,,acetylcholine,1,right
13644,LTe53_left,13644,LTe53,visual_projection,,,glutamate,-1,left
13645,LTe53_right,13645,LTe53,visual_projection,,,glutamate,-1,right
13646,LTe54_left,13646,LTe54,visual_projection,,,acetylcholine,1,left
13647,LTe54_right,13647,LTe54,visual_projection,,,acetylcholine,1,right
13648,LTe55_left,13648,LTe55,visual_projection,,,acetylcholine,1,left
13649,LTe55_right,13649,LTe55,visual_projection,,,acetylcholine,1,right
13650,LTe56_left,13650,LTe56,visual_projection,,,acetylcholine,1,left
13651,LTe56_right,13651,LTe56,visual_projection,,,acetylcholine,1,right
13652,LTe57_left,13652,LTe57,visual_projection,,,acetylcholine,1,left
13653,LTe57_right,13653,LTe57,visual_projection,,,acetylcholine,1,right
13654,LTe58_left,13654,LTe58,visual_projection,,,acetylcholine,1,left
13655,LTe58_right,13655,LTe58,visual_projection,,,acetylcholine,1,right
13656,LTe59_left,13656,LTe59,visual_projection,,,glutamate,-1,left
13657,LTe59_right,13657,LTe59,visual_projection,,,glutamate,-1,right
13658,LTe60_left,13658,LTe60,visual_projection,,,glutamate,-1,left
13659,LTe60_right,13659,LTe60,visual_projection,,,glutamate,-1,right
13660,LTe61_left,13660,LTe61,visual_projection,,,acetylcholine,1,left
13661,LTe61_right,13661,LTe61,visual_projection,,,acetylcholine,1,right
13662,LTe62_left,13662,LTe62,visual_projection,,,acetylcholine,1,left
13663,LTe62_right,13663,LTe62,visual_projection,,,acetylcholine,1,right
13664,LTe63_left,13664,LTe63,visual_projection,,,gaba,-1,left
13665,LTe63_right,13665,LTe63,visual_projection,,,gaba,-1,right
13666,LTe64_left,13666,LTe64,visual_projection,,,acetylcholine,1,left
13667,LTe64_right,13667,LTe64,visual_projection,,,acetylcholine,1,right
13668,LTe65_left,13668,LTe65,visual_projection,,,acetylcholine,1,left
13669,LTe65_right,13669,LTe65,visual_projection,,,acetylcholine,1,right
13670,LTe66_left,13670,LTe66,visual_projection,,,acetylcholine,1,left
13671,LTe66_right,13671,LTe66,visual_projection,,,acetylcholine,1,right
13672,LTe67_left,13672,LTe67,visual_projection,,,acetylcholine,1,left
13673,LTe67_right,13673,LTe67,visual_projection,,,acetylcholine,1,right
13674,LTe68_left,13674,LTe68,visual_projection,,,acetylcholine,1,left
13675,LTe68_right,13675,LTe68,visual_projection,,,acetylcholine,1,right
13676,LTe69_left,13676,LTe69,visual_projection,,,acetylcholine,1,left
13677,LTe69_right,13677,LTe69,visual_projection,,,acetylcholine,1,right
13678,LTe70_left,13678,LTe70,visual_projection,,,glutamate,-1,left
13679,LTe70_right,13679,LTe70,visual_projection,,,glutamate,-1,right
13680,LTe71_left,13680,LTe71,visual_projection,,,glutamate,-1,left
13681,LTe71_right,13681,LTe71,visual_projection,,,glutamate,-1,right
13682,LTe72_left,13682,LTe72,visual_projection,,,acetylcholine,1,left
13683,LTe72_right,13683,LTe72,visual_projection,,,acetylcholine,1,right
13684,LTe73_left,13684,LTe73,visual_projection,,,acetylcholine,1,left
13685,LTe73_right,13685,LTe73,visual_projection,,,acetylcholine,1,right
13686,LTe74_left,13686,LTe74,visual_projection,,,acetylcholine,1,left
13687,LTe74_right,13687,LTe74,visual_projection,,,acetylcholine,1,right
13688,LTe75_left,13688,LTe75,visual_projection,,,acetylcholine,1,left
13689,LTe75_right,13689,LTe75,visual_projection,,,acetylcholine,1,right
13690,LTe76_left,13690,LTe76,visual_projection,,,acetylcholine,1,left
13691,LTe76_right,13691,LTe76,visual_projection,,,acetylcholine,1,right
13692,Lat_left,13692,Lat,visual_centrifugal,,,serotonin,1,left
13693,Lat_right,13693,Lat,visual_centrifugal,,,serotonin,1,right
13694,MB-C1_left,13694,MB-C1,central,,,gaba,-1,left
13695,MB-C1_right,13695,MB-C1,central,,,gaba,-1,right
13696,MBON01_left,13696,MBON01,central,MBON,,glutamate,-1,left
13697,MBON01_right,13697,MBON01,central,MBON,,glutamate,-1,right
13698,MBON02_left,13698,MBON02,central,MBON,,glutamate,-1,left
13699,MBON02_right,13699,MBON02,central,MBON,,glutamate,-1,right
13700,MBON03_left,13700,MBON03,central,MBON,,glutamate,-1,left
13701,MBON03_right,13701,MBON03,central,MBON,,glutamate,-1,right
13702,MBON04_left,13702,MBON04,central,MBON,,glutamate,-1,left
13703,MBON04_right,13703,MBON04,central,MBON,,glutamate,-1,right
13704,MBON05_left,13704,MBON05,central,MBON,,glutamate,-1,left
13705,MBON05_right,13705,MBON05,central,MBON,,glutamate,-1,right
13706,MBON06_left,13706,MBON06,central,MBON,,glutamate,-1,left
13707,MBON06_right,13707,MBON06,central,MBON,,glutamate,-1,right
13708,MBON07_left,13708,MBON07,central,MBON,,glutamate,-1,left
13709,MBON07_right,13709,MBON07,central,MBON,,glutamate,-1,right
13710,MBON09_left,13710,MBON09,central,MBON,,gaba,-1,left
13711,MBON09_right,13711,MBON09,central,MBON,,gaba,-1,right
13712,MBON10_left,13712,MBON10,central,MBON,,gaba,-1,left
13713,MBON10_right,13713,MBON10,central,MBON,,gaba,-1,right
13714,MBON11_left,13714,MBON11,central,MBON,,gaba,-1,left
13715,MBON11_right,13715,MBON11,central,MBON,,gaba,-1,right
13716,MBON12_left,13716,MBON12,central,MBON,,acetylcholine,1,left
13717,MBON12_right,13717,MBON12,central,MBON,,acetylcholine,1,right
13718,MBON13_left,13718,MBON13,central,MBON,,acetylcholine,1,left
13719,MBON13_right,13719,MBON13,central,MBON,,acetylcholine,1,right
13720,MBON14_left,13720,MBON14,central,MBON,,acetylcholine,1,left
13721,MBON14_right,13721,MBON14,central,MBON,,acetylcholine,1,right
13722,MBON15-like_left,13722,MBON15-like,central,MBON,,acetylcholine,1,left
13723,MBON15-like_right,13723,MBON15-like,central,MBON,,acetylcholine,1,right
13724,MBON15_left,13724,MBON15,central,MBON,,acetylcholine,1,left
13725,MBON15_right,13725,MBON15,central,MBON,,acetylcholine,1,right
13726,MBON16_left,13726,MBON16,central,MBON,,acetylcholine,1,left
13727,MBON16_right,13727,MBON16,central,MBON,,acetylcholine,1,right
13728,MBON17-like_left,13728,MBON17-like,central,MBON,,acetylcholine,1,left
13729,MBON17-like_right,13729,MBON17-like,central,MBON,,acetylcholine,1,right
13730,MBON17_left,13730,MBON17,central,MBON,,acetylcholine,1,left
13731,MBON17_right,13731,MBON17,central,MBON,,acetylcholine,1,right
13732,MBON18_left,13732,MBON18,central,MBON,,acetylcholine,1,left
13733,MBON18_right,13733,MBON18,central,MBON,,acetylcholine,1,right
13734,MBON19_left,13734,MBON19,central,MBON,,acetylcholine,1,left
13735,MBON19_right,13735,MBON19,central,MBON,,acetylcholine,1,right
13736,MBON20_left,13736,MBON20,central,MBON,,gaba,-1,left
13737,MBON20_right,13737,MBON20,central,MBON,,gaba,-1,right
13738,MBON21_left,13738,MBON21,central,MBON,,acetylcholine,1,left
13739,MBON21_right,13739,MBON21,central,MBON,,acetylcholine,1,right
13740,MBON22_left,13740,MBON22,central,MBON,,acetylcholine,1,left
13741,MBON22_right,13741,MBON22,central,MBON,,acetylcholine,1,right
13742,MBON23_left,13742,MBON23,central,MBON,,acetylcholine,1,left
13743,MBON23_right,13743,MBON23,central,MBON,,acetylcholine,1,right
13744,MBON24_left,13744,MBON24,central,MBON,,acetylcholine,1,left
13745,MBON24_right,13745,MBON24,central,MBON,,acetylcholine,1,right
13746,"MBON25,MBON34_left",13746,"MBON25,MBON34",central,MBON,,glutamate,-1,left
13747,"MBON25,MBON34_right",13747,"MBON25,MBON34",central,MBON,,glutamate,-1,right
13748,MBON26_left,13748,MBON26,central,MBON,,acetylcholine,1,left
13749,MBON26_right,13749,MBON26,central,MBON,,acetylcholine,1,right
13750,MBON27_left,13750,MBON27,central,MBON,,acetylcholine,1,left
13751,MBON27_right,13751,MBON27,central,MBON,,acetylcholine,1,right
13752,MBON28_left,13752,MBON28,central,MBON,,acetylcholine,1,left
13753,MBON28_right,13753,MBON28,central,MBON,,acetylcholine,1,right
13754,MBON29_left,13754,MBON29,central,MBON,,acetylcholine,1,left
13755,MBON29_right,13755,MBON29,central,MBON,,acetylcholine,1,right
13756,MBON30_left,13756,MBON30,central,MBON,,glutamate,-1,left
13757,MBON30_right,13757,MBON30,central,MBON,,glutamate,-1,right
13758,MBON31_left,13758,MBON31,central,MBON,,gaba,-1,left
13759,MBON31_right,13759,MBON31,central,MBON,,gaba,-1,right
13760,MBON32_left,13760,MBON32,central,MBON,,gaba,-1,left
13761,MBON32_right,13761,MBON32,central,MBON,,gaba,-1,right
13762,MBON33_left,13762,MBON33,central,MBON,,acetylcholine,1,left
13763,MBON33_right,13763,MBON33,central,MBON,,acetylcholine,1,right
13764,MBON35_left,13764,MBON35,central,MBON,,acetylcholine,1,left
13765,MBON35_right,13765,MBON35,central,MBON,,acetylcholine,1,right
13766,MC65_left,13766,MC65,visual_projection,,,acetylcholine,1,left
13767,MC65_right,13767,MC65,visual_projection,,,acetylcholine,1,right
13768,MTe01a_left,13768,MTe01a,visual_projection,,,glutamate,-1,left
13769,MTe01a_right,13769,MTe01a,visual_projection,,,glutamate,-1,right
13770,MTe01b_left,13770,MTe01b,visual_projection,,,acetylcholine,1,left
13771,MTe01b_right,13771,MTe01b,visual_projection,,,acetylcholine,1,right
13772,MTe02_left,13772,MTe02,visual_projection,,,acetylcholine,1,left
13773,MTe02_right,13773,MTe02,visual_projection,,,acetylcholine,1,right
13774,MTe03_left,13774,MTe03,visual_projection,,,acetylcholine,1,left
13775,MTe03_right,13775,MTe03,visual_projection,,,acetylcholine,1,right
13776,MTe04_left,13776,MTe04,visual_projection,,,acetylcholine,1,left
13777,MTe04_right,13777,MTe04,visual_projection,,,acetylcholine,1,right
13778,MTe05_left,13778,MTe05,visual_projection,,,acetylcholine,1,left
13779,MTe05_right,13779,MTe05,visual_projection,,,acetylcholine,1,right
13780,MTe06_left,13780,MTe06,visual_projection,,,acetylcholine,1,left
13781,MTe06_right,13781,MTe06,visual_projection,,,acetylcholine,1,right
13782,MTe07_left,13782,MTe07,visual_projection,bilateral,,acetylcholine,1,left
13783,MTe07_right,13783,MTe07,visual_projection,bilateral,,acetylcholine,1,right
13784,MTe08_left,13784,MTe08,visual_projection,,,glutamate,-1,left
13785,MTe08_right,13785,MTe08,visual_projection,,,glutamate,-1,right
13786,MTe09_left,13786,MTe09,visual_projection,,,glutamate,-1,left
13787,MTe09_right,13787,MTe09,visual_projection,,,glutamate,-1,right
13788,MTe10_left,13788,MTe10,visual_projection,,,glutamate,-1,left
13789,MTe10_right,13789,MTe10,visual_projection,,,glutamate,-1,right
13790,MTe11_left,13790,MTe11,visual_projection,,,glutamate,-1,left
13791,MTe11_right,13791,MTe11,visual_projection,,,glutamate,-1,right
13792,MTe12_left,13792,MTe12,visual_projection,,,acetylcholine,1,left
13793,MTe12_right,13793,MTe12,visual_projection,,,acetylcholine,1,right
13794,MTe13_left,13794,MTe13,visual_projection,,,glutamate,-1,left
13795,MTe13_right,13795,MTe13,visual_projection,,,glutamate,-1,right
13796,MTe14_left,13796,MTe14,visual_projection,,,gaba,-1,left
13797,MTe14_right,13797,MTe14,visual_projection,,,gaba,-1,right
13798,MTe15_left,13798,MTe15,visual_projection,,,acetylcholine,1,left
13799,MTe15_right,13799,MTe15,visual_projection,,,acetylcholine,1,right
13800,MTe16_left,13800,MTe16,visual_projection,,,glutamate,-1,left
13801,MTe16_right,13801,MTe16,visual_projection,,,glutamate,-1,right
13802,MTe17_left,13802,MTe17,visual_projection,,,acetylcholine,1,left
13803,MTe17_right,13803,MTe17,visual_projection,,,acetylcholine,1,right
13804,MTe18_left,13804,MTe18,visual_projection,,,glutamate,-1,left
13805,MTe18_right,13805,MTe18,visual_projection,,,glutamate,-1,right
13806,MTe19_left,13806,MTe19,visual_projection,,,glutamate,-1,left
13807,MTe19_right,13807,MTe19,visual_projection,,,glutamate,-1,right
13808,MTe20_left,13808,MTe20,visual_projection,,,gaba,-1,left
13809,MTe20_right,13809,MTe20,visual_projection,,,gaba,-1,right
13810,MTe21_left,13810,MTe21,visual_projection,,,acetylcholine,1,left
13811,MTe21_right,13811,MTe21,visual_projection,,,acetylcholine,1,right
13812,MTe22_left,13812,MTe22,visual_projection,,,acetylcholine,1,left
13813,MTe22_right,13813,MTe22,visual_projection,,,acetylcholine,1,right
13814,MTe23_left,13814,MTe23,visual_projection,,,glutamate,-1,left
13815,MTe23_right,13815,MTe23,visual_projection,,,glutamate,-1,right
13816,MTe24_left,13816,MTe24,visual_projection,,,gaba,-1,left
13817,MTe24_right,13817,MTe24,visual_projection,,,gaba,-1,right
13818,MTe25_left,13818,MTe25,visual_projection,,,acetylcholine,1,left
13819,MTe25_right,13819,MTe25,visual_projection,,,acetylcholine,1,right
13820,MTe26_left,13820,MTe26,visual_projection,,,acetylcholine,1,left
13821,MTe26_right,13821,MTe26,visual_projection,,,acetylcholine,1,right
13822,MTe27_left,13822,MTe27,visual_projection,,,acetylcholine,1,left
13823,MTe27_right,13823,MTe27,visual_projection,,,acetylcholine,1,right
13824,MTe28_left,13824,MTe28,visual_projection,,,acetylcholine,1,left
13825,MTe28_right,13825,MTe28,visual_projection,,,acetylcholine,1,right
13826,MTe29_left,13826,MTe29,visual_projection,,,glutamate,-1,left
13827,MTe29_right,13827,MTe29,visual_projection,,,glutamate,-1,right
13828,MTe30_left,13828,MTe30,visual_projection,,,acetylcholine,1,left
13829,MTe30_right,13829,MTe30,visual_projection,,,acetylcholine,1,right
13830,MTe31_left,13830,MTe31,visual_projection,,,glutamate,-1,left
13831,MTe31_right,13831,MTe31,visual_projection,,,glutamate,-1,right
13832,MTe32_left,13832,MTe32,visual_projection,,,acetylcholine,1,left
13833,MTe32_right,13833,MTe32,visual_projection,,,acetylcholine,1,right
13834,MTe33_left,13834,MTe33,visual_projection,,,acetylcholine,1,left
13835,MTe33_right,13835,MTe33,visual_projection,,,acetylcholine,1,right
13836,MTe34_left,13836,MTe34,visual_projection,,,acetylcholine,1,left
13837,MTe34_right,13837,MTe34,visual_projection,,,acetylcholine,1,right
13838,MTe35_left,13838,MTe35,visual_projection,,,acetylcholine,1,left
13839,MTe35_right,13839,MTe35,visual_projection,,,acetylcholine,1,right
13840,MTe36_left,13840,MTe36,visual_projection,,,glutamate,-1,left
13841,MTe36_right,13841,MTe36,visual_projection,,,glutamate,-1,right
13842,MTe37_left,13842,MTe37,visual_projection,,,acetylcholine,1,left
13843,MTe37_right,13843,MTe37,visual_projection,,,acetylcholine,1,right
13844,MTe38_left,13844,MTe38,visual_projection,,,acetylcholine,1,left
13845,MTe38_right,13845,MTe38,visual_projection,,,acetylcholine,1,right
13846,MTe39_left,13846,MTe39,visual_projection,,,glutamate,-1,left
13847,MTe39_right,13847,MTe39,visual_projection,,,glutamate,-1,right
13848,MTe40_left,13848,MTe40,visual_projection,,,acetylcholine,1,left
13849,MTe40_right,13849,MTe40,visual_projection,,,acetylcholine,1,right
13850,MTe41_left,13850,MTe41,visual_projection,,,gaba,-1,left
13851,MTe41_right,13851,MTe41,visual_projection,,,gaba,-1,right
13852,MTe42_left,13852,MTe42,visual_projection,,,glutamate,-1,left
13853,MTe42_right,13853,MTe42,visual_projection,,,glutamate,-1,right
13854,MTe43_left,13854,MTe43,visual_projection,,,glutamate,-1,left
13855,MTe43_right,13855,MTe43,visual_projection,,,glutamate,-1,right
13856,MTe44_left,13856,MTe44,visual_projection,,,acetylcholine,1,left
13857,MTe44_right,13857,MTe44,visual_projection,,,acetylcholine,1,right
13858,MTe45_left,13858,MTe45,visual_projection,,,acetylcholine,1,left
13859,MTe45_right,13859,MTe45,visual_projection,,,acetylcholine,1,right
13860,MTe46_left,13860,MTe46,visual_projection,bilateral,,acetylcholine,1,left
13861,MTe46_right,13861,MTe46,visual_projection,bilateral,,acetylcholine,1,right
13862,MTe47_left,13862,MTe47,visual_projection,bilateral,,glutamate,-1,left
13863,MTe47_right,13863,MTe47,visual_projection,bilateral,,glutamate,-1,right
13864,MTe48_left,13864,MTe48,visual_projection,,,gaba,-1,left
13865,MTe48_right,13865,MTe48,visual_projection,,,gaba,-1,right
13866,MTe49_left,13866,MTe49,visual_projection,,,acetylcholine,1,left
13867,MTe49_right,13867,MTe49,visual_projection,,,acetylcholine,1,right
13868,MTe50_left,13868,MTe50,visual_projection,,,acetylcholine,1,left
13869,MTe50_right,13869,MTe50,visual_projection,,,acetylcholine,1,right
13870,MTe51_left,13870,MTe51,visual_projection,,,acetylcholine,1,left
13871,MTe51_right,13871,MTe51,visual_projection,,,acetylcholine,1,right
13872,MTe52_left,13872,MTe52,visual_projection,,,acetylcholine,1,left
13873,MTe52_right,13873,MTe52,visual_projection,,,acetylcholine,1,right
13874,MTe53_left,13874,MTe53,visual_projection,,,acetylcholine,1,left
13875,MTe53_right,13875,MTe53,visual_projection,,,acetylcholine,1,right
13876,MTe54_left,13876,MTe54,visual_projection,,,acetylcholine,1,left
13877,MTe54_right,13877,MTe54,visual_projection,,,acetylcholine,1,right
13878,MZ_lv2PN_left,13878,MZ_lv2PN,central,ALPN,multiglomerular,gaba,-1,left
13879,MZ_lv2PN_right,13879,MZ_lv2PN,central,ALPN,multiglomerular,gaba,-1,right
13880,MZ_lvPN_left,13880,MZ_lvPN,central,ALPN,multiglomerular,acetylcholine,1,left
13881,MZ_lvPN_right,13881,MZ_lvPN,central,ALPN,multiglomerular,acetylcholine,1,right
13882,M_adPNm3_left,13882,M_adPNm3,central,ALPN,multiglomerular,acetylcholine,1,left
13883,M_adPNm3_right,13883,M_adPNm3,central,ALPN,multiglomerular,acetylcholine,1,right
13884,M_adPNm6_left,13884,M_adPNm6,central,ALPN,multiglomerular,acetylcholine,1,left
13885,M_adPNm6_right,13885,M_adPNm6,central,ALPN,multiglomerular,acetylcholine,1,right
13886,M_adPNm7_left,13886,M_adPNm7,central,ALPN,multiglomerular,acetylcholine,1,left
13887,M_adPNm7_right,13887,M_adPNm7,central,ALPN,multiglomerular,acetylcholine,1,right
13888,M_adPNm8_left,13888,M_adPNm8,central,ALPN,multiglomerular,acetylcholine,1,left
13889,M_adPNm8_right,13889,M_adPNm8,central,ALPN,multiglomerular,acetylcholine,1,right
13890,"M_ilPNm90,M_ilPN8t91_left",13890,"M_ilPNm90,M_ilPN8t91",central,ALPN,multiglomerular,acetylcholine,1,left
13891,"M_ilPNm90,M_ilPN8t91_right",13891,"M_ilPNm90,M_ilPN8t91",central,ALPN,multiglomerular,acetylcholine,1,right
13892,M_imPNl92_left,13892,M_imPNl92,central,ALPN,multiglomerular,acetylcholine,1,left
13893,M_imPNl92_right,13893,M_imPNl92,central,ALPN,multiglomerular,acetylcholine,1,right
13894,M_l2PN10t19a_left,13894,M_l2PN10t19a,central,ALPN,multiglomerular,acetylcholine,1,left
13895,M_l2PN10t19a_right,13895,M_l2PN10t19a,central,ALPN,multiglomerular,acetylcholine,1,right
13896,M_l2PN10t19b_left,13896,M_l2PN10t19b,central,ALPN,multiglomerular,acetylcholine,1,left
13897,M_l2PN10t19b_right,13897,M_l2PN10t19b,central,ALPN,multiglomerular,acetylcholine,1,right
13898,M_l2PN3t18_left,13898,M_l2PN3t18,central,ALPN,multiglomerular,acetylcholine,1,left
13899,M_l2PN3t18_right,13899,M_l2PN3t18,central,ALPN,multiglomerular,acetylcholine,1,right
13900,M_l2PNl20_left,13900,M_l2PNl20,central,ALPN,multiglomerular,acetylcholine,1,left
13901,M_l2PNl20_right,13901,M_l2PNl20,central,ALPN,multiglomerular,acetylcholine,1,right
13902,M_l2PNl21_left,13902,M_l2PNl21,central,ALPN,multiglomerular,acetylcholine,1,left
13903,M_l2PNl21_right,13903,M_l2PNl21,central,ALPN,multiglomerular,acetylcholine,1,right
13904,M_l2PNl22_left,13904,M_l2PNl22,central,ALPN,multiglomerular,acetylcholine,1,left
13905,M_l2PNl22_right,13905,M_l2PNl22,central,ALPN,multiglomerular,acetylcholine,1,right
13906,M_l2PNl23_left,13906,M_l2PNl23,central,ALPN,multiglomerular,acetylcholine,1,left
13907,M_l2PNl23_right,13907,M_l2PNl23,central,ALPN,multiglomerular,acetylcholine,1,right
13908,M_l2PNm14_left,13908,M_l2PNm14,central,ALPN,multiglomerular,acetylcholine,1,left
13909,M_l2PNm14_right,13909,M_l2PNm14,central,ALPN,multiglomerular,acetylcholine,1,right
13910,M_l2PNm15_left,13910,M_l2PNm15,central,ALPN,multiglomerular,acetylcholine,1,left
13911,M_l2PNm15_right,13911,M_l2PNm15,central,ALPN,multiglomerular,acetylcholine,1,right
13912,M_l2PNm16_left,13912,M_l2PNm16,central,ALPN,multiglomerular,acetylcholine,1,left
13913,M_l2PNm16_right,13913,M_l2PNm16,central,ALPN,multiglomerular,acetylcholine,1,right
13914,M_l2PNm17_left,13914,M_l2PNm17,central,ALPN,multiglomerular,acetylcholine,1,left
13915,M_l2PNm17_right,13915,M_l2PNm17,central,ALPN,multiglomerular,acetylcholine,1,right
13916,M_lPNm11A_left,13916,M_lPNm11A,central,ALPN,multiglomerular,acetylcholine,1,left
13917,M_lPNm11A_right,13917,M_lPNm11A,central,ALPN,multiglomerular,acetylcholine,1,right
13918,M_lPNm11B_left,13918,M_lPNm11B,central,ALPN,multiglomerular,acetylcholine,1,left
13919,M_lPNm11B_right,13919,M_lPNm11B,central,ALPN,multiglomerular,acetylcholine,1,right
13920,M_lPNm11C_left,13920,M_lPNm11C,central,ALPN,multiglomerular,acetylcholine,1,left
13921,M_lPNm11C_right,13921,M_lPNm11C,central,ALPN,multiglomerular,acetylcholine,1,right
13922,M_lPNm11D_left,13922,M_lPNm11D,central,ALPN,multiglomerular,acetylcholine,1,left
13923,M_lPNm11D_right,13923,M_lPNm11D,central,ALPN,multiglomerular,acetylcholine,1,right
13924,M_lv2PN9t49a_left,13924,M_lv2PN9t49a,central,ALPN,multiglomerular,gaba,-1,left
13925,M_lv2PN9t49a_right,13925,M_lv2PN9t49a,central,ALPN,multiglomerular,gaba,-1,right
13926,M_lv2PN9t49b_left,13926,M_lv2PN9t49b,central,ALPN,multiglomerular,gaba,-1,left
13927,M_lv2PN9t49b_right,13927,M_lv2PN9t49b,central,ALPN,multiglomerular,gaba,-1,right
13928,M_lvPNm24_left,13928,M_lvPNm24,central,ALPN,multiglomerular,acetylcholine,1,left
13929,M_lvPNm24_right,13929,M_lvPNm24,central,ALPN,multiglomerular,acetylcholine,1,right
13930,M_lvPNm25_left,13930,M_lvPNm25,central,ALPN,multiglomerular,acetylcholine,1,left
13931,M_lvPNm25_right,13931,M_lvPNm25,central,ALPN,multiglomerular,acetylcholine,1,right
13932,M_lvPNm26_left,13932,M_lvPNm26,central,ALPN,multiglomerular,acetylcholine,1,left
13933,M_lvPNm26_right,13933,M_lvPNm26,central,ALPN,multiglomerular,acetylcholine,1,right
13934,M_lvPNm27_left,13934,M_lvPNm27,central,ALPN,multiglomerular,acetylcholine,1,left
13935,M_lvPNm27_right,13935,M_lvPNm27,central,ALPN,multiglomerular,acetylcholine,1,right
13936,M_lvPNm28_left,13936,M_lvPNm28,central,ALPN,multiglomerular,acetylcholine,1,left
13937,M_lvPNm28_right,13937,M_lvPNm28,central,ALPN,multiglomerular,acetylcholine,1,right
13938,M_lvPNm29_left,13938,M_lvPNm29,central,ALPN,multiglomerular,acetylcholine,1,left
13939,M_lvPNm29_right,13939,M_lvPNm29,central,ALPN,multiglomerular,acetylcholine,1,right
13940,M_lvPNm31_left,13940,M_lvPNm31,central,ALPN,multiglomerular,acetylcholine,1,left
13941,M_lvPNm31_right,13941,M_lvPNm31,central,ALPN,multiglomerular,acetylcholine,1,right
13942,M_lvPNm35_left,13942,M_lvPNm35,central,ALPN,multiglomerular,acetylcholine,1,left
13943,M_lvPNm35_right,13943,M_lvPNm35,central,ALPN,multiglomerular,acetylcholine,1,right
13944,M_lvPNm37_left,13944,M_lvPNm37,central,ALPN,multiglomerular,acetylcholine,1,left
13945,M_lvPNm37_right,13945,M_lvPNm37,central,ALPN,multiglomerular,acetylcholine,1,right
13946,M_lvPNm39_left,13946,M_lvPNm39,central,ALPN,multiglomerular,acetylcholine,1,left
13947,M_lvPNm39_right,13947,M_lvPNm39,central,ALPN,multiglomerular,acetylcholine,1,right
13948,M_lvPNm40_left,13948,M_lvPNm40,central,ALPN,multiglomerular,acetylcholine,1,left
13949,M_lvPNm40_right,13949,M_lvPNm40,central,ALPN,multiglomerular,acetylcholine,1,right
13950,M_lvPNm41_left,13950,M_lvPNm41,central,ALPN,multiglomerular,acetylcholine,1,left
13951,M_lvPNm41_right,13951,M_lvPNm41,central,ALPN,multiglomerular,acetylcholine,1,right
13952,M_lvPNm42_left,13952,M_lvPNm42,central,ALPN,multiglomerular,acetylcholine,1,left
13953,M_lvPNm42_right,13953,M_lvPNm42,central,ALPN,multiglomerular,acetylcholine,1,right
13954,M_lvPNm43_left,13954,M_lvPNm43,central,ALPN,multiglomerular,acetylcholine,1,left
13955,M_lvPNm43_right,13955,M_lvPNm43,central,ALPN,multiglomerular,acetylcholine,1,right
13956,M_lvPNm44_left,13956,M_lvPNm44,central,ALPN,multiglomerular,acetylcholine,1,left
13957,M_lvPNm44_right,13957,M_lvPNm44,central,ALPN,multiglomerular,acetylcholine,1,right
13958,M_lvPNm45_left,13958,M_lvPNm45,central,ALPN,multiglomerular,acetylcholine,1,left
13959,M_lvPNm45_right,13959,M_lvPNm45,central,ALPN,multiglomerular,acetylcholine,1,right
13960,M_lvPNm46_left,13960,M_lvPNm46,central,ALPN,multiglomerular,acetylcholine,1,left
13961,M_lvPNm46_right,13961,M_lvPNm46,central,ALPN,multiglomerular,acetylcholine,1,right
13962,M_lvPNm47_left,13962,M_lvPNm47,central,ALPN,multiglomerular,acetylcholine,1,left
13963,M_lvPNm47_right,13963,M_lvPNm47,central,ALPN,multiglomerular,acetylcholine,1,right
13964,M_lvPNm48_left,13964,M_lvPNm48,central,ALPN,multiglomerular,acetylcholine,1,left
13965,M_lvPNm48_right,13965,M_lvPNm48,central,ALPN,multiglomerular,acetylcholine,1,right
13966,M_smPN6t2_left,13966,M_smPN6t2,central,ALPN,multiglomerular,gaba,-1,left
13967,M_smPN6t2_right,13967,M_smPN6t2,central,ALPN,multiglomerular,gaba,-1,right
13968,M_smPNm1_left,13968,M_smPNm1,central,ALPN,multiglomerular,gaba,-1,left
13969,M_smPNm1_right,13969,M_smPNm1,central,ALPN,multiglomerular,gaba,-1,right
13970,M_spPN4t9_left,13970,M_spPN4t9,central,ALPN,multiglomerular,acetylcholine,1,left
13971,M_spPN4t9_right,13971,M_spPN4t9,central,ALPN,multiglomerular,acetylcholine,1,right
13972,M_spPN5t10_left,13972,M_spPN5t10,central,ALPN,multiglomerular,acetylcholine,1,left
13973,M_spPN5t10_right,13973,M_spPN5t10,central,ALPN,multiglomerular,acetylcholine,1,right
13974,M_vPNml50_left,13974,M_vPNml50,central,ALPN,multiglomerular,gaba,-1,left
13975,M_vPNml50_right,13975,M_vPNml50,central,ALPN,multiglomerular,gaba,-1,right
13976,M_vPNml51_left,13976,M_vPNml51,central,ALPN,multiglomerular,gaba,-1,left
13977,M_vPNml51_right,13977,M_vPNml51,central,ALPN,multiglomerular,gaba,-1,right
13978,M_vPNml53_left,13978,M_vPNml53,central,ALPN,multiglomerular,gaba,-1,left
13979,M_vPNml53_right,13979,M_vPNml53,central,ALPN,multiglomerular,gaba,-1,right
13980,M_vPNml54_left,13980,M_vPNml54,central,ALPN,multiglomerular,gaba,-1,left
13981,M_vPNml54_right,13981,M_vPNml54,central,ALPN,multiglomerular,gaba,-1,right
