idx,hitting_time,bodyId,cell_type,side,coords,nt,sign,cell_type_side
42181,0.0,128109,L3,right,"1,53",acetylcholine,1,L3_right
42182,2.000673504372961,128110,T5b,right,,acetylcholine,1,T5b_right
42183,2.0,128111,T5a,right,,acetylcholine,1,T5a_right
42184,1.9133472052101417,128112,Tm39,right,,acetylcholine,1,Tm39_right
42185,2.000605035730088,128113,T5c,right,,acetylcholine,1,T5c_right
42186,2.001605330759076,128114,T5d,right,,acetylcholine,1,T5d_right
42187,1.7892813718970475,128115,Dm2,right,,acetylcholine,1,Dm2_right
42188,2.000243595045609,128117,T5c,right,,acetylcholine,1,T5c_right
42189,2.0,128119,T4d,right,,acetylcholine,1,T4d_right
42190,2.0,128121,T5c,right,,acetylcholine,1,T5c_right
42191,2.0013519100691246,128124,T5b,right,,acetylcholine,1,T5b_right
42192,2.000549888848038,128127,T4d,right,,acetylcholine,1,T4d_right
42193,2.0,128136,T4a,right,,acetylcholine,1,T4a_right
42194,1.932442645834064,128137,Dm2,right,,acetylcholine,1,Dm2_right
42195,2.8846969942373324,128140,LPC2,right,,acetylcholine,1,LPC2_right
42196,2.0,128142,T4d,right,,acetylcholine,1,T4d_right
42197,2.103011850418344,128145,Cm8,right,,gaba,-1,Cm8_right
42198,1.926483129043312,128147,Mi4,right,"4,8",gaba,-1,Mi4_right
42199,2.0,128148,T4a,right,,acetylcholine,1,T4a_right
42200,2.00100494941132,128149,T5b,right,,acetylcholine,1,T5b_right
42201,1.0,128151,Tm20,right,"3,61",acetylcholine,1,Tm20_right
42202,1.1598316940808733,128155,Dm3b,right,,glutamate,-1,Dm3b_right
42203,1.0,128156,Mi15,right,,acetylcholine,1,Mi15_right
42204,2.0,128159,T4d,right,,acetylcholine,1,T4d_right
42205,2.0,128161,T4d,right,,acetylcholine,1,T4d_right
42206,2.000004794170145,128163,T3,right,,acetylcholine,1,T3_right
42207,1.7726371525708722,128166,TmY9b,right,,acetylcholine,1,TmY9b_right
42208,1.0,128167,L5,right,"-8,40",acetylcholine,1,L5_right
42209,2.0,128169,T4d,right,,acetylcholine,1,T4d_right
42210,2.000321893031684,128171,T4d,right,,acetylcholine,1,T4d_right
42211,2.0,128173,T3,right,,acetylcholine,1,T3_right
42212,1.0,128174,Tm2,right,"17,31",acetylcholine,1,Tm2_right
42213,2.0002292707001543,128175,T5c,right,,acetylcholine,1,T5c_right
42214,2.0,128176,T4a,right,,acetylcholine,1,T4a_right
42215,2.0,128181,T3,right,,acetylcholine,1,T3_right
42216,1.4637723506754274,128187,Mi15,right,,acetylcholine,1,Mi15_right
42217,1.0,128191,L5,right,"11,23",acetylcholine,1,L5_right
42218,2.000646512521401,128196,T5c,right,,acetylcholine,1,T5c_right
42219,1.4832763997808522,128200,Dm3b,right,,glutamate,-1,Dm3b_right
42220,2.0000795401818974,128206,T5b,right,,acetylcholine,1,T5b_right
42221,1.0,128208,Mi15,right,,acetylcholine,1,Mi15_right
42222,1.0,128210,Tm20,right,"-5,59",acetylcholine,1,Tm20_right
42223,2.0007472267254025,128216,T5a,right,,acetylcholine,1,T5a_right
42224,2.0,128217,T3,right,,acetylcholine,1,T3_right
42225,2.0009272929030355,128218,T5c,right,,acetylcholine,1,T5c_right
42226,1.0,128219,Tm9,right,"9,21",acetylcholine,1,Tm9_right
42227,2.0,128221,T4a,right,,acetylcholine,1,T4a_right
42228,1.977877188478133,128222,Tm6,right,,acetylcholine,1,Tm6_right
42229,2.0010131610979163,128223,T5b,right,,acetylcholine,1,T5b_right
42230,1.9454463904873456,128228,Tm29,right,,glutamate,-1,Tm29_right
42231,2.0,128229,T3,right,,acetylcholine,1,T3_right
42232,0.0,128232,L3,right,"-6,10",acetylcholine,1,L3_right
42233,1.4353702657242848,128234,Dm8b,right,,glutamate,-1,Dm8b_right
42234,2.0,128235,T3,right,,acetylcholine,1,T3_right
42235,2.0,128243,T4d,right,,acetylcholine,1,T4d_right
42236,1.0,128244,Tm9,right,"2,54",acetylcholine,1,Tm9_right
42237,2.0030135558813327,128245,Tm6,right,,acetylcholine,1,Tm6_right
42238,1.0017941245526265,128250,Tm20,right,"7,49",acetylcholine,1,Tm20_right
42239,2.0,128254,T4c,right,,acetylcholine,1,T4c_right
42240,2.0,128256,T4d,right,,acetylcholine,1,T4d_right
42241,2.0,128259,T5b,right,,acetylcholine,1,T5b_right
42242,1.0,128264,L5,right,"4,72",acetylcholine,1,L5_right
42243,1.0,128271,Tm9,right,"-5,65",acetylcholine,1,Tm9_right
42244,2.0,128272,T4b,right,,acetylcholine,1,T4b_right
42245,1.0,128274,C2,right,"-10,50",gaba,-1,C2_right
42246,2.0011201368640608,128275,T5c,right,,acetylcholine,1,T5c_right
42247,1.3634088944591356,128286,Mi15,right,,acetylcholine,1,Mi15_right
42248,1.9479234418631743,128296,Dm2,right,,acetylcholine,1,Dm2_right
42249,1.642372766350908,128298,Dm3a,right,,glutamate,-1,Dm3a_right
42250,1.25342867280086,128302,Dm3a,right,,glutamate,-1,Dm3a_right
42251,1.5298574929236453,128303,Dm3c,right,,glutamate,-1,Dm3c_right
42252,1.0,128308,Tm1,right,"9,17",acetylcholine,1,Tm1_right
42253,1.0,128312,Mi9,right,"15,57",glutamate,-1,Mi9_right
42254,2.0052962027805976,128313,T4c,right,,acetylcholine,1,T4c_right
42255,2.0,128314,T4a,right,,acetylcholine,1,T4a_right
42256,1.0,128316,Tm20,right,"-14,48",acetylcholine,1,Tm20_right
42257,1.9839383114988196,128319,Tm6,right,,acetylcholine,1,Tm6_right
42258,1.0,128320,R1-R6,right,,histamine,1,R1-R6_right
42259,2.0,128323,T4d,right,,acetylcholine,1,T4d_right
42260,1.0,128328,Tm3,right,,acetylcholine,1,Tm3_right
42261,1.2964627722549469,128333,Dm3a,right,,glutamate,-1,Dm3a_right
42262,1.0,128339,Tm5c,right,,glutamate,-1,Tm5c_right
42263,2.0004252669475413,128346,T5d,right,,acetylcholine,1,T5d_right
42264,1.8603234589538065,128355,Mi15,right,,acetylcholine,1,Mi15_right
42265,2.0,128356,T3,right,,acetylcholine,1,T3_right
42266,2.0005282432803284,128360,T5a,right,,acetylcholine,1,T5a_right
42267,2.000781289176881,128364,T5c,right,,acetylcholine,1,T5c_right
42268,2.000275373677374,128373,T5d,right,,acetylcholine,1,T5d_right
42269,2.0,128380,T3,right,,acetylcholine,1,T3_right
42270,2.0013504177882657,128383,T5a,right,,acetylcholine,1,T5a_right
42271,2.0000034236882644,128386,T3,right,,acetylcholine,1,T3_right
42272,2.0,128396,T4d,right,,acetylcholine,1,T4d_right
42273,1.760921924261283,128402,Dm2,right,,acetylcholine,1,Dm2_right
42274,1.5517592707447574,128403,Dm2,right,,acetylcholine,1,Dm2_right
42275,2.000710588174872,128412,T5c,right,,acetylcholine,1,T5c_right
42276,2.0,128415,T3,right,,acetylcholine,1,T3_right
42277,1.0,128416,Mi9,right,"-5,7",glutamate,-1,Mi9_right
42278,2.0,128418,T4b,right,,acetylcholine,1,T4b_right
42279,1.6274377075477608,128420,Dm3c,right,,glutamate,-1,Dm3c_right
42280,2.000589247316912,128421,T3,right,,acetylcholine,1,T3_right
42281,2.00132757518797,128423,T5c,right,,acetylcholine,1,T5c_right
42282,2.0008518449316903,128424,T5c,right,,acetylcholine,1,T5c_right
42283,1.1893305487164674,128425,Dm3b,right,,glutamate,-1,Dm3b_right
42284,2.000983036688697,128428,T5c,right,,acetylcholine,1,T5c_right
42285,2.006468170346337,128432,Dm2,right,,acetylcholine,1,Dm2_right
42286,1.648176749699815,128436,Dm2,right,,acetylcholine,1,Dm2_right
42287,2.0,128442,T3,right,,acetylcholine,1,T3_right
42288,1.1869296763767,128445,Dm3b,right,,glutamate,-1,Dm3b_right
42289,2.0,128446,T4c,right,,acetylcholine,1,T4c_right
42290,1.0,128454,C2,right,"-14,46",gaba,-1,C2_right
42291,1.0,128455,Tm20,right,"-11,57",acetylcholine,1,Tm20_right
42292,2.0,128456,T4b,right,,acetylcholine,1,T4b_right
42293,2.3665242310543726,128458,Tm29,right,,glutamate,-1,Tm29_right
42294,1.0,128463,L5,right,"3,15",acetylcholine,1,L5_right
42295,1.1165882449747164,128464,Dm3b,right,,glutamate,-1,Dm3b_right
42296,2.0,128465,T3,right,,acetylcholine,1,T3_right
42297,2.0,128470,T3,right,,acetylcholine,1,T3_right
42298,0.0,128475,L3,right,"3,51",acetylcholine,1,L3_right
42299,2.0,128477,T3,right,,acetylcholine,1,T3_right
42300,2.2693475787484947,128483,Tm29,right,,glutamate,-1,Tm29_right
42301,1.0067506071948706,128494,Tm4,right,"0,52",acetylcholine,1,Tm4_right
42302,2.001417492143947,128498,T4c,right,,acetylcholine,1,T4c_right
42303,1.8418783128151937,128499,TmY18,right,,acetylcholine,1,TmY18_right
42304,2.0,128502,T3,right,,acetylcholine,1,T3_right
42305,2.0005217213996307,128503,T5d,right,,acetylcholine,1,T5d_right
42306,1.2474729184475644,128508,Mi15,right,,acetylcholine,1,Mi15_right
42307,1.0,128517,R1-R6,right,,histamine,1,R1-R6_right
42308,2.000994529537845,128520,T5c,right,,acetylcholine,1,T5c_right
42309,1.0,128524,C2,right,"1,63",gaba,-1,C2_right
42310,1.8153787619341384,128532,Cm1,right,,acetylcholine,1,Cm1_right
42311,2.000587126502432,128534,T5c,right,,acetylcholine,1,T5c_right
42312,2.0,128535,T4a,right,,acetylcholine,1,T4a_right
42313,2.000716905527298,128540,T5b,right,,acetylcholine,1,T5b_right
42314,1.7865371945716615,128541,Tm5b,right,,acetylcholine,1,Tm5b_right
42315,2.000008414821212,128543,T3,right,,acetylcholine,1,T3_right
42316,2.000470854073491,128544,T5c,right,,acetylcholine,1,T5c_right
42317,2.0000012734697976,128553,T3,right,,acetylcholine,1,T3_right
42318,1.2680394670378732,128555,Dm3b,right,,glutamate,-1,Dm3b_right
42319,1.8157445939667896,128559,TmY18,right,,acetylcholine,1,TmY18_right
42320,1.9280637500791575,128572,Mi4,right,"13,21",gaba,-1,Mi4_right
42321,1.4515131681214952,128575,Mi2,right,,glutamate,-1,Mi2_right
42322,1.104174672146485,128577,Dm3b,right,,glutamate,-1,Dm3b_right
42323,2.0035926598633123,128578,T2,right,,acetylcholine,1,T2_right
42324,1.4149322935467046,128582,Dm3a,right,,glutamate,-1,Dm3a_right
42325,2.959779507123768,128586,LPC2,right,,acetylcholine,1,LPC2_right
42326,2.0,128587,T4c,right,,acetylcholine,1,T4c_right
42327,1.0,128588,L5,right,"11,21",acetylcholine,1,L5_right
42328,1.8214299942332544,128590,Tm12,right,,acetylcholine,1,Tm12_right
42329,2.000224458415157,128592,T5c,right,,acetylcholine,1,T5c_right
42330,1.0,128600,C2,right,"11,65",gaba,-1,C2_right
42331,2.00129000539893,128601,T5b,right,,acetylcholine,1,T5b_right
42332,1.0,128605,Mi9,right,"-14,46",glutamate,-1,Mi9_right
42333,1.7134516320379654,128610,Dm3c,right,,glutamate,-1,Dm3c_right
42334,1.0,128614,Tm20,right,"18,36",acetylcholine,1,Tm20_right
42335,1.4017400369077473,128616,Mi2,right,,glutamate,-1,Mi2_right
42336,1.6520973847894254,128617,Dm3b,right,,glutamate,-1,Dm3b_right
42337,2.0301922898603992,128620,Mi17,right,,gaba,-1,Mi17_right
42338,0.0,128626,L3,right,"-14,44",acetylcholine,1,L3_right
42339,1.9769925893841929,128635,Tm39,right,,acetylcholine,1,Tm39_right
42340,1.8333333246409893,128643,L4,right,,acetylcholine,1,L4_right
42341,2.0233725222552037,128644,LC30,right,,acetylcholine,1,LC30_right
42342,1.0,128646,T1,right,"18,34",unclear,1,T1_right
42343,2.0,128647,T4c,right,,acetylcholine,1,T4c_right
42344,2.0,128655,T4d,right,,acetylcholine,1,T4d_right
42345,1.82948995821459,128658,Mi10,right,,acetylcholine,1,Mi10_right
42346,2.0000801235503025,128662,T5b,right,,acetylcholine,1,T5b_right
42347,1.7500193411461051,128665,Dm3a,right,,glutamate,-1,Dm3a_right
42348,1.1965973543422208,128668,L4,right,,acetylcholine,1,L4_right
42349,2.0,128674,T5b,right,,acetylcholine,1,T5b_right
42350,2.0003033161712054,128679,T5b,right,,acetylcholine,1,T5b_right
42351,1.3334658934939023,128684,Dm3b,right,,glutamate,-1,Dm3b_right
42352,2.0,128686,T4b,right,,acetylcholine,1,T4b_right
42353,1.9777933915428745,128687,Tm12,right,,acetylcholine,1,Tm12_right
42354,2.0,128690,T3,right,,acetylcholine,1,T3_right
42355,1.588893259673949,128692,Dm2,right,,acetylcholine,1,Dm2_right
42356,1.0869192652208244,128697,Tm3,right,,acetylcholine,1,Tm3_right
42357,2.0,128699,T4d,right,,acetylcholine,1,T4d_right
42358,1.0,128701,Mi15,right,,acetylcholine,1,Mi15_right
42359,2.001185525447986,128704,T5c,right,,acetylcholine,1,T5c_right
42360,2.0,128705,T3,right,,acetylcholine,1,T3_right
42361,2.0,128710,T3,right,,acetylcholine,1,T3_right
42362,2.0,128711,T3,right,,acetylcholine,1,T3_right
42363,1.0,128712,Mi15,right,,acetylcholine,1,Mi15_right
42364,2.0,128716,Mi15,right,,acetylcholine,1,Mi15_right
42365,2.0,128720,T4a,right,,acetylcholine,1,T4a_right
42366,2.0006435789552275,128723,T5b,right,,acetylcholine,1,T5b_right
42367,1.0514611628764292,128726,Tm3,right,,acetylcholine,1,Tm3_right
42368,2.0,128728,T3,right,,acetylcholine,1,T3_right
42369,2.0,128732,T3,right,,acetylcholine,1,T3_right
42370,1.5553354060449096,128733,Dm3c,right,,glutamate,-1,Dm3c_right
42371,1.9395818170218455,128744,Cm1,right,,acetylcholine,1,Cm1_right
42372,2.000458099668406,128746,T3,right,,acetylcholine,1,T3_right
42373,2.000276481789217,128756,T4a,right,,acetylcholine,1,T4a_right
42374,1.6500504362413482,128759,Mi2,right,,glutamate,-1,Mi2_right
42375,2.000069954154716,128760,Dm2,right,,acetylcholine,1,Dm2_right
42376,2.0,128764,T4c,right,,acetylcholine,1,T4c_right
42377,1.0,128765,Tm2,right,"-10,12",acetylcholine,1,Tm2_right
42378,2.0,128768,T4a,right,,acetylcholine,1,T4a_right
42379,1.5889718020841352,128774,Dm3c,right,,glutamate,-1,Dm3c_right
42380,1.8760827729044636,128775,Cm2,right,,acetylcholine,1,Cm2_right
42381,1.848065709788076,128778,Lai,right,,glutamate,-1,Lai_right
42382,2.0,128781,T5d,right,,acetylcholine,1,T5d_right
42383,1.0,128784,Tm20,right,"-2,68",acetylcholine,1,Tm20_right
42384,2.0025006376172767,128785,T5b,right,,acetylcholine,1,T5b_right
42385,1.0,128789,Tm20,right,"10,24",acetylcholine,1,Tm20_right
42386,1.1393364490723803,128792,Dm3b,right,,glutamate,-1,Dm3b_right
42387,1.105544213114323,128797,Tm20,right,"-8,10",acetylcholine,1,Tm20_right
42388,2.0027116440315167,128799,Tm6,right,,acetylcholine,1,Tm6_right
42389,2.0008112295644045,128800,T5d,right,,acetylcholine,1,T5d_right
42390,2.000402867138118,128801,T5d,right,,acetylcholine,1,T5d_right
42391,2.0,128803,T4b,right,,acetylcholine,1,T4b_right
42392,2.000881599756368,128806,T5b,right,,acetylcholine,1,T5b_right
42393,2.0,128811,T4d,right,,acetylcholine,1,T4d_right
42394,1.538625000029667,128816,Dm3a,right,,glutamate,-1,Dm3a_right
42395,2.001618146299867,128821,T5b,right,,acetylcholine,1,T5b_right
42396,1.0,128829,C2,right,"2,62",gaba,-1,C2_right
42397,2.0009848352559425,128833,T5d,right,,acetylcholine,1,T5d_right
42398,1.571460549255013,128836,Dm3c,right,,glutamate,-1,Dm3c_right
42399,1.1200000125169756,128839,R1-R6,right,,histamine,1,R1-R6_right
42400,1.4453316992586718,128843,Mi13,right,,glutamate,-1,Mi13_right
42401,1.0001790143610214,128845,Dm9,right,,glutamate,-1,Dm9_right
42402,2.0,128846,T3,right,,acetylcholine,1,T3_right
42403,2.000294484928453,128847,T5c,right,,acetylcholine,1,T5c_right
42404,2.000274819382444,128851,T4d,right,,acetylcholine,1,T4d_right
42405,2.000752696528076,128854,T5d,right,,acetylcholine,1,T5d_right
42406,2.001024143870748,128857,T4c,right,,acetylcholine,1,T4c_right
42407,2.0000680080018114,128860,Dm2,right,,acetylcholine,1,Dm2_right
42408,2.001436206656708,128862,T5c,right,,acetylcholine,1,T5c_right
42409,2.00337253903506,128864,Tm6,right,,acetylcholine,1,Tm6_right
42410,1.0,128867,T1,right,"-8,10",unclear,1,T1_right
42411,1.503567301852398,128870,Mi2,right,,glutamate,-1,Mi2_right
42412,1.54329559899414,128874,Dm3c,right,,glutamate,-1,Dm3c_right
42413,2.0000042915074365,128880,T3,right,,acetylcholine,1,T3_right
42414,1.0,128887,Tm20,right,"-15,29",acetylcholine,1,Tm20_right
42415,1.4585541223967209,128889,Mi2,right,,glutamate,-1,Mi2_right
42416,1.923077616011524,128891,Mi15,right,,acetylcholine,1,Mi15_right
42417,1.735255480850793,128893,Dm3a,right,,glutamate,-1,Dm3a_right
42418,1.0125710855494234,128895,Tm20,right,"-6,62",acetylcholine,1,Tm20_right
42419,2.071051385171597,128897,Mi13,right,,glutamate,-1,Mi13_right
42420,2.018084957101211,128900,Tm39,right,,acetylcholine,1,Tm39_right
42421,2.0,128906,T4b,right,,acetylcholine,1,T4b_right
42422,2.0,128910,T5a,right,,acetylcholine,1,T5a_right
42423,2.001300454408807,128911,T5c,right,,acetylcholine,1,T5c_right
42424,1.3771353613214403,128913,Mi2,right,,glutamate,-1,Mi2_right
42425,1.0562184384783944,128916,Tm3,right,,acetylcholine,1,Tm3_right
42426,2.0013961733516963,128917,T5b,right,,acetylcholine,1,T5b_right
42427,1.849644255644568,128918,Cm1,right,,acetylcholine,1,Cm1_right
42428,2.0,128921,T5a,right,,acetylcholine,1,T5a_right
42429,1.0,128933,L5,right,"11,65",acetylcholine,1,L5_right
42430,2.001283025233187,128934,T5a,right,,acetylcholine,1,T5a_right
42431,1.687946085150506,128935,Cm1,right,,acetylcholine,1,Cm1_right
42432,1.3533497888614638,128938,Tm5b,right,,acetylcholine,1,Tm5b_right
42433,1.8673471649175035,128943,Dm10,right,,gaba,-1,Dm10_right
42434,1.3885936805999202,128944,Dm3b,right,,glutamate,-1,Dm3b_right
42435,2.0001286901032307,128949,T5c,right,,acetylcholine,1,T5c_right
42436,1.483302205379807,128954,Dm2,right,,acetylcholine,1,Dm2_right
42437,1.3428065951711634,128956,Dm3b,right,,glutamate,-1,Dm3b_right
42438,1.6069986644281322,128959,Cm1,right,,acetylcholine,1,Cm1_right
42439,1.4261893843020477,128960,Mi13,right,,glutamate,-1,Mi13_right
42440,1.406098286714994,128964,Dm3b,right,,glutamate,-1,Dm3b_right
42441,2.0005381679604857,128968,T4d,right,,acetylcholine,1,T4d_right
42442,2.0020176200325963,128971,T5b,right,,acetylcholine,1,T5b_right
42443,1.0,128976,L5,right,"12,64",acetylcholine,1,L5_right
42444,2.0,128984,T4d,right,,acetylcholine,1,T4d_right
42445,2.002013721592971,128990,T5b,right,,acetylcholine,1,T5b_right
42446,2.000957228119753,128992,T5b,right,,acetylcholine,1,T5b_right
42447,2.000238822265837,128994,T5c,right,,acetylcholine,1,T5c_right
42448,2.0,128996,T3,right,,acetylcholine,1,T3_right
42449,1.0,128997,L5,right,"-5,57",acetylcholine,1,L5_right
42450,1.0,128999,R1-R6,right,,histamine,1,R1-R6_right
42451,2.0002678340142874,129007,T4c,right,,acetylcholine,1,T4c_right
42452,1.0946558254918235,129008,Tm3,right,,acetylcholine,1,Tm3_right
42453,2.9546098117462245,129013,LPi3412,right,,glutamate,-1,LPi3412_right
42454,2.030150469485603,129019,Tm29,right,,glutamate,-1,Tm29_right
42455,2.0,129020,T3,right,,acetylcholine,1,T3_right
42456,1.0,129023,C2,right,"0,62",gaba,-1,C2_right
42457,2.0,129034,T4c,right,,acetylcholine,1,T4c_right
42458,1.0,129039,L5,right,"17,35",acetylcholine,1,L5_right
42459,1.0,129045,L5,right,"6,68",acetylcholine,1,L5_right
42460,2.0031883383197853,129046,Tm6,right,,acetylcholine,1,Tm6_right
42461,2.0,129052,T4a,right,,acetylcholine,1,T4a_right
42462,1.3716645141316346,129057,Dm3a,right,,glutamate,-1,Dm3a_right
42463,2.0,129066,T3,right,,acetylcholine,1,T3_right
42464,2.0,129076,T4b,right,,acetylcholine,1,T4b_right
42465,2.120475809417792,129077,MeLo4,right,,acetylcholine,1,MeLo4_right
42466,1.0,129080,Mi9,right,"-3,69",glutamate,-1,Mi9_right
42467,2.0,129082,T3,right,,acetylcholine,1,T3_right
42468,2.025365856140822,129086,TmY5a,right,,glutamate,-1,TmY5a_right
42469,1.0,129088,C2,right,"11,17",gaba,-1,C2_right
42470,2.0,129089,T3,right,,acetylcholine,1,T3_right
42471,2.0,129091,T4c,right,,acetylcholine,1,T4c_right
42472,1.0,129096,Tm20,right,"18,46",acetylcholine,1,Tm20_right
42473,1.9879436368103585,129097,Tm6,right,,acetylcholine,1,Tm6_right
42474,2.0,129098,T4b,right,,acetylcholine,1,T4b_right
42475,2.001479863939185,129100,T5a,right,,acetylcholine,1,T5a_right
42476,0.0,129101,L3,right,"-15,35",acetylcholine,1,L3_right
42477,2.000378463751806,129104,T4d,right,,acetylcholine,1,T4d_right
42478,2.5586388301328897,129107,Cm1,right,,acetylcholine,1,Cm1_right
42479,2.0,129111,T5c,right,,acetylcholine,1,T5c_right
42480,2.0021862549229565,129112,T5b,right,,acetylcholine,1,T5b_right
42481,1.0,129117,Tm20,right,"0,64",acetylcholine,1,Tm20_right
42482,1.0,129123,L5,right,"12,22",acetylcholine,1,L5_right
42483,2.000025362741359,129126,T4b,right,,acetylcholine,1,T4b_right
42484,1.3192305785942129,129131,Dm3a,right,,glutamate,-1,Dm3a_right
42485,2.0,129133,T4b,right,,acetylcholine,1,T4b_right
42486,2.0,129135,T5b,right,,acetylcholine,1,T5b_right
42487,1.0,129137,Tm20,right,"-5,39",acetylcholine,1,Tm20_right
42488,1.0,129142,Mi9,right,"0,52",glutamate,-1,Mi9_right
42489,2.0005898740219155,129148,T5a,right,,acetylcholine,1,T5a_right
42490,1.2704097946678417,129151,Mi2,right,,glutamate,-1,Mi2_right
42491,2.082816292575273,129156,Tm33,right,,acetylcholine,1,Tm33_right
42492,1.9643292443033904,129161,Tm6,right,,acetylcholine,1,Tm6_right
42493,1.0,129163,Mi15,right,,acetylcholine,1,Mi15_right
42494,2.0,129166,T5a,right,,acetylcholine,1,T5a_right
42495,1.917401200631884,129173,Mi15,right,,acetylcholine,1,Mi15_right
42496,1.0,129178,Tm4,right,"13,63",acetylcholine,1,Tm4_right
42497,2.003721356698062,129179,Dm2,right,,acetylcholine,1,Dm2_right
42498,1.196598985459386,129183,Dm3a,right,,glutamate,-1,Dm3a_right
42499,0.0,129185,L3,right,"-2,60",acetylcholine,1,L3_right
42500,2.0,129187,T4a,right,,acetylcholine,1,T4a_right
42501,1.0,129188,Mi15,right,,acetylcholine,1,Mi15_right
42502,2.0,129191,T3,right,,acetylcholine,1,T3_right
42503,2.0007613614297397,129193,T5d,right,,acetylcholine,1,T5d_right
42504,1.0,129195,R1-R6,right,,histamine,1,R1-R6_right
42505,1.8542274069041011,129199,TmY18,right,,acetylcholine,1,TmY18_right
42506,2.4372322665728547,129202,Li23,right,,acetylcholine,1,Li23_right
42507,2.0004591968032024,129207,T5d,right,,acetylcholine,1,T5d_right
