idx,hitting_time,bodyId,cell_type,side,coords,nt,sign,cell_type_side
41793,1.3316195031866211,126856,Dm3c,right,,glutamate,-1,Dm3c_right
41794,2.001956183408901,126869,T5a,right,,acetylcholine,1,T5a_right
41795,1.0,126875,L5,right,"16,34",acetylcholine,1,L5_right
41796,2.000142905275668,126876,T5c,right,,acetylcholine,1,T5c_right
41797,2.0,126879,T3,right,,acetylcholine,1,T3_right
41798,1.0,126882,Tm3,right,,acetylcholine,1,Tm3_right
41799,2.0,126884,T5d,right,,acetylcholine,1,T5d_right
41800,2.0004985603921086,126885,T4c,right,,acetylcholine,1,T4c_right
41801,1.3729578419648876,126886,Mi13,right,,glutamate,-1,Mi13_right
41802,2.0007243400820607,126887,T5a,right,,acetylcholine,1,T5a_right
41803,2.0,126890,T4c,right,,acetylcholine,1,T4c_right
41804,2.0,126892,T4d,right,,acetylcholine,1,T4d_right
41805,1.5839059283761272,126895,Dm2,right,,acetylcholine,1,Dm2_right
41806,1.0055569663459754,126897,Tm5c,right,,glutamate,-1,Tm5c_right
41807,1.920636048253351,126901,Mi4,right,"-12,58",gaba,-1,Mi4_right
41808,2.0,126902,T4d,right,,acetylcholine,1,T4d_right
41809,1.7644687146603375,126903,TmY18,right,,acetylcholine,1,TmY18_right
41810,1.4618055421031184,126904,L4,right,,acetylcholine,1,L4_right
41811,2.0,126906,T3,right,,acetylcholine,1,T3_right
41812,1.5764358482216845,126909,Mi2,right,,glutamate,-1,Mi2_right
41813,1.0,126914,Mi9,right,"-15,31",glutamate,-1,Mi9_right
41814,2.0003023136391422,126915,T5b,right,,acetylcholine,1,T5b_right
41815,2.0,126921,T4b,right,,acetylcholine,1,T4b_right
41816,2.0,126926,T4b,right,,acetylcholine,1,T4b_right
41817,2.0,126933,Mi15,right,,acetylcholine,1,Mi15_right
41818,1.0,126941,Tm9,right,"15,55",acetylcholine,1,Tm9_right
41819,2.0007568236942936,126942,T5d,right,,acetylcholine,1,T5d_right
41820,1.1695501712057417,126946,R1-R6,right,,histamine,1,R1-R6_right
41821,1.0,126951,Tm20,right,"12,50",acetylcholine,1,Tm20_right
41822,2.0,126958,T3,right,,acetylcholine,1,T3_right
41823,2.0006513129684285,126962,T5d,right,,acetylcholine,1,T5d_right
41824,1.3053878775867007,126964,Mi2,right,,glutamate,-1,Mi2_right
41825,2.0178802150824566,126968,Dm2,right,,acetylcholine,1,Dm2_right
41826,2.0,126971,T4c,right,,acetylcholine,1,T4c_right
41827,1.1167305460149843,126972,Tm5a,right,,acetylcholine,1,Tm5a_right
41828,1.0,126977,L4,right,,acetylcholine,1,L4_right
41829,2.000872878277717,126985,Dm2,right,,acetylcholine,1,Dm2_right
41830,1.698345593804289,126988,Dm3c,right,,glutamate,-1,Dm3c_right
41831,2.002974527424722,126990,T5d,right,,acetylcholine,1,T5d_right
41832,1.0,127008,R1-R6,right,,histamine,1,R1-R6_right
41833,2.0,127009,T3,right,,acetylcholine,1,T3_right
41834,2.600798830384037,127011,MeTu4e,right,,acetylcholine,1,MeTu4e_right
41835,1.977146501678672,127013,Tm5Y,right,,acetylcholine,1,Tm5Y_right
41836,1.9776980643920057,127016,Tm6,right,,acetylcholine,1,Tm6_right
41837,2.001050278484906,127017,T5b,right,,acetylcholine,1,T5b_right
41838,1.658767828227467,127022,Dm3c,right,,glutamate,-1,Dm3c_right
41839,2.0,127027,T5d,right,,acetylcholine,1,T5d_right
41840,2.0,127029,T3,right,,acetylcholine,1,T3_right
41841,1.0802883017920542,127034,Dm3b,right,,glutamate,-1,Dm3b_right
41842,2.0001939164020577,127044,T5b,right,,acetylcholine,1,T5b_right
41843,1.0,127053,Tm9,right,"-14,46",acetylcholine,1,Tm9_right
41844,2.0,127056,T4b,right,,acetylcholine,1,T4b_right
41845,2.0002222632419144,127057,T4a,right,,acetylcholine,1,T4a_right
41846,2.0,127058,T4a,right,,acetylcholine,1,T4a_right
41847,2.0023955843843257,127061,T5a,right,,acetylcholine,1,T5a_right
41848,2.000262261687761,127067,T5b,right,,acetylcholine,1,T5b_right
41849,2.0,127068,T4c,right,,acetylcholine,1,T4c_right
41850,1.0709877024367458,127080,Dm8b,right,,glutamate,-1,Dm8b_right
41851,1.0,127084,Tm9,right,"13,59",acetylcholine,1,Tm9_right
41852,1.398195725978359,127086,Dm2,right,,acetylcholine,1,Dm2_right
41853,2.0008473575850925,127089,T5c,right,,acetylcholine,1,T5c_right
41854,2.00023097753304,127090,T4c,right,,acetylcholine,1,T4c_right
41855,2.0,127094,T3,right,,acetylcholine,1,T3_right
41856,2.0000812138547333,127096,T3,right,,acetylcholine,1,T3_right
41857,1.8113207519054413,127097,L4,right,,acetylcholine,1,L4_right
41858,2.0016687242379927,127103,T5b,right,,acetylcholine,1,T5b_right
41859,2.0,127105,L4,right,,acetylcholine,1,L4_right
41860,1.8095554806416796,127112,TmY18,right,,acetylcholine,1,TmY18_right
41861,2.000486056223017,127120,T5d,right,,acetylcholine,1,T5d_right
41862,2.0003250252949005,127135,T5a,right,,acetylcholine,1,T5a_right
41863,2.0001676117847813,127136,Dm2,right,,acetylcholine,1,Dm2_right
41864,2.000359664371748,127139,T5d,right,,acetylcholine,1,T5d_right
41865,1.3223549644529813,127140,Dm3a,right,,glutamate,-1,Dm3a_right
41866,1.973902663164724,127142,Tm6,right,,acetylcholine,1,Tm6_right
41867,2.00177219720652,127146,T5a,right,,acetylcholine,1,T5a_right
41868,2.000431193587985,127147,T5c,right,,acetylcholine,1,T5c_right
41869,2.0,127149,T4a,right,,acetylcholine,1,T4a_right
41870,1.0148212551426874,127153,Tm3,right,,acetylcholine,1,Tm3_right
41871,2.0007527805277983,127154,T5c,right,,acetylcholine,1,T5c_right
41872,2.001417306299141,127155,T5d,right,,acetylcholine,1,T5d_right
41873,1.5323815106351293,127157,Dm3b,right,,glutamate,-1,Dm3b_right
41874,1.9857795981137885,127160,TmY9b,right,,acetylcholine,1,TmY9b_right
41875,2.000045310037,127163,T5d,right,,acetylcholine,1,T5d_right
41876,2.000341785138766,127165,T5d,right,,acetylcholine,1,T5d_right
41877,2.0015071064246444,127166,T5a,right,,acetylcholine,1,T5a_right
41878,2.0006928728274977,127169,T5c,right,,acetylcholine,1,T5c_right
41879,1.009766043141035,127170,Tm3,right,,acetylcholine,1,Tm3_right
41880,2.0,127173,T5a,right,,acetylcholine,1,T5a_right
41881,1.084428293656604,127174,Dm3b,right,,glutamate,-1,Dm3b_right
41882,2.01138206042209,127179,Dm2,right,,acetylcholine,1,Dm2_right
41883,1.0,127181,R1-R6,right,,histamine,1,R1-R6_right
41884,1.000008467972209,127182,Dm15,right,,glutamate,-1,Dm15_right
41885,2.000256832791706,127187,T5d,right,,acetylcholine,1,T5d_right
41886,1.0,127189,Mi15,right,,acetylcholine,1,Mi15_right
41887,1.0,127201,C2,right,"7,69",gaba,-1,C2_right
41888,2.000250803182202,127204,T4c,right,,acetylcholine,1,T4c_right
41889,1.0,127205,Mi9,right,"-7,63",glutamate,-1,Mi9_right
41890,1.0403045779265234,127206,Tm20,right,"-10,58",acetylcholine,1,Tm20_right
41891,2.0,127209,T3,right,,acetylcholine,1,T3_right
41892,1.2762964638417298,127215,Dm2,right,,acetylcholine,1,Dm2_right
41893,2.0,127218,T4c,right,,acetylcholine,1,T4c_right
41894,2.0,127219,T3,right,,acetylcholine,1,T3_right
41895,1.0,127221,Tm20,right,"12,46",acetylcholine,1,Tm20_right
41896,2.0,127222,T5a,right,,acetylcholine,1,T5a_right
41897,1.7754201762813828,127228,Dm3c,right,,glutamate,-1,Dm3c_right
41898,2.0,127229,T3,right,,acetylcholine,1,T3_right
41899,2.0001125443392818,127232,T5a,right,,acetylcholine,1,T5a_right
41900,1.7357217752917866,127234,Cm1,right,,acetylcholine,1,Cm1_right
41901,1.7848938216346402,127241,TmY18,right,,acetylcholine,1,TmY18_right
41902,2.0016984833910234,127243,Tm6,right,,acetylcholine,1,Tm6_right
41903,1.3313511244929113,127245,Dm3b,right,,glutamate,-1,Dm3b_right
41904,1.0,127250,Tm20,right,"-6,60",acetylcholine,1,Tm20_right
41905,2.0003223801358434,127255,T5d,right,,acetylcholine,1,T5d_right
41906,2.000011312710137,127260,T5b,right,,acetylcholine,1,T5b_right
41907,1.0,127267,C2,right,"19,45",gaba,-1,C2_right
41908,1.0,127268,T1,right,"0,70",unclear,1,T1_right
41909,2.0004933678819152,127269,T5b,right,,acetylcholine,1,T5b_right
41910,2.0,127270,T5b,right,,acetylcholine,1,T5b_right
41911,1.0,127273,Tm9,right,"-11,57",acetylcholine,1,Tm9_right
41912,2.0,127278,T3,right,,acetylcholine,1,T3_right
41913,1.0,127281,L5,right,"-14,36",acetylcholine,1,L5_right
41914,2.0006754726089198,127282,T5c,right,,acetylcholine,1,T5c_right
41915,2.012629368739402,127288,TmY18,right,,acetylcholine,1,TmY18_right
41916,1.0,127289,L5,right,"1,13",acetylcholine,1,L5_right
41917,2.0,127296,T4b,right,,acetylcholine,1,T4b_right
41918,1.277603483241391,127297,Dm3b,right,,glutamate,-1,Dm3b_right
41919,2.0,127300,T3,right,,acetylcholine,1,T3_right
41920,1.0794094100016478,127302,Tm4,right,"1,53",acetylcholine,1,Tm4_right
41921,2.0003477445560334,127304,T5c,right,,acetylcholine,1,T5c_right
41922,2.0015434743502727,127306,T5b,right,,acetylcholine,1,T5b_right
41923,1.0,127313,Mi9,right,"3,69",glutamate,-1,Mi9_right
41924,1.8550724610686304,127315,Mi15,right,,acetylcholine,1,Mi15_right
41925,2.0,127325,T4a,right,,acetylcholine,1,T4a_right
41926,2.0,127327,T3,right,,acetylcholine,1,T3_right
41927,1.0,127328,Tm9,right,"2,68",acetylcholine,1,Tm9_right
41928,2.0,127329,T3,right,,acetylcholine,1,T3_right
41929,2.000210635727511,127331,T5c,right,,acetylcholine,1,T5c_right
41930,1.0,127337,Tm4,right,"-15,25",acetylcholine,1,Tm4_right
41931,1.0380660032827531,127341,Dm3b,right,,glutamate,-1,Dm3b_right
41932,2.0,127347,T3,right,,acetylcholine,1,T3_right
41933,2.001664080895013,127348,T5b,right,,acetylcholine,1,T5b_right
41934,2.000018048454322,127350,T5b,right,,acetylcholine,1,T5b_right
41935,2.000272388900882,127353,T5d,right,,acetylcholine,1,T5d_right
41936,1.345992805025631,127354,Dm8b,right,,glutamate,-1,Dm8b_right
41937,1.0,127359,Mi9,right,"9,19",glutamate,-1,Mi9_right
41938,2.000005340103614,127362,T3,right,,acetylcholine,1,T3_right
41939,2.0003328059026293,127363,T5d,right,,acetylcholine,1,T5d_right
41940,2.0,127368,T3,right,,acetylcholine,1,T3_right
41941,1.0,127369,Tm9,right,"12,62",acetylcholine,1,Tm9_right
41942,2.0001008839483045,127373,T3,right,,acetylcholine,1,T3_right
41943,1.0235043861721205,127374,Tm20,right,"4,62",acetylcholine,1,Tm20_right
41944,1.8277691659039743,127375,TmY9a,right,,acetylcholine,1,TmY9a_right
41945,1.9262034762902165,127379,TmY18,right,,acetylcholine,1,TmY18_right
41946,1.0,127381,L5,right,"10,26",acetylcholine,1,L5_right
41947,1.262045238103251,127385,Dm3a,right,,glutamate,-1,Dm3a_right
41948,1.2348494222335389,127386,Dm3b,right,,glutamate,-1,Dm3b_right
41949,2.0,127387,T4a,right,,acetylcholine,1,T4a_right
41950,2.0,127389,T3,right,,acetylcholine,1,T3_right
41951,2.0,127391,T4a,right,,acetylcholine,1,T4a_right
41952,2.00030858979541,127392,T5d,right,,acetylcholine,1,T5d_right
41953,1.7674418613314629,127393,L4,right,,acetylcholine,1,L4_right
41954,1.7114190819648636,127399,Dm2,right,,acetylcholine,1,Dm2_right
41955,1.2524252991033802,127400,Dm3b,right,,glutamate,-1,Dm3b_right
41956,1.2492588768918176,127401,Mi2,right,,glutamate,-1,Mi2_right
41957,1.0,127402,Mi9,right,"-8,62",glutamate,-1,Mi9_right
41958,2.0010449109635946,127404,T5b,right,,acetylcholine,1,T5b_right
41959,2.0,127407,T4b,right,,acetylcholine,1,T4b_right
41960,1.0,127408,R1-R6,right,,histamine,1,R1-R6_right
41961,1.146201410235205,127410,Dm3a,right,,glutamate,-1,Dm3a_right
41962,1.0,127412,L5,right,"11,19",acetylcholine,1,L5_right
41963,2.0,127414,T4b,right,,acetylcholine,1,T4b_right
41964,1.7919182944860093,127416,Dm2,right,,acetylcholine,1,Dm2_right
41965,1.4622994640447842,127417,Dm3b,right,,glutamate,-1,Dm3b_right
41966,2.0007701632859773,127418,T5d,right,,acetylcholine,1,T5d_right
41967,1.5526784570016152,127419,Dm3b,right,,glutamate,-1,Dm3b_right
41968,2.0,127420,T4d,right,,acetylcholine,1,T4d_right
41969,1.0,127429,R1-R6,right,,histamine,1,R1-R6_right
41970,1.3063349914617757,127436,Mi13,right,,glutamate,-1,Mi13_right
41971,2.000584380909614,127438,T5d,right,,acetylcholine,1,T5d_right
41972,1.0,127441,C2,right,"2,60",gaba,-1,C2_right
41973,1.0,127446,R1-R6,right,,histamine,1,R1-R6_right
41974,2.0,127448,T5d,right,,acetylcholine,1,T5d_right
41975,2.251159055092863,127456,Cm2,right,,acetylcholine,1,Cm2_right
41976,1.7765363194048405,127459,Mi4,right,"16,28",gaba,-1,Mi4_right
41977,2.0004566432695765,127461,T5b,right,,acetylcholine,1,T5b_right
41978,1.460554534573021,127466,Mi2,right,,glutamate,-1,Mi2_right
41979,2.0,127468,T4d,right,,acetylcholine,1,T4d_right
41980,2.0,127470,T3,right,,acetylcholine,1,T3_right
41981,0.0,127472,R8d,right,,histamine,1,R8d_right
41982,1.8203782515073612,127474,Dm2,right,,acetylcholine,1,Dm2_right
41983,2.0,127476,T4d,right,,acetylcholine,1,T4d_right
41984,2.0,127478,T5b,right,,acetylcholine,1,T5b_right
41985,2.0,127479,T4a,right,,acetylcholine,1,T4a_right
41986,2.0004795553584027,127487,T5b,right,,acetylcholine,1,T5b_right
41987,1.0,127491,Tm20,right,"11,23",acetylcholine,1,Tm20_right
41988,2.0,127494,T4d,right,,acetylcholine,1,T4d_right
41989,1.776586104434002,127495,Tm29,right,,glutamate,-1,Tm29_right
41990,2.7775438309415,127503,R1-R6,right,,histamine,1,R1-R6_right
41991,1.0,127509,T1,right,"11,33",unclear,1,T1_right
41992,1.0,127516,C2,right,"-14,32",gaba,-1,C2_right
41993,1.984534426336475,127528,TmY18,right,,acetylcholine,1,TmY18_right
41994,2.0000143502733785,127532,T5a,right,,acetylcholine,1,T5a_right
41995,1.0,127534,Tm9,right,"10,64",acetylcholine,1,Tm9_right
41996,1.0,127535,Tm20,right,"-8,56",acetylcholine,1,Tm20_right
41997,1.5736845462406406,127537,Dm2,right,,acetylcholine,1,Dm2_right
41998,2.0,127542,T5d,right,,acetylcholine,1,T5d_right
41999,1.0,127544,Tm2,right,"7,9",acetylcholine,1,Tm2_right
42000,2.0,127551,T3,right,,acetylcholine,1,T3_right
42001,1.0,127552,C2,right,"2,12",gaba,-1,C2_right
42002,1.0898365769565792,127553,Dm3a,right,,glutamate,-1,Dm3a_right
42003,1.8774893027251105,127554,TmY18,right,,acetylcholine,1,TmY18_right
42004,2.0000008376326472,127561,T3,right,,acetylcholine,1,T3_right
42005,2.5498007696220064,127564,Dm8a,right,,glutamate,-1,Dm8a_right
42006,2.112077744849201,127569,Tm5b,right,,acetylcholine,1,Tm5b_right
42007,1.897594991274148,127573,TmY18,right,,acetylcholine,1,TmY18_right
42008,2.0,127576,T3,right,,acetylcholine,1,T3_right
42009,2.0000765451146583,127578,T3,right,,acetylcholine,1,T3_right
42010,2.000237052653614,127579,T3,right,,acetylcholine,1,T3_right
42011,2.0,127584,T3,right,,acetylcholine,1,T3_right
42012,1.2820235724966058,127587,Dm3a,right,,glutamate,-1,Dm3a_right
42013,2.000599747636389,127591,T5d,right,,acetylcholine,1,T5d_right
42014,0.0,127598,L3,right,"1,19",acetylcholine,1,L3_right
42015,1.0,127607,L5,right,"5,19",acetylcholine,1,L5_right
42016,2.0004164360150725,127608,T5d,right,,acetylcholine,1,T5d_right
42017,2.3361223963371143,127612,Dm8b,right,,glutamate,-1,Dm8b_right
42018,2.0001292291495463,127613,T4c,right,,acetylcholine,1,T4c_right
42019,1.0338940814296866,127615,Tm3,right,,acetylcholine,1,Tm3_right
42020,2.0,127619,T3,right,,acetylcholine,1,T3_right
42021,1.0,127624,C2,right,"7,67",gaba,-1,C2_right
42022,1.0,127625,Mi15,right,,acetylcholine,1,Mi15_right
42023,2.0,127627,T4d,right,,acetylcholine,1,T4d_right
42024,1.0274000190183543,127629,Tm20,right,"4,60",acetylcholine,1,Tm20_right
42025,2.0000461763605304,127634,T4a,right,,acetylcholine,1,T4a_right
42026,1.0,127637,C2,right,"13,23",gaba,-1,C2_right
42027,2.000447883728484,127638,T5a,right,,acetylcholine,1,T5a_right
42028,2.000205646240558,127642,T4c,right,,acetylcholine,1,T4c_right
42029,2.00083634332286,127645,T5b,right,,acetylcholine,1,T5b_right
42030,2.0,127646,T4b,right,,acetylcholine,1,T4b_right
42031,2.0000027641892,127647,T3,right,,acetylcholine,1,T3_right
42032,1.1073175616048978,127649,Dm3a,right,,glutamate,-1,Dm3a_right
42033,1.0,127653,Tm9,right,"-5,7",acetylcholine,1,Tm9_right
42034,1.6105210433649924,127658,Dm3c,right,,glutamate,-1,Dm3c_right
42035,1.0,127662,Tm2,right,"10,14",acetylcholine,1,Tm2_right
42036,1.2095085551143725,127664,Dm3a,right,,glutamate,-1,Dm3a_right
42037,2.031936485207084,127665,Dm2,right,,acetylcholine,1,Dm2_right
42038,2.0007340119201267,127668,T5c,right,,acetylcholine,1,T5c_right
42039,1.914009943232729,127670,Tm12,right,,acetylcholine,1,Tm12_right
42040,1.528277189305722,127672,Mi13,right,,glutamate,-1,Mi13_right
42041,2.0004435461220265,127674,T3,right,,acetylcholine,1,T3_right
42042,2.0,127680,T5d,right,,acetylcholine,1,T5d_right
42043,1.4669984721494416,127681,Dm2,right,,acetylcholine,1,Dm2_right
42044,1.0,127686,Tm3,right,,acetylcholine,1,Tm3_right
42045,2.0,127687,T4a,right,,acetylcholine,1,T4a_right
42046,2.0008692918028355,127688,T5d,right,,acetylcholine,1,T5d_right
42047,2.0003491667011266,127691,T4c,right,,acetylcholine,1,T4c_right
42048,1.2028529241304708,127694,TmY10,right,,acetylcholine,1,TmY10_right
42049,1.921599996352196,127695,TmY18,right,,acetylcholine,1,TmY18_right
42050,1.6737092617708142,127698,Dm3a,right,,glutamate,-1,Dm3a_right
42051,2.0,127701,T3,right,,acetylcholine,1,T3_right
42052,2.0,127705,T4c,right,,acetylcholine,1,T4c_right
42053,2.0,127706,T4a,right,,acetylcholine,1,T4a_right
42054,1.0647038872422514,127707,Tm20,right,"7,55",acetylcholine,1,Tm20_right
42055,1.8668213737246937,127711,TmY18,right,,acetylcholine,1,TmY18_right
42056,2.000112252784093,127712,T3,right,,acetylcholine,1,T3_right
42057,1.4538310557528946,127718,Dm3a,right,,glutamate,-1,Dm3a_right
42058,2.0000098981147825,127720,Mi15,right,,acetylcholine,1,Mi15_right
42059,2.0000233813326007,127724,T5a,right,,acetylcholine,1,T5a_right
42060,2.000602672121877,127725,T5b,right,,acetylcholine,1,T5b_right
42061,1.5576137229836644,127726,Dm2,right,,acetylcholine,1,Dm2_right
42062,2.368428123256927,127727,Cm2,right,,acetylcholine,1,Cm2_right
42063,2.0006143291583927,127728,T5d,right,,acetylcholine,1,T5d_right
42064,2.0,127732,T4d,right,,acetylcholine,1,T4d_right
42065,2.0,127733,T4d,right,,acetylcholine,1,T4d_right
42066,2.0,127738,T3,right,,acetylcholine,1,T3_right
42067,1.252898520372811,127744,Dm3a,right,,glutamate,-1,Dm3a_right
42068,1.129780986602812,127746,Dm3a,right,,glutamate,-1,Dm3a_right
42069,2.0,127756,T5b,right,,acetylcholine,1,T5b_right
42070,1.111281472290877,127757,Tm20,right,"11,55",acetylcholine,1,Tm20_right
42071,2.0003321224663204,127761,T5a,right,,acetylcholine,1,T5a_right
42072,1.966886277209599,127763,Mi17,right,,gaba,-1,Mi17_right
42073,2.0,127766,T4b,right,,acetylcholine,1,T4b_right
42074,2.000020703416417,127767,Dm2,right,,acetylcholine,1,Dm2_right
42075,1.0,127769,Tm20,right,"8,54",acetylcholine,1,Tm20_right
42076,1.0,127780,Tm5a,right,,acetylcholine,1,Tm5a_right
42077,2.0,127788,T4d,right,,acetylcholine,1,T4d_right
42078,2.004297857526123,127795,Dm2,right,,acetylcholine,1,Dm2_right
42079,1.0,127802,Mi15,right,,acetylcholine,1,Mi15_right
42080,2.5639723336576146,127809,MeLo5,right,,acetylcholine,1,MeLo5_right
42081,1.8917014857147652,127812,TmY18,right,,acetylcholine,1,TmY18_right
42082,1.0,127815,Tm20,right,"3,67",acetylcholine,1,Tm20_right
42083,1.0481160086637502,127819,Tm4,right,"6,26",acetylcholine,1,Tm4_right
42084,2.000560805467902,127822,T5d,right,,acetylcholine,1,T5d_right
42085,2.0,127825,T4d,right,,acetylcholine,1,T4d_right
42086,2.000349173831854,127828,T4b,right,,acetylcholine,1,T4b_right
42087,1.966329967137426,127835,TmY18,right,,acetylcholine,1,TmY18_right
42088,2.0,127839,T4a,right,,acetylcholine,1,T4a_right
42089,2.0015789782142,127842,T4c,right,,acetylcholine,1,T4c_right
42090,2.0,127844,T5c,right,,acetylcholine,1,T5c_right
42091,2.000437435785889,127845,T5c,right,,acetylcholine,1,T5c_right
42092,1.850492150302689,127848,Dm2,right,,acetylcholine,1,Dm2_right
42093,2.0,127851,T4c,right,,acetylcholine,1,T4c_right
42094,1.0,127854,C2,right,"-9,61",gaba,-1,C2_right
42095,1.9792207921123968,127855,Tm6,right,,acetylcholine,1,Tm6_right
42096,1.0,127856,Tm2,right,"3,71",acetylcholine,1,Tm2_right
42097,2.000603270914052,127858,T5b,right,,acetylcholine,1,T5b_right
42098,1.2414730292693508,127860,TmY10,right,,acetylcholine,1,TmY10_right
42099,2.0000114122120736,127861,Dm2,right,,acetylcholine,1,Dm2_right
42100,2.0013033773390405,127862,T5a,right,,acetylcholine,1,T5a_right
42101,2.0,127872,T4d,right,,acetylcholine,1,T4d_right
42102,1.1175078971736632,127875,Dm3b,right,,glutamate,-1,Dm3b_right
42103,2.000046604947684,127880,T3,right,,acetylcholine,1,T3_right
42104,2.0000391582344146,127887,T3,right,,acetylcholine,1,T3_right
42105,2.0005932142715217,127888,T5c,right,,acetylcholine,1,T5c_right
42106,2.0,127893,T3,right,,acetylcholine,1,T3_right
42107,2.0,127895,T4d,right,,acetylcholine,1,T4d_right
42108,2.000414487115466,127897,T4d,right,,acetylcholine,1,T4d_right
42109,2.0,127899,T4c,right,,acetylcholine,1,T4c_right
42110,1.0486669654778948,127904,Dm8a,right,,glutamate,-1,Dm8a_right
42111,2.0,127906,T3,right,,acetylcholine,1,T3_right
42112,1.6717947211283757,127910,Mi15,right,,acetylcholine,1,Mi15_right
42113,1.1282403454131549,127911,Dm3b,right,,glutamate,-1,Dm3b_right
42114,1.0,127913,C2,right,"-5,65",gaba,-1,C2_right
42115,2.000244740038006,127915,T5c,right,,acetylcholine,1,T5c_right
42116,2.0,127921,T3,right,,acetylcholine,1,T3_right
42117,2.0004620559698068,127922,T5c,right,,acetylcholine,1,T5c_right
42118,1.974670501069988,127923,Tm5b,right,,acetylcholine,1,Tm5b_right
42119,1.1666836647589085,127924,R1-R6,right,,histamine,1,R1-R6_right
42120,1.7738635227167106,127926,Dm3c,right,,glutamate,-1,Dm3c_right
42121,1.0776994529738118,127927,Tm20,right,"-9,53",acetylcholine,1,Tm20_right
42122,2.0,127929,T3,right,,acetylcholine,1,T3_right
42123,1.0,127933,L5,right,"16,54",acetylcholine,1,L5_right
42124,1.0,127939,Tm20,right,"8,62",acetylcholine,1,Tm20_right
42125,2.008313609555992,127940,Cm4,right,,glutamate,-1,Cm4_right
42126,2.0,127941,T5a,right,,acetylcholine,1,T5a_right
42127,1.0,127946,R1-R6,right,,histamine,1,R1-R6_right
42128,2.0,127949,T5a,right,,acetylcholine,1,T5a_right
42129,2.0007073595697067,127952,T5a,right,,acetylcholine,1,T5a_right
42130,2.0,127955,T5a,right,,acetylcholine,1,T5a_right
42131,2.000245835838737,127956,T5d,right,,acetylcholine,1,T5d_right
42132,2.0,127961,T4b,right,,acetylcholine,1,T4b_right
42133,1.9557526352453496,127964,Cm4,right,,glutamate,-1,Cm4_right
42134,2.0,127965,T3,right,,acetylcholine,1,T3_right
42135,1.5859782051664393,127966,Dm3b,right,,glutamate,-1,Dm3b_right
42136,2.0,127969,T3,right,,acetylcholine,1,T3_right
42137,1.0,127970,Tm3,right,,acetylcholine,1,Tm3_right
42138,1.1779311804742283,127971,Dm3b,right,,glutamate,-1,Dm3b_right
42139,2.0,127977,T4d,right,,acetylcholine,1,T4d_right
42140,1.0,127979,Tm20,right,"-1,65",acetylcholine,1,Tm20_right
42141,1.8803405633959192,127984,TmY18,right,,acetylcholine,1,TmY18_right
42142,1.005742530755546,127989,Tm5c,right,,glutamate,-1,Tm5c_right
42143,1.215326688537166,127993,Dm3a,right,,glutamate,-1,Dm3a_right
42144,2.0001501370848813,127994,T5d,right,,acetylcholine,1,T5d_right
42145,2.0004868753433875,127995,T5d,right,,acetylcholine,1,T5d_right
42146,2.0,127998,T4c,right,,acetylcholine,1,T4c_right
42147,1.0,127999,Tm9,right,"4,68",acetylcholine,1,Tm9_right
42148,1.2375862512546876,128001,Dm3a,right,,glutamate,-1,Dm3a_right
42149,2.0,128002,T3,right,,acetylcholine,1,T3_right
42150,1.154599639388978,128003,Dm3a,right,,glutamate,-1,Dm3a_right
42151,2.0,128005,T4d,right,,acetylcholine,1,T4d_right
42152,0.0,128009,L3,right,"0,10",acetylcholine,1,L3_right
42153,1.2882743227039175,128018,Dm3b,right,,glutamate,-1,Dm3b_right
42154,2.0,128019,T3,right,,acetylcholine,1,T3_right
42155,2.0,128022,T3,right,,acetylcholine,1,T3_right
42156,1.2407373707486584,128023,Dm3b,right,,glutamate,-1,Dm3b_right
42157,1.04365174334164,128029,Tm20,right,"15,33",acetylcholine,1,Tm20_right
42158,2.000188616525413,128030,Dm2,right,,acetylcholine,1,Dm2_right
42159,1.86692209841185,128031,Cm4,right,,glutamate,-1,Cm4_right
42160,2.0,128033,T4b,right,,acetylcholine,1,T4b_right
42161,1.9748901495358304,128037,Dm2,right,,acetylcholine,1,Dm2_right
42162,1.0,128044,L5,right,"15,33",acetylcholine,1,L5_right
42163,2.000053913206068,128046,T5b,right,,acetylcholine,1,T5b_right
42164,2.0,128047,T3,right,,acetylcholine,1,T3_right
42165,1.9582196914111385,128053,Mi10,right,,acetylcholine,1,Mi10_right
42166,2.0,128056,T5b,right,,acetylcholine,1,T5b_right
42167,2.0,128058,T4d,right,,acetylcholine,1,T4d_right
42168,2.0071901064806017,128064,T5b,right,,acetylcholine,1,T5b_right
42169,2.0,128065,T3,right,,acetylcholine,1,T3_right
42170,1.3896861680203254,128066,Cm1,right,,acetylcholine,1,Cm1_right
42171,1.0,128068,C2,right,"-5,59",gaba,-1,C2_right
42172,1.77450709253814,128070,Dm2,right,,acetylcholine,1,Dm2_right
42173,1.184701721047753,128071,Dm11,right,,glutamate,-1,Dm11_right
42174,1.832510148985328,128074,TmY18,right,,acetylcholine,1,TmY18_right
42175,2.0,128079,T5d,right,,acetylcholine,1,T5d_right
42176,2.0,128089,T4a,right,,acetylcholine,1,T4a_right
42177,2.000506458364378,128091,T5c,right,,acetylcholine,1,T5c_right
42178,1.200347189551116,128092,Dm3a,right,,glutamate,-1,Dm3a_right
42179,1.0184308091973868,128101,Tm5c,right,,glutamate,-1,Tm5c_right
42180,2.002127151132062,128105,T5d,right,,acetylcholine,1,T5d_right
