,bodyid,hemilineage,class,predictedNt,somaNeuromere,rootSide,systematicType,type,somaSide,name,combined_type,nt_binary,idx
8708,167413,,descending neuron,acetylcholine,,LHS,DNxn134,DNxn134,,DNxn134_CvC_L,DNxn134_CvC_L,1,22744
8709,16742,TBD,intrinsic neuron,gaba,A9,,INXXX292,INXXX292,RHS,INXXX292_A9_R,INXXX292_A9_R,-1,5981
8710,167420,01B,intrinsic neuron,gaba,T1,,IN01B025,IN01B025,LHS,IN01B025_T1_L,IN01B025_T1_L,-1,22745
8711,167426,,sensory neuron,glutamate,,RHS,SNpp40,SNpp40,,SNpp40_ProLN_R,SNpp40_ProLN_R,-1,22746
8712,16743,08B,intrinsic neuron,acetylcholine,T2,,IN08B068,IN08B068,LHS,IN08B068_T2_L,IN08B068_T2_L,1,5982
8713,167438,15B,motor neuron,glutamate,T2,,MNml30,Ti flexor MN,RHS,MNml30_MesoLN_R,MNml30_MesoLN_R,-1,22747
8714,16744,13A,intrinsic neuron,gaba,T1,,IN13A020,IN13A020,RHS,IN13A020_T1_R,IN13A020_T1_R,-1,5983
8715,167442,20B.21B.22B,motor neuron,glutamate,T2,,MNml11,Tr flexor MN,LHS,MNml11_MesoLN_L,MNml11_MesoLN_L,-1,22748
8716,16745,04B,intrinsic neuron,acetylcholine,T3,,IN04B100,IN04B100,RHS,IN04B100_T3_R,IN04B100_T3_R,1,5984
8717,16746,,descending neuron,acetylcholine,,LHS,DNxn149,DNxn149,,DNxn149_CvC_L,DNxn149_CvC_L,1,5985
8718,167479,,sensory ascending,acetylcholine,,LHS,SApp02,SApp02,,SApp02_DMetaN_L,SApp02_DMetaN_L,1,22749
8719,16748,13A,intrinsic neuron,gaba,T2,,IN13A034,IN13A034,LHS,IN13A034_T2_L,IN13A034_T2_L,-1,5986
8720,16750,03B,motor neuron,glutamate,A1,,MNad45,MNad45,RHS,MNad45_AbN2_R,MNad45_AbN2_R,-1,5987
8721,16751,08B,ascending neuron,acetylcholine,T1,LHS,AN08B061,AN08B061,RHS,AN08B061_T1_R,AN08B061_T1_R,1,5988
8722,16752,,sensory ascending,acetylcholine,,RHS,SAxx01,SAxx01,,SAxx01_AbN4_R,SAxx01_AbN4_R,1,5989
8723,16753,03A,intrinsic neuron,acetylcholine,T1,,IN03A034,IN03A034,RHS,IN03A034_T1_R,IN03A034_T1_R,1,5990
8724,16754,TBD,intrinsic neuron,gaba,A2,,INXXX276,INXXX276,RHS,INXXX276_A2_R,INXXX276_A2_R,-1,5991
8725,16755,03A,intrinsic neuron,acetylcholine,T1,,IN03A046,IN03A046,LHS,IN03A046_T1_L,IN03A046_T1_L,1,5992
8726,16757,04B,intrinsic neuron,acetylcholine,T1,,IN04B034,IN04B034,LHS,IN04B034_T1_L,IN04B034_T1_L,1,5993
8727,16758,,sensory neuron,acetylcholine,,RHS,SNta07,SNta07,,SNta07_ADMN_R,SNta07_ADMN_R,1,5994
8728,16759,16B,intrinsic neuron,glutamate,T2,,IN16B039,IN16B039,LHS,IN16B039_T2_L,IN16B039_T2_L,-1,5995
8729,16760,,descending neuron,gaba,,LHS,DNxn020,DNg26,,DNxn020_CvC_L,DNxn020_CvC_L,-1,5996
8730,16761,TBD,ascending neuron,acetylcholine,A2,RHS,ANXXX027,ANXXX027,LHS,ANXXX027_A2_L,ANXXX027_A2_L,1,5997
8731,16762,09A,intrinsic neuron,gaba,T2,,IN09A043,IN09A043,RHS,IN09A043_T2_R,IN09A043_T2_R,-1,5998
8732,167627,,sensory neuron,acetylcholine,,LHS,SNch12,SNch12,,SNch12_ADMN_L,SNch12_ADMN_L,1,22750
8733,16763,06B,intrinsic neuron,gaba,T2,,IN06B055,IN06B055,LHS,IN06B055_T2_L,IN06B055_T2_L,-1,5999
8734,16764,18B,intrinsic neuron,acetylcholine,T2,,IN18B030,GFC2,LHS,IN18B030_T2_L,IN18B030_T2_L,1,6000
8735,16766,,sensory ascending,acetylcholine,,RHS,SApp16,SApp16,,SApp16_DMetaN_R,SApp16_DMetaN_R,1,6001
8736,16767,08A,intrinsic neuron,glutamate,T3,,IN08A016,IN08A016,RHS,IN08A016_T3_R,IN08A016_T3_R,-1,6002
8737,16768,11A,intrinsic neuron,acetylcholine,T1,,IN11A014,IN11A014,LHS,IN11A014_T1_L,IN11A014_T1_L,1,6003
8738,16769,03A,intrinsic neuron,acetylcholine,T2,,IN03A038,IN03A038,LHS,IN03A038_T2_L,IN03A038_T2_L,1,6004
8739,16770,03B,intrinsic neuron,glutamate,T2,,IN03B072,IN03B072,LHS,IN03B072_T2_L,IN03B072_T2_L,-1,6005
8740,167704,,sensory neuron,glutamate,,,SNxxxx,SNxxxx,,SNxxxx_MesoLN_L,SNxxxx_MesoLN_L,-1,22751
8741,16772,04B,intrinsic neuron,acetylcholine,T2,,IN04B036,IN04B036,RHS,IN04B036_T2_R,IN04B036_T2_R,1,6006
8742,16773,03A,intrinsic neuron,acetylcholine,T3,,IN03A055,IN03A055,RHS,IN03A055_T3_R,IN03A055_T3_R,1,6007
8743,16775,TBD,intrinsic neuron,acetylcholine,A1,,INXXX206,INXXX206,RHS,INXXX206_A1_R,INXXX206_A1_R,1,6008
8744,16776,00A,intrinsic neuron,gaba,T1,,IN00A032,IN00A032,Midline,IN00A032_T1_M,IN00A032_T1_M,-1,6009
8745,16777,17A,intrinsic neuron,acetylcholine,T2,,IN17A075,IN17A075,LHS,IN17A075_T2_L,IN17A075_T2_L,1,6010
8746,16778,06A,intrinsic neuron,gaba,T2,,IN06A122,IN06A122,RHS,IN06A122_T2_R,IN06A122_T2_R,-1,6011
8747,16779,06B,intrinsic neuron,gaba,T3,,IN06B066,IN06B066,LHS,IN06B066_T3_L,IN06B066_T3_L,-1,6012
8748,167799,,sensory ascending,acetylcholine,,RHS,SApp23,SApp23,,SApp23_MetaLN_R,SApp23_MetaLN_R,1,22752
8749,16780,17A,intrinsic neuron,glutamate,T2,,IN17A069,IN17A069,RHS,IN17A069_T2_R,IN17A069_T2_R,-1,6013
8750,16781,TBD,intrinsic neuron,glutamate,A5,,INXXX290,INXXX290,RHS,INXXX290_A5_R,INXXX290_A5_R,-1,6014
8751,16783,06B,intrinsic neuron,gaba,T2,,IN06B017,IN06B017,LHS,IN06B017_T2_L,IN06B017_T2_L,-1,6015
8752,167834,,sensory neuron,glutamate,,RHS,SNpp47,SNpp47,,SNpp47_MetaLN_R,SNpp47_MetaLN_R,-1,22753
8753,167836,,sensory neuron,glutamate,,RHS,SNpp47,SNpp47,,SNpp47_MetaLN_R,SNpp47_MetaLN_R,-1,22754
8754,16784,08B,ascending neuron,acetylcholine,T1,RHS,AN08B066,AN08B066,LHS,AN08B066_T1_L,AN08B066_T1_L,1,6016
8755,16785,08A,intrinsic neuron,glutamate,T2,,IN08A011,IN08A011,RHS,IN08A011_T2_R,IN08A011_T2_R,-1,6017
8756,16786,09A,intrinsic neuron,gaba,T3,,IN09A020,IN09A020,LHS,IN09A020_T3_L,IN09A020_T3_L,-1,6018
8757,16787,TBD,intrinsic neuron,gaba,A7,,INXXX243,INXXX243,RHS,INXXX243_A7_R,INXXX243_A7_R,-1,6019
8758,16788,03A,intrinsic neuron,acetylcholine,T3,,IN03A041,IN03A041,RHS,IN03A041_T3_R,IN03A041_T3_R,1,6020
8759,167886,,sensory neuron,glutamate,,LHS,SNch11,SNch11,,SNch11_MesoLN_L,SNch11_MesoLN_L,-1,22755
8760,167887,,sensory ascending,acetylcholine,,RHS,SAch01,SAch01,,SAch01_ProLN_R,SAch01_ProLN_R,-1,22756
8761,16789,16B,intrinsic neuron,glutamate,T3,,IN16B042,IN16B042,LHS,IN16B042_T3_L,IN16B042_T3_L,-1,6021
8762,16790,03A,intrinsic neuron,acetylcholine,T3,,IN03A020,IN03A020,LHS,IN03A020_T3_L,IN03A020_T3_L,1,6022
8763,16791,TBD,intrinsic neuron,gaba,A8,,INXXX283,INXXX283,LHS,INXXX283_A8_L,INXXX283_A8_L,-1,6023
8764,167919,15B,motor neuron,glutamate,T2,,MNml78,MNml78,LHS,MNml78_MesoLN_L,MNml78_MesoLN_L,-1,22757
8765,16792,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A012,IN20A.22A012,LHS,IN20A.22A012_T1_L,IN20A.22A012_T1_L,1,6024
8766,16794,,sensory neuron,acetylcholine,,LHS,SNpp10,SNpp10,,SNpp10_ADMN_L,SNpp10_ADMN_L,1,6025
8767,16795,TBD,intrinsic neuron,acetylcholine,A9,,INXXX285,INXXX285,LHS,INXXX285_A9_L,INXXX285_A9_L,1,6026
8768,16796,19A,intrinsic neuron,gaba,T2,,IN19A048,IN19A048,LHS,IN19A048_T2_L,IN19A048_T2_L,-1,6027
8769,167965,,descending neuron,acetylcholine,,RHS,DNut006,DNg01,,DNut006_CvC_R,DNut006_CvC_R,1,22758
8770,16798,03A,intrinsic neuron,acetylcholine,T2,,IN03A030,IN03A030,RHS,IN03A030_T2_R,IN03A030_T2_R,1,6028
8771,16799,,sensory ascending,acetylcholine,,LHS,SApp08,SApp08,,SApp08_DMetaN_L,SApp08_DMetaN_L,1,6029
8772,16800,04B,intrinsic neuron,acetylcholine,T2,,IN04B037,IN04B037,LHS,IN04B037_T2_L,IN04B037_T2_L,1,6030
8773,168005,,sensory neuron,acetylcholine,,RHS,SNpp59,SNpp59,,SNpp59_MetaLN_R,SNpp59_MetaLN_R,1,22759
8774,16801,06A,ascending neuron,gaba,A1,RHS,AN06A026,AN06A026,LHS,AN06A026_A1_L,AN06A026_A1_L,-1,6031
8775,168014,,sensory neuron,acetylcholine,,RHS,SNpp42,SNpp42,,SNpp42_MetaLN_R,SNpp42_MetaLN_R,1,22760
8776,16802,TBD,intrinsic neuron,gaba,A7,,INXXX209,INXXX209,LHS,INXXX209_A7_L,INXXX209_A7_L,-1,6032
8777,16803,,descending neuron,gaba,,LHS,DNxl090,DNxl090,,DNxl090_CvC_L,DNxl090_CvC_L,-1,6033
8778,16805,,sensory neuron,acetylcholine,,LHS,SNpp11,SNpp11,,SNpp11_ADMN_L,SNpp11_ADMN_L,1,6034
8779,168056,13A,intrinsic neuron,gaba,T3,,IN13A029,IN13A029,RHS,IN13A029_T3_R,IN13A029_T3_R,-1,22761
8780,16807,,sensory neuron,acetylcholine,,LHS,SNxx10,SNxx10,,SNxx10_AbNT_L,SNxx10_AbNT_L,1,6035
8781,16808,23B,intrinsic neuron,acetylcholine,A1,,IN23B035,IN23B035,RHS,IN23B035_A1_R,IN23B035_A1_R,1,6036
8782,16811,13A,intrinsic neuron,gaba,T1,,IN13A027,IN13A027,LHS,IN13A027_T1_L,IN13A027_T1_L,-1,6037
8783,16812,02A,intrinsic neuron,glutamate,T2,,IN02A034,IN02A034,LHS,IN02A034_T2_L,IN02A034_T2_L,-1,6038
8784,16813,,descending neuron,acetylcholine,,LHS,DNxn064,DNg78,,DNxn064_CvC_L,DNxn064_CvC_L,1,6039
8785,16814,,descending neuron,glutamate,,RHS,DNxn070,DNg111,,DNxn070_CvC_R,DNxn070_CvC_R,-1,6040
8786,16815,09A,intrinsic neuron,gaba,T2,,IN09A022,IN09A022,LHS,IN09A022_T2_L,IN09A022_T2_L,-1,6041
8787,16816,11A,intrinsic neuron,acetylcholine,T2,,IN11A032,IN11A032,RHS,IN11A032_T2_R,IN11A032_T2_R,1,6042
8788,16817,,descending neuron,glutamate,,RHS,DNfl041,DNfl041,,DNfl041_CvC_R,DNfl041_CvC_R,-1,6043
8789,16818,TBD,intrinsic neuron,acetylcholine,A7,,INXXX269,INXXX269,LHS,INXXX269_A7_L,INXXX269_A7_L,1,6044
8790,16820,04B,intrinsic neuron,acetylcholine,T2,,IN04B035,IN04B035,RHS,IN04B035_T2_R,IN04B035_T2_R,1,6045
8791,16821,16B,intrinsic neuron,glutamate,T2,,IN16B052,IN16B052,RHS,IN16B052_T2_R,IN16B052_T2_R,-1,6046
8792,168212,,sensory neuron,glutamate,,RHS,SNta38,SNta38,,SNta38_ProLN_R,SNta38_ProLN_R,-1,22762
8793,16822,,descending neuron,glutamate,,RHS,DNxn157,DNxn157,,DNxn157_CvC_R,DNxn157_CvC_R,-1,6047
8794,16823,,sensory ascending,acetylcholine,,LHS,SNpp19,SNpp19,,SNpp19_PrN_L,SNpp19_PrN_L,1,6048
8795,16824,07B,ascending neuron,acetylcholine,T2,RHS,AN07B045,AN07B045,LHS,AN07B045_T2_L,AN07B045_T2_L,1,6049
8796,16825,00A,intrinsic neuron,gaba,A3,,IN00A017,IN00A017,Midline,IN00A017_A3_M,IN00A017_A3_M,-1,6050
8797,16826,06A,intrinsic neuron,glutamate,T2,,IN06A042,IN06A042,LHS,IN06A042_T2_L,IN06A042_T2_L,-1,6051
8798,16827,TBD,intrinsic neuron,gaba,A7,,INXXX209,INXXX209,RHS,INXXX209_A7_R,INXXX209_A7_R,-1,6052
8799,16828,19A,intrinsic neuron,gaba,T3,,IN19A055,IN19A055,LHS,IN19A055_T3_L,IN19A055_T3_L,-1,6053
8800,16829,00A,intrinsic neuron,gaba,T2,,IN00A031,IN00A031,Midline,IN00A031_T2_M,IN00A031_T2_M,-1,6054
8801,16831,10B,intrinsic neuron,acetylcholine,T1,,IN10B032,IN10B032,RHS,IN10B032_T1_R,IN10B032_T1_R,1,6055
8802,16832,08B,ascending neuron,acetylcholine,T1,RHS,AN08B099,AN08B099,LHS,AN08B099_T1_L,AN08B099_T1_L,1,6056
8803,16833,07B,ascending neuron,acetylcholine,T2,RHS,AN07B060,AN07B060,LHS,AN07B060_T2_L,AN07B060_T2_L,1,6057
8804,16835,,sensory ascending,acetylcholine,,LHS,SApp16,SApp16,,SApp16_DMetaN_L,SApp16_DMetaN_L,1,6058
8805,16836,05B,intrinsic neuron,gaba,T1,,IN05B057,IN05B057,LHS,IN05B057_T1_L,IN05B057_T1_L,-1,6059
8806,16837,,descending neuron,gaba,,LHS,DNxn057,DNg56,,DNxn057_CvC_L,DNxn057_CvC_L,-1,6060
8807,16839,00B,efferent neuron,gaba,A3,,EN00B026,EN00B026,Midline,EN00B026_A3_M,EN00B026_A3_M,-1,6061
8808,16840,04B,intrinsic neuron,acetylcholine,T3,,IN04B100,IN04B100,LHS,IN04B100_T3_L,IN04B100_T3_L,1,6062
8809,16841,,sensory neuron,acetylcholine,,LHS,SNxx28,SNxx28,,SNxx28_ADMN_L,SNxx28_ADMN_L,1,6063
8810,16842,,descending neuron,acetylcholine,,LHS,DNxn078,DNp45,,DNxn078_CvC_L,DNxn078_CvC_L,1,6064
8811,16844,03B,intrinsic neuron,gaba,T2,,IN03B049,IN03B049,LHS,IN03B049_T2_L,IN03B049_T2_L,-1,6065
8812,168447,08B,ascending neuron,acetylcholine,T1,RHS,AN08B099,AN08B099,LHS,AN08B099_T1_L,AN08B099_T1_L,1,22763
8813,168448,03B,intrinsic neuron,glutamate,T2,,IN03B061,IN03B061,LHS,IN03B061_T2_L,IN03B061_T2_L,-1,22764
8814,168468,09A,intrinsic neuron,gaba,T1,,IN09A031,IN09A031,LHS,IN09A031_T1_L,IN09A031_T1_L,-1,22765
8815,16847,04B,intrinsic neuron,acetylcholine,T3,,IN04B054,IN04B054,LHS,IN04B054_T3_L,IN04B054_T3_L,1,6066
8816,168470,00B,efferent neuron,glutamate,A9,,EN00B010,EN00B010,Midline,EN00B010_A9_M,EN00B010_A9_M,-1,22766
8817,16848,14A,intrinsic neuron,glutamate,T3,,IN14A015,IN14A015,RHS,IN14A015_T3_R,IN14A015_T3_R,-1,6067
8818,168491,06B,ascending neuron,gaba,T1,LHS,AN06B057,AN06B057,RHS,AN06B057_T1_R,AN06B057_T1_R,-1,22767
8819,168492,06A,intrinsic neuron,gaba,A1,,IN06A099,IN06A099,LHS,IN06A099_A1_L,IN06A099_A1_L,-1,22768
8820,16851,11B,intrinsic neuron,gaba,T2,,IN11B013,IN11B013,RHS,IN11B013_T2_R,IN11B013_T2_R,-1,6068
8821,16852,04B,intrinsic neuron,acetylcholine,T2,,IN04B033,IN04B033,RHS,IN04B033_T2_R,IN04B033_T2_R,1,6069
8822,16854,03A,intrinsic neuron,acetylcholine,T3,,IN03A048,IN03A048,RHS,IN03A048_T3_R,IN03A048_T3_R,1,6070
8823,16855,TBD,intrinsic neuron,gaba,A9,,INXXX319,INXXX319,RHS,INXXX319_A9_R,INXXX319_A9_R,-1,6071
8824,16856,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A011,IN20A.22A011,LHS,IN20A.22A011_T1_L,IN20A.22A011_T1_L,1,6072
8825,16857,05B,ascending neuron,gaba,T2,LHS,AN05B052,AN05B052,RHS,AN05B052_T2_R,AN05B052_T2_R,-1,6073
8826,16858,,descending neuron,glutamate,,LHS,DNut004,DNb02,,DNut004_CvC_L,DNut004_CvC_L,-1,6074
8827,16859,,descending neuron,acetylcholine,,LHS,DNxl021,DNxl021,,DNxl021_CvC_L,DNxl021_CvC_L,1,6075
8828,16860,04B,intrinsic neuron,acetylcholine,T3,,IN04B048,IN04B048,RHS,IN04B048_T3_R,IN04B048_T3_R,1,6076
8829,16861,16B,intrinsic neuron,glutamate,T2,,IN16B042,IN16B042,RHS,IN16B042_T2_R,IN16B042_T2_R,-1,6077
8830,168610,TBD,intrinsic neuron,gaba,A6,,INXXX258,INXXX258,RHS,INXXX258_A6_R,INXXX258_A6_R,-1,22769
8831,16862,03A,intrinsic neuron,acetylcholine,T2,,IN03A033,IN03A033,LHS,IN03A033_T2_L,IN03A033_T2_L,1,6078
8832,16863,,sensory ascending,acetylcholine,,LHS,SApp08,SApp08,,SApp08_DMetaN_L,SApp08_DMetaN_L,1,6079
8833,16864,14A,intrinsic neuron,glutamate,A1,,IN14A016,IN14A016,LHS,IN14A016_A1_L,IN14A016_A1_L,-1,6080
8834,16865,23B,intrinsic neuron,glutamate,T1,,IN23B018,IN23B018,LHS,IN23B018_T1_L,IN23B018_T1_L,1,6081
8835,16866,,sensory neuron,acetylcholine,,LHS,SNpp07,SNpp07,,SNpp07_ADMN_L,SNpp07_ADMN_L,1,6082
8836,16867,23B,intrinsic neuron,acetylcholine,T2,,IN23B023,IN23B023,RHS,IN23B023_T2_R,IN23B023_T2_R,1,6083
8837,16868,03A,intrinsic neuron,acetylcholine,T2,,IN03A030,IN03A030,LHS,IN03A030_T2_L,IN03A030_T2_L,1,6084
8838,16869,05B,intrinsic neuron,gaba,T1,,IN05B051,IN05B051,LHS,IN05B051_T1_L,IN05B051_T1_L,-1,6085
8839,16870,07B,ascending neuron,acetylcholine,T3,RHS,AN07B043,AN07B043,LHS,AN07B043_T3_L,AN07B043_T3_L,1,6086
8840,16871,TBD,ascending neuron,glutamate,A5,LHS,ANXXX169,ANXXX169,LHS,ANXXX169_A5_L,ANXXX169_A5_L,-1,6087
8841,16872,09A,intrinsic neuron,gaba,T2,,IN09A030,IN09A030,LHS,IN09A030_T2_L,IN09A030_T2_L,-1,6088
8842,16874,TBD,intrinsic neuron,gaba,A9,,INXXX267,INXXX267,RHS,INXXX267_A9_R,INXXX267_A9_R,-1,6089
8843,16875,23B,intrinsic neuron,acetylcholine,T1,,IN23B014,IN23B014,RHS,IN23B014_T1_R,IN23B014_T1_R,1,6090
8844,16876,03A,intrinsic neuron,acetylcholine,T2,,IN03A032,IN03A032,LHS,IN03A032_T2_L,IN03A032_T2_L,1,6091
8845,16877,,sensory ascending,acetylcholine,,LHS,SApp09,SApp09,,SApp09_DMetaN_L,SApp09_DMetaN_L,1,6092
8846,16878,06B,intrinsic neuron,gaba,T1,,IN06B054,IN06B054,LHS,IN06B054_T1_L,IN06B054_T1_L,-1,6093
8847,16880,13B,intrinsic neuron,gaba,T2,,IN13B032,IN13B032,LHS,IN13B032_T2_L,IN13B032_T2_L,-1,6094
8848,16881,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A011,IN20A.22A011,RHS,IN20A.22A011_T1_R,IN20A.22A011_T1_R,1,6095
8849,16883,03A,intrinsic neuron,acetylcholine,T1,,IN03A046,IN03A046,LHS,IN03A046_T1_L,IN03A046_T1_L,1,6096
8850,168834,,sensory neuron,glutamate,,RHS,SNpp50,SNpp50,,SNpp50_ProLN_R,SNpp50_ProLN_R,-1,22770
8851,16885,23B,intrinsic neuron,acetylcholine,T1,,IN23B072,IN23B072,LHS,IN23B072_T1_L,IN23B072_T1_L,1,6097
8852,16886,06A,intrinsic neuron,glutamate,A1,,IN06A063,IN06A063,RHS,IN06A063_A1_R,IN06A063_A1_R,-1,6098
8853,16887,,sensory neuron,acetylcholine,,RHS,SNta33,SNta33,,SNta33_MesoLN_R,SNta33_MesoLN_R,1,6099
8854,16888,,sensory neuron,acetylcholine,,RHS,SNxx07,SNxx07,,SNxx07_AbNT_R,SNxx07_AbNT_R,1,6100
8855,16889,12A,intrinsic neuron,acetylcholine,T2,,IN12A040,vMS12,LHS,IN12A040_T2_L,IN12A040_T2_L,1,6101
8856,16890,01B,intrinsic neuron,gaba,T1,,IN01B020,IN01B020,RHS,IN01B020_T1_R,IN01B020_T1_R,-1,6102
8857,16891,13B,intrinsic neuron,gaba,T2,,IN13B027,IN13B027,RHS,IN13B027_T2_R,IN13B027_T2_R,-1,6103
8858,16892,05B,ascending neuron,gaba,T2,RHS,AN05B048,AN05B048,LHS,AN05B048_T2_L,AN05B048_T2_L,-1,6104
8859,16893,01A,intrinsic neuron,acetylcholine,T2,,IN01A056,IN01A056,RHS,IN01A056_T2_R,IN01A056_T2_R,1,6105
8860,16894,16B,intrinsic neuron,glutamate,T1,,IN16B041,IN16B041,LHS,IN16B041_T1_L,IN16B041_T1_L,-1,6106
8861,16895,18B,intrinsic neuron,acetylcholine,T3,,IN18B040,IN18B040,RHS,IN18B040_T3_R,IN18B040_T3_R,1,6107
8862,16896,09A,intrinsic neuron,gaba,A1,,IN09A023,IN09A023,LHS,IN09A023_A1_L,IN09A023_A1_L,-1,6108
8863,16897,15B,motor neuron,glutamate,T1,,MNfl48,Ta depressor MN,RHS,MNfl48_ProLN_R,MNfl48_ProLN_R,-1,6109
8864,16898,,descending neuron,acetylcholine,,LHS,DNut058,DNut058,,DNut058_CvC_L,DNut058_CvC_L,1,6110
8865,16899,13B,intrinsic neuron,gaba,T1,,IN13B028,IN13B028,LHS,IN13B028_T1_L,IN13B028_T1_L,-1,6111
8866,16900,08B,ascending neuron,acetylcholine,T1,RHS,AN08B098,AN08B098,LHS,AN08B098_T1_L,AN08B098_T1_L,1,6112
8867,16901,02A,intrinsic neuron,glutamate,T1,,IN02A029,IN02A029,RHS,IN02A029_T1_R,IN02A029_T1_R,-1,6113
8868,16902,04B,intrinsic neuron,acetylcholine,T2,,IN04B035,IN04B035,LHS,IN04B035_T2_L,IN04B035_T2_L,1,6114
8869,16903,TBD,motor neuron,glutamate,T3,,MNhl14,Acc. tr flexor MN,RHS,MNhl14_MetaLN_R,MNhl14_MetaLN_R,-1,6115
8870,16904,,sensory neuron,acetylcholine,,LHS,SNxx28,SNxx28,,SNxx28_ADMN_L,SNxx28_ADMN_L,1,6116
8871,16905,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A010,IN20A.22A010,RHS,IN20A.22A010_T3_R,IN20A.22A010_T3_R,1,6117
8872,16907,TBD,intrinsic neuron,gaba,A3,,INXXX306,INXXX306,RHS,INXXX306_A3_R,INXXX306_A3_R,-1,6118
8873,16908,,sensory neuron,acetylcholine,,RHS,SNxx03,SNxx03,,SNxx03_AbN4_R,SNxx03_AbN4_R,1,6119
8874,16909,03A,intrinsic neuron,acetylcholine,T3,,IN03A037,IN03A037,LHS,IN03A037_T3_L,IN03A037_T3_L,1,6120
8875,16910,13A,intrinsic neuron,gaba,T1,,IN13A050,IN13A050,LHS,IN13A050_T1_L,IN13A050_T1_L,-1,6121
8876,16911,,descending neuron,acetylcholine,,LHS,DNxl056,DNxl056,,DNxl056_CvC_L,DNxl056_CvC_L,1,6122
8877,16912,19A,intrinsic neuron,gaba,T3,,IN19A059,IN19A059,LHS,IN19A059_T3_L,IN19A059_T3_L,-1,6123
8878,16914,08A,intrinsic neuron,glutamate,T2,,IN08A019,IN08A019,RHS,IN08A019_T2_R,IN08A019_T2_R,-1,6124
8879,16915,13B,intrinsic neuron,gaba,T3,,IN13B025,IN13B025,RHS,IN13B025_T3_R,IN13B025_T3_R,-1,6125
8880,16916,13B,intrinsic neuron,gaba,T1,,IN13B021,IN13B021,RHS,IN13B021_T1_R,IN13B021_T1_R,-1,6126
8881,16917,04B,intrinsic neuron,acetylcholine,T3,,IN04B031,IN04B031,LHS,IN04B031_T3_L,IN04B031_T3_L,1,6127
8882,169171,,sensory neuron,glutamate,,RHS,SNta21,SNta21,,SNta21_ProLN_R,SNta21_ProLN_R,-1,22771
8883,16918,TBD,intrinsic neuron,gaba,A8,,INXXX300,INXXX300,LHS,INXXX300_A8_L,INXXX300_A8_L,-1,6128
8884,16919,06A,intrinsic neuron,gaba,T2,,IN06A040,IN06A040,LHS,IN06A040_T2_L,IN06A040_T2_L,-1,6129
8885,16920,12A,intrinsic neuron,acetylcholine,T2,,IN12A023,vMS12,RHS,IN12A023_T2_R,IN12A023_T2_R,1,6130
8886,16921,,sensory neuron,acetylcholine,,RHS,SNta09,SNta09,,SNta09_PDMN_R,SNta09_PDMN_R,1,6131
8887,16923,03B,intrinsic neuron,gaba,T2,,IN03B052,IN03B052,LHS,IN03B052_T2_L,IN03B052_T2_L,-1,6132
8888,16924,00A,intrinsic neuron,gaba,T1,,IN00A025,IN00A025,Midline,IN00A025_T1_M,IN00A025_T1_M,-1,6133
8889,16925,08B,ascending neuron,acetylcholine,T1,RHS,AN08B059,AN08B059,LHS,AN08B059_T1_L,AN08B059_T1_L,1,6134
8890,16926,,descending neuron,acetylcholine,,RHS,DNhl001,DNg14,,DNhl001_CvC_R,DNhl001_CvC_R,1,6135
8891,16927,,sensory ascending,acetylcholine,,LHS,SApp05,SApp05,,SApp05_DMetaN_L,SApp05_DMetaN_L,1,6136
8892,16928,12A,intrinsic neuron,acetylcholine,T1,,IN12A036,IN12A036,LHS,IN12A036_T1_L,IN12A036_T1_L,1,6137
8893,16930,17A,intrinsic neuron,acetylcholine,T2,,IN17A052,IN17A052,LHS,IN17A052_T2_L,IN17A052_T2_L,1,6138
8894,16931,03A,intrinsic neuron,acetylcholine,T2,,IN03A031,IN03A031,RHS,IN03A031_T2_R,IN03A031_T2_R,1,6139
8895,169330,,sensory neuron,glutamate,,RHS,SNta40,SNta40,,SNta40_ProLN_R,SNta40_ProLN_R,-1,22772
8896,16934,TBD,intrinsic neuron,gaba,A7,,INXXX258,INXXX258,LHS,INXXX258_A7_L,INXXX258_A7_L,-1,6140
8897,16935,13B,intrinsic neuron,gaba,T1,,IN13B029,IN13B029,LHS,IN13B029_T1_L,IN13B029_T1_L,-1,6141
8898,16936,09A,intrinsic neuron,gaba,A1,,IN09A019,IN09A019,LHS,IN09A019_A1_L,IN09A019_A1_L,-1,6142
8899,16937,,sensory neuron,acetylcholine,,RHS,SNxx31,SNxx31,,SNxx31_PDMN_R,SNxx31_PDMN_R,1,6143
8900,16938,04B,intrinsic neuron,acetylcholine,T1,,IN04B078,IN04B078,RHS,IN04B078_T1_R,IN04B078_T1_R,1,6144
8901,16939,03A,intrinsic neuron,acetylcholine,T2,,IN03A062,IN03A062,RHS,IN03A062_T2_R,IN03A062_T2_R,1,6145
8902,16940,01A,intrinsic neuron,acetylcholine,T2,,IN01A070,IN01A070,LHS,IN01A070_T2_L,IN01A070_T2_L,1,6146
8903,16941,14A,intrinsic neuron,glutamate,T1,,IN14A013,IN14A013,LHS,IN14A013_T1_L,IN14A013_T1_L,-1,6147
8904,16942,,descending neuron,gaba,,LHS,DNxl093,DNxl093,,DNxl093_CvC_L,DNxl093_CvC_L,-1,6148
